contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY149P	915733	gb|CP094579.1|	chromosome	B379	915733	920773	99.69066753321418	99.95653754970061	915335	920772	[(1, 920773)]	[(337, 915672)]	[(1, 911243), (911731, 920773), (911671, 916609), (910055, 914989), (906441, 911369), (907430, 912300), (907183, 912111), (907307, 912237), (911422, 916357), (907557, 912426)]	9964.733952638444
contig_10 [gcode=11] [topology=linear]	UNY149P	17903	gb|CP124078.1|	lp17	Sh-2-82	17903	17944	99.9724548259145	99.9944143439647	17902	17942	[(2, 17944)]	[(1, 17903)]	[(2, 14328), (14123, 17944)]	9996.687070845788
contig_11 [gcode=11] [topology=linear]	UNY149P	24963	gb|CP001265.1|	lp25	156a	24963	24910	98.93005814153507	99.79169170372151	24911	24909	[(1, 24910)]	[(17, 24928)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9872.397862291313
contig_12 [gcode=11] [topology=linear]	UNY149P	26726	gb|CP002306.1|	lp28-1	JD1	26726	24354	93.27311050888287	83.67507296265808	22363	19528	[(1, 16518), (18603, 21614)]	[(16040, 20348), (79, 15096), (21140, 24178)]	[(1, 15011), (18626, 21614), (18652, 20978), (19055, 21339), (18626, 20719), (18603, 20164), (19700, 21339), (19387, 21071), (18664, 20127), (14988, 16518)]	7804.6343272848435
contig_13 [gcode=11] [topology=linear]	UNY149P	28866	gb|CP001256.1|	lp28-3	156a	28866	28770	99.43891102257636	99.92725005196425	28845	28769	[(1, 28770)]	[(16, 28861)]	[(28770, 10039), (10288, 1), (5946, 5409), (8888, 8351)]	9936.656926648013
contig_14 [gcode=11] [topology=linear]	UNY149P	29444	gb|CP001272.1|	lp28-4	156a	29444	29501	98.40836343347135	99.82339356065751	29392	29500	[(1, 29501)]	[(20, 29412)]	[(8933, 29501), (1, 9459), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9823.456792679628
contig_15 [gcode=11] [topology=linear]	UNY149P	27740	gb|CP094592.1|	lp28-5	B379	27740	27673	99.78107292663184	99.27901946647441	27540	27672	[(1, 27673)]	[(78, 27618)]	[(1, 17601), (14460, 27673), (14593, 17734), (14327, 17468), (14327, 17335), (14726, 17734), (14327, 17202), (14859, 17734), (14327, 17069), (14992, 17734)]	9906.167081468784
contig_16 [gcode=11] [topology=linear]	UNY149P	26825	gb|CP094593.1|	lp28-6	B379	26825	26653	99.92499812495312	99.3923578751165	26662	26652	[(1, 26653)]	[(79, 26741)]	[(1, 26653)]	9931.781174305686
contig_17 [gcode=11] [topology=linear]	UNY149P	23697	gb|CP001260.1|	lp36	156a	23697	23638	99.09879463782809	99.72148373211799	23631	23637	[(1, 23638)]	[(303, 23680), (20, 274)]	[(252, 23638), (21025, 20284), (19905, 19165), (3471, 2735), (5482, 4742), (1, 255)]	9882.278837348675
contig_18 [gcode=11] [topology=linear]	UNY149P	30317	gb|CP001267.1|	lp38	156a	30317	30302	99.65547219628425	99.92413497377709	30294	30301	[(1, 30302)]	[(8, 30302)]	[(1, 30302), (16680, 17052), (2943, 3319)]	9957.986854616996
contig_19 [gcode=11] [topology=linear]	UNY149P	53842	gb|CP124079.1|	lp54	Sh-2-82	53842	53843	99.14751076688584	99.9981427138665	53841	53841	[(1, 53842)]	[(1, 53842)]	[(1, 53842), (47202, 48441), (48203, 49483)]	9914.566931391666
contig_2 [gcode=11] [topology=linear]	UNY149P	26514	gb|CP124077.1|	cp26	Sh-2-82	26514	26514	98.24705560120515	99.9924568152674	26512	26512	[(14350, 26514), (1, 14349)]	[(14350, 26514), (1, 14349)]	[(14349, 1), (26514, 14350), (19310, 17971), (20775, 19438)]	9823.96446443068
contig_3 [gcode=11] [topology=linear]	UNY149P	30286	gb|CP094581.1|	cp32-11	B379	30286	30287	99.99009476012812	99.99339628871425	30284	30285	[(1, 14593), (14594, 30287)]	[(15694, 30286), (1, 15693)]	[(14594, 30287), (1, 14593)]	9998.349170295582
contig_4 [gcode=11] [topology=linear]	UNY149P	30262	gb|CP094584.1|	cp32-3	B379	30262	30263	99.99669563493376	99.9933910514837	30260	30261	[(12030, 30263), (1, 12029)]	[(18234, 30262), (1, 18233)]	[(12030, 30263), (1, 12029)]	9999.008690480125
contig_5 [gcode=11] [topology=linear]	UNY149P	30301	gb|CP094583.1|	cp32-2	B379	30301	30302	99.99669988779618	99.99339955777037	30299	30300	[(1, 898), (899, 30302)]	[(899, 30301), (1, 898)]	[(30302, 899), (898, 1)]	9999.009966338856
contig_6 [gcode=11] [topology=linear]	UNY149P	30635	gb|CP094585.1|	cp32-5	B379	30635	30637	99.99020791852988	99.99347151950384	30633	30635	[(9546, 30637), (1, 9545)]	[(21092, 30635), (1, 21091)]	[(9546, 30637), (1, 9545)]	9998.368007730785
contig_7 [gcode=11] [topology=linear]	UNY149P	30641	gb|CP094586.1|	cp32-6	B379	30641	30642	99.9902095163501	99.99347279788519	30639	30640	[(1, 11259), (11260, 30642)]	[(1, 19382), (19383, 30641)]	[(11260, 30642), (1, 11259)]	9998.368295327995
contig_8 [gcode=11] [topology=linear]	UNY149P	21165	gb|CP094587.1|	cp32-7	B379	21165	21166	99.9952754417462	99.99055043704229	21163	21164	[(16711, 21166), (1, 16710)]	[(4457, 21165), (1, 4456)]	[(1, 16710), (16711, 21166)]	9998.58263252386
contig_9 [gcode=11] [topology=linear]	UNY149P	21172	gb|CP094588.1|	cp32-9	B379	21172	21173	99.99055400746232	99.99055356130738	21170	21171	[(1, 19646), (19647, 21173)]	[(1, 1527), (1528, 21172)]	[(1, 19646), (19647, 21173)]	9998.11084610796
