contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY1038P	915733	gb|CP094579.1|	chromosome	B379	915733	920773	99.69577099815442	99.95653754970061	915335	920772	[(1, 920773)]	[(337, 915672)]	[(1, 911243), (911731, 920773), (911671, 916609), (910055, 914989), (906441, 911369), (907430, 912300), (907183, 912111), (907307, 912237), (911422, 916357), (907557, 912426)]	9965.244077323376
contig_10 [gcode=11] [topology=linear]	UNY1038P	17987	gb|CP124078.1|	lp17	Sh-2-82	17987	17944	99.97258170651459	99.99444042919886	17986	17942	[(2, 17944)]	[(1, 17987)]	[(14371, 2), (17944, 14082)]	9996.70236600529
contig_11 [gcode=11] [topology=linear]	UNY1038P	24963	gb|CP001265.1|	lp25	156a	24963	24910	98.93005814153507	99.79169170372151	24911	24909	[(1, 24910)]	[(17, 24928)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9872.397862291313
contig_12 [gcode=11] [topology=linear]	UNY1038P	26726	gb|CP002306.1|	lp28-1	JD1	26726	24354	93.26407708521529	83.67507296265808	22363	19528	[(1, 16518), (18603, 21614)]	[(16040, 20348), (79, 15096), (21140, 24178)]	[(1, 15011), (18626, 21614), (18652, 20978), (19055, 21339), (18626, 20719), (18603, 20164), (19700, 21339), (19387, 21071), (18664, 20127), (14988, 16518)]	7803.878454900357
contig_13 [gcode=11] [topology=linear]	UNY1038P	28867	gb|CP001256.1|	lp28-3	156a	28867	28770	99.44223107569721	99.92378840890983	28845	28769	[(1, 28770)]	[(7, 28852)]	[(10039, 28770), (1, 10288), (5409, 5946), (8351, 8888)]	9936.644456917886
contig_14 [gcode=11] [topology=linear]	UNY1038P	29870	gb|CP001272.1|	lp28-4	156a	29870	29501	98.3717062067758	99.82256444593237	29817	29500	[(1, 29501)]	[(21, 29838)]	[(8826, 29501), (1, 9567), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9819.715982482203
contig_15 [gcode=11] [topology=linear]	UNY1038P	27873	gb|CP094592.1|	lp28-5	B379	27873	27673	99.77644899220299	99.28245972805225	27673	27672	[(1, 27673)]	[(78, 27751)]	[(1, 27673), (14327, 17601), (14460, 17734), (14327, 17468), (14593, 17734), (14327, 17335), (14726, 17734), (14327, 17202), (14859, 17734), (14327, 17069)]	9906.051278876452
contig_16 [gcode=11] [topology=linear]	UNY1038P	26814	gb|CP094593.1|	lp28-6	B379	26814	26653	99.99624807713954	99.39210859998508	26651	26652	[(1, 26653)]	[(79, 26730)]	[(1, 26653)]	9938.837948474102
contig_17 [gcode=11] [topology=linear]	UNY1038P	20343	gb|CP001260.1|	lp36	156a	20343	23638	99.06873614190688	99.7591309049796	20294	21024	[(1, 21025)]	[(303, 20343), (20, 274)]	[(252, 20301), (21025, 20284), (3471, 2735), (5482, 4742), (1, 255)]	9883.011017371373
contig_18 [gcode=11] [topology=linear]	UNY1038P	30317	gb|CP001267.1|	lp38	156a	30317	30302	99.65869208230028	99.92413497377709	30294	30301	[(1, 30302)]	[(8, 30302)]	[(1, 30302), (16680, 17052), (2943, 3319)]	9958.308598941863
