contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI86H	919077	gb|CP094579.1|	chromosome	B379	919077	920773	99.57236554350197	99.9673585564648	918777	920772	[(1, 920773)]	[(288, 919065)]	[(1, 914674), (908311, 920773), (906933, 915298), (907183, 915550), (907743, 916109), (906441, 914800), (907557, 915924), (907930, 916296), (906502, 914863), (908056, 916420)]	9953.986368602644
contig_10 [gcode=11] [topology=linear]	URI86H	24381	gb|CP001265.1|	lp25	156a	24381	24910	98.71440081269486	99.99589844551085	24380	24378	[(52, 24430)]	[(1, 24381)]	[(52, 24430), (20780, 22040), (18124, 19390), (11997, 11189), (17089, 16278)]	9871.03519877569
contig_11 [gcode=11] [topology=linear]	URI86H	24281	gb|CP094593.1|	lp28-6	B379	24281	26653	99.90527963100239	99.99588155347803	24280	24269	[(1647, 25916)]	[(1, 24281)]	[(1647, 25916)]	9990.116508548816
contig_12 [gcode=11] [topology=linear]	URI86H	21563	gb|CP094589.1|	lp17	B379	21563	17965	100.0	99.99536242637852	21562	17960	[(5, 17965)]	[(1, 21563)]	[(5, 17965), (17965, 14312)]	9999.536242637852
contig_13 [gcode=11] [topology=linear]	URI86H	21172	gb|CP094588.1|	cp32-9	B379	21172	21173	99.99527700373116	99.99055356130738	21170	21171	[(13330, 21173), (1, 13329)]	[(1, 13329), (13330, 21172)]	[(13329, 1), (21173, 13330)]	9998.58310111935
contig_14 [gcode=11] [topology=linear]	URI86H	21094	gb|CP094587.1|	cp32-7	B379	21094	21166	99.80565036025787	99.98577794633545	21091	21093	[(14217, 21166), (6610, 14146), (1, 6609)]	[(13559, 21094), (6610, 13558), (1, 6609)]	[(14146, 6610), (21166, 14217), (6609, 1)]	9979.145594710339
contig_15 [gcode=11] [topology=linear]	URI86H	15286	gb|CP002306.1|	lp28-1	JD1	15286	24354	99.46335078534031	99.81682585372236	15258	15267	[(1, 15011), (15131, 15388)]	[(28, 15286)]	[(1, 15011), (15131, 15388)]	9928.115964168013
contig_16 [gcode=11] [topology=linear]	URI86H	8673	gb|CP094585.1|	cp32-5	B379	8673	30637	99.96540989277067	99.9884699642569	8672	8672	[(20224, 28896)]	[(1, 8673)]	[(28896, 20224)]	9995.388384527929
contig_17 [gcode=11] [topology=linear]	URI86H	5935	gb|CP094582.1|	cp32-12	B379	5935	30796	99.98315363881402	99.98315080033699	5934	5935	[(16465, 22400)]	[(1, 5935)]	[(22400, 16465)]	9996.630727762804
contig_18 [gcode=11] [topology=linear]	URI86H	1465	gb|CP094588.1|	cp32-9	B379	1465	21173	95.12855209742895	99.93174061433447	1464	1467	[(9044, 10511)]	[(1, 1465)]	[(10511, 9044)]	9506.361793217473
contig_19 [gcode=11] [topology=linear]	URI86H	1338	gb|CP002311.1|	cp32-8	JD1	1338	31085	99.9252615844544	99.9252615844544	1337	1337	[(2714, 4051)]	[(1, 1338)]	[(2714, 4051)]	9985.057902721639
