contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UCT109H	910570	gb|CP124084.1|	chromosome	Am388	910570	910563	99.97839682748184	99.99989017867928	910569	910560	[(1, 910561)]	[(1, 910570)]	[(1, 910561), (434993, 438186), (438240, 441431), (213192, 213999), (213354, 214160), (213192, 213838), (213516, 214161), (213192, 213676), (213678, 214161), (213192, 213514)]	9997.828702988601
contig_10 [gcode=11] [topology=linear]	UCT109H	30866	gb|AE001579.1|	cp32-7	B31	30866	30800	94.35327516964409	92.42856217196915	28529	28502	[(22890, 26192), (1, 1444), (26853, 28208), (28428, 30800), (1445, 21475)]	[(10843, 30866), (5946, 9252), (1, 1445), (4050, 5408), (1446, 3844)]	[(17008, 1445), (21475, 16825), (26192, 22890), (30800, 28428), (1444, 1), (28208, 26853)]	8720.937560146362
contig_11 [gcode=11] [topology=linear]	UCT109H	30652	gb|CP094605.1|	cp32-9	B31-5A4	30652	30652	99.98368838286628	99.99347514028449	30650	30650	[(1, 11322), (11323, 30652)]	[(1, 11323), (11324, 30652)]	[(30652, 11323), (11322, 1)]	9997.71645874609
contig_12 [gcode=11] [topology=linear]	UCT109H	30299	gb|AE001577.1|	cp32-4	B31	30299	30299	99.99669956104161	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9999.00989009828
contig_13 [gcode=11] [topology=linear]	UCT109H	30222	gb|CP019847.1|	cp32-3	PAli	30222	30418	99.963605082054	99.99669115214083	30221	30222	[(1, 6837), (6838, 30224)]	[(1, 23386), (23386, 30222)]	[(6838, 30224), (1, 6837)]	9996.029743844729
contig_14 [gcode=11] [topology=linear]	UCT109H	29838	gb|AE001578.1|	cp32-6	B31	29838	29838	99.99664856893894	99.99329713787787	29836	29836	[(1, 6041), (6042, 29838)]	[(23798, 29838), (1, 23797)]	[(6042, 29838), (1, 6041)]	9998.994593145862
contig_15 [gcode=11] [topology=linear]	UCT109H	28108	gb|AE000784.1|	lp28-3	B31	28108	28601	99.56467027174098	99.87903799629999	28074	26967	[(1634, 28601)]	[(26948, 28108), (1, 26915)]	[(10068, 28601), (1634, 10263), (28601, 27441), (5385, 5922), (8326, 8863)]	9944.423485160296
contig_16 [gcode=11] [topology=linear]	UCT109H	26498	gb|CP124081.1|	cp26	Am388	26498	26498	98.25505656496401	99.99245226054796	26496	26496	[(1346, 26498), (1, 1345)]	[(1, 25153), (25154, 26498)]	[(1346, 26498), (1, 1345), (17966, 19294), (19431, 20759)]	9824.764052929604
contig_17 [gcode=11] [topology=linear]	UCT109H	22043	gb|CP124082.1|	lp17	Am388	22043	16904	99.95409685563462	98.81595064192715	21782	16825	[(79, 16904)]	[(20722, 22043), (1, 3632), (3633, 20463)]	[(16904, 79), (13278, 16904), (79, 1400)]	9877.059101344796
contig_18 [gcode=11] [topology=linear]	UCT109H	876	gb|CP094613.1|	lp36	B31-5A4	876	36662	99.02597402597402	99.88584474885845	875	461	[(36201, 36662)]	[(1, 876)]	[(36201, 36662), (36662, 36201)]	9891.29306766293
contig_19 [gcode=11] [topology=linear]	UCT109H	875	gb|AE000788.1|	lp36	B31	875	36849	100.0	99.88571428571429	874	874	[(34651, 35525)]	[(1, 875)]	[(34651, 35525)]	9988.57142857143
contig_2 [gcode=11] [topology=linear]	UCT109H	56477	gb|CP094610.1|	lp28-2	B31-5A4	56477	29936	99.97008973080757	53.27478442551835	30088	29862	[(69, 29931)]	[(56180, 56406), (1, 29863)]	[(69, 29931), (4009, 4235)]	5325.884979408499
contig_20 [gcode=11] [topology=linear]	UCT109H	807	gb|CP019926.1|	lp56	PAbe	807	52971	100.0	99.87608426270135	806	806	[(1102, 1908)]	[(1, 807)]	[(1908, 1102)]	9987.608426270135
contig_21 [gcode=11] [topology=linear]	UCT109H	434	gb|CP019763.1|	lp36	B31_NRZ	434	36780	100.0	99.76958525345621	433	433	[(35611, 36044)]	[(1, 434)]	[(36044, 35611)]	9976.95852534562
contig_22 [gcode=11] [topology=linear]	UCT109H	304	gb|CP019926.1|	lp56	PAbe	304	52971	100.0	99.67105263157895	303	303	[(1909, 2212)]	[(1, 304)]	[(2212, 1909)]	9967.105263157895
contig_3 [gcode=11] [topology=linear]	UCT109H	53602	gb|CP124083.1|	lp54	Am388	53602	53667	99.98880638782136	99.99813439797023	53601	53601	[(5, 53606)]	[(1, 53602)]	[(53606, 5)]	9998.694099461985
contig_4 [gcode=11] [topology=linear]	UCT109H	48783	gb|CP019766.1|	lp56	B31_NRZ	48783	52951	99.82993545743264	99.99795010556957	48782	48802	[(39345, 51342), (13837, 39219), (2341, 13764)]	[(1, 48783)]	[(13837, 39219), (39345, 51342), (2341, 13764)]	9982.78890491458
contig_5 [gcode=11] [topology=linear]	UCT109H	44101	gb|CP019853.1|	lp38	PAli	44101	38841	99.84532725496581	99.89569397519331	44055	38796	[(45, 38841)]	[(38872, 44101), (1, 38827)]	[(45, 38841), (38841, 33612), (22090, 24626), (31221, 33759)]	9974.118256315092
contig_6 [gcode=11] [topology=linear]	UCT109H	34480	gb|CP019924.1|	lp36	PAbe	34480	36846	97.62635115395851	99.99709976798144	34479	34479	[(23, 34502)]	[(1, 34480)]	[(34502, 23), (31180, 28676), (33533, 31037), (5316, 6052), (7323, 8062)]	9762.35197632638
contig_7 [gcode=11] [topology=linear]	UCT109H	32634	gb|CP094609.1|	lp28-1	B31-5A4	32634	28447	95.9019816263002	97.93466936324079	31960	27825	[(1, 27826)]	[(4539, 28397), (1, 4487), (29018, 32634)]	[(23849, 1), (1, 3617), (26492, 22773), (27826, 24697), (22784, 19473), (22211, 18910), (27057, 24127), (27057, 24134), (22784, 20082), (21617, 18940)]	9392.128861851303
contig_8 [gcode=11] [topology=linear]	UCT109H	31823	gb|CP094617.1|	lp25	B31-5A4	31823	24404	99.21418020679468	99.99371523740692	31821	24345	[(1, 24346)]	[(24356, 31823), (1, 24355)]	[(24346, 1), (1, 7462), (11329, 12336), (16602, 17606)]	9920.794483111002
contig_9 [gcode=11] [topology=linear]	UCT109H	31229	gb|CP019757.1|	cp32-2	B31_NRZ	31229	31245	99.83357337173948	99.99359569630792	31227	31243	[(1, 12505), (12506, 31245)]	[(1, 12505), (12506, 31229)]	[(31245, 12506), (12505, 1)]	9982.71797265141
