contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI89H	910720	gb|AE000783.1|	chromosome	B31	910720	910724	99.97918608936973	99.9998901967674	910719	910710	[(1, 910711)]	[(1, 910720)]	[(1, 910711), (438400, 441591), (435153, 438346), (213355, 214323), (213193, 214163), (213517, 214324), (213193, 214001), (213679, 214324), (213193, 213839), (213841, 214324)]	9997.907630899148
contig_10 [gcode=11] [topology=linear]	URI89H	30701	gb|CP094585.1|	cp32-5	B379	30701	30637	95.45405618743497	90.4498224813524	27769	27810	[(17865, 26219), (28241, 30637), (17266, 17864), (1, 16463)]	[(22351, 30701), (1, 588), (1318, 17778), (17779, 20151)]	[(16463, 1), (26219, 17865), (30637, 28241), (17864, 17266)]	8633.802437278531
contig_11 [gcode=11] [topology=linear]	URI89H	30651	gb|CP094605.1|	cp32-9	B31-5A4	30651	30652	99.89560224455174	99.99347492740857	30649	30650	[(5449, 30652), (1, 5448)]	[(25204, 30651), (1, 25203)]	[(5449, 30652), (1, 5448)]	9988.908398398964
contig_12 [gcode=11] [topology=linear]	URI89H	30299	gb|AE001577.1|	cp32-4	B31	30299	30299	100.0	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9999.339912208323
contig_13 [gcode=11] [topology=linear]	URI89H	30223	gb|CP019847.1|	cp32-3	PAli	30223	30418	99.97683959767073	99.99669126162193	30222	30222	[(1, 17837), (17838, 30224)]	[(1, 17837), (17837, 30223)]	[(17837, 1), (30224, 17838)]	9997.35316256098
contig_14 [gcode=11] [topology=linear]	URI89H	29902	gb|CP094610.1|	lp28-2	B31-5A4	29902	29936	100.0	99.97993445254498	29896	29896	[(1, 29897)]	[(6, 29902)]	[(1, 29897)]	9997.993445254499
contig_15 [gcode=11] [topology=linear]	URI89H	29732	gb|AE001578.1|	cp32-6	B31	29732	29838	97.72455523750861	92.62074532490246	27538	27554	[(23002, 29838), (1, 16494), (17228, 21453)]	[(17169, 24016), (672, 17168), (25467, 29662)]	[(16494, 1), (29838, 23002), (21453, 17228)]	9051.321142642648
contig_16 [gcode=11] [topology=linear]	URI89H	28159	gb|AE000784.1|	lp28-3	B31	28159	28601	99.58256185827302	99.87925707589048	28125	26967	[(1634, 28601)]	[(26999, 28159), (1, 26966)]	[(1634, 28601), (28601, 27441), (5385, 5922), (8326, 8863), (10014, 10263), (10068, 10317)]	9946.232296118218
contig_17 [gcode=11] [topology=linear]	URI89H	27034	gb|AE000789.1|	lp28-4	B31	27034	27323	96.99931740614335	99.3970555596656	26871	26271	[(1052, 27323)]	[(26546, 26987), (1, 26431)]	[(7335, 27323), (1052, 7914), (21953, 24198), (23017, 25289), (21953, 23139), (24081, 25293), (27323, 26882), (8705, 7919), (17714, 16923), (6812, 6094)]	9641.446541468069
contig_18 [gcode=11] [topology=linear]	URI89H	26498	gb|AE000792.1|	cp26	B31	26498	26498	98.26534110387384	99.99245226054796	26496	26496	[(21509, 26498), (1, 21508)]	[(21509, 26498), (1, 21508)]	[(21508, 1), (26498, 21509), (19294, 17966), (20759, 19431)]	9825.792429195566
