contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	ESI425H	434789	gb|CP124092.1|	chromosome	Am293	434789	910655	99.40318755206745	99.99333009804757	434760	435081	[(25, 435106)]	[(1, 597), (625, 434789)]	[(213442, 435106), (623, 213926), (213280, 214087), (213604, 214249), (213114, 213764), (25, 624), (213118, 213602), (213766, 214248), (213928, 214249), (213114, 213440)]	9939.655745692013
contig_10 [gcode=11] [topology=linear]	ESI425H	27761	gb|CP094592.1|	lp28-5	B379	27761	27673	98.26881820725679	98.67079716148554	27392	27672	[(1, 27673)]	[(165, 27557)]	[(1, 17468), (14593, 27673), (14460, 17601), (14327, 17335), (14726, 17734), (14859, 17734), (14327, 17202), (14327, 17069), (14992, 17734), (14327, 16936)]	9696.262628627132
contig_11 [gcode=11] [topology=linear]	ESI425H	26516	gb|CP031398.1|	cp26	MM1	26516	26507	97.24484906564447	99.99245738422084	26514	26505	[(1, 9114), (9115, 26507)]	[(9115, 26516), (1, 9114)]	[(26507, 9115), (9114, 1), (20728, 19389), (19257, 17938)]	9723.751426031444
contig_12 [gcode=11] [topology=linear]	ESI425H	26135	gb|CP031409.1|	lp28-8	MM1	26135	28515	92.0381861575179	82.25368280084179	21497	25754	[(1, 19800), (24122, 26592), (19822, 23307)]	[(268, 18132), (18564, 22197)]	[(1, 17873), (19840, 23307), (19822, 22823), (20464, 23307), (19823, 22345), (24122, 26592), (24129, 26584), (24122, 26421), (17634, 19800), (21062, 23307)]	7570.479769765305
contig_13 [gcode=11] [topology=linear]	ESI425H	24817	gb|CP001265.1|	lp25	156a	24817	24910	97.74513860157221	99.99597050408994	24816	24818	[(49, 24867)]	[(1, 24817)]	[(24867, 49), (19390, 18130), (22040, 20780), (11189, 11997), (16278, 17091)]	9774.119996520998
contig_14 [gcode=11] [topology=linear]	ESI425H	17472	gb|CP031412.1|	chromosome	MM1	17472	908512	99.46815167062945	91.44345238095238	15977	15963	[(892549, 908512)]	[(1, 12156), (12844, 16666)]	[(892549, 904705), (904690, 908512)]	9095.711190714554
contig_15 [gcode=11] [topology=linear]	ESI425H	14457	gb|CP001497.1|	lp17	94a	14457	18110	99.46720177138111	99.9308293560213	14447	14438	[(1, 14439)]	[(10, 14457)]	[(1, 14439)]	9939.839966736827
contig_16 [gcode=11] [topology=linear]	ESI425H	3636	gb|CP001497.1|	lp17	94a	3636	18110	99.61400606561897	99.58745874587459	3621	3625	[(14482, 18107)]	[(1, 3622)]	[(14482, 18107)]	9920.30571957113
contig_17 [gcode=11] [topology=linear]	ESI425H	3119	gb|AE000783.1|	chromosome	B31	3119	910724	99.87175376723309	99.96793844180827	3118	6236	[(435179, 438297), (438424, 441542)]	[(1, 3119)]	[(435179, 438297), (438424, 441542)]	9983.973332678192
contig_18 [gcode=11] [topology=linear]	ESI425H	828	gb|CP031409.1|	lp28-8	MM1	828	28515	87.94922224208833	99.8792270531401	827	5506	[(27662, 28485), (21315, 21850), (24237, 24774), (18271, 18773), (25435, 25962), (20750, 21251), (17633, 18167), (18846, 19378), (26005, 26524), (21958, 22454)]	[(1, 828)]	[(28485, 27662), (25435, 25962), (26005, 26524), (21958, 22454), (18846, 19378), (21315, 21850), (17633, 18167), (18271, 18773), (24237, 24774), (20750, 21251)]	8784.30033746462
contig_19 [gcode=11] [topology=linear]	ESI425H	422	gb|CP031409.1|	lp28-8	MM1	422	28515	99.28909952606635	99.76303317535546	421	421	[(26884, 27305)]	[(1, 422)]	[(27305, 26884)]	9905.381729970128
