contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
NZ_CP161107.1 Borreliella burgdorferi strain Bb16-23-2 chromosome, complete genome	GCF_040790765.1_ASM4079076v1_genomic	910079	gb|CP031412.1|	chromosome	MM1	910079	908512	99.89326630166646	99.79166643774882	908183	908511	[(1, 908512)]	[(905371, 909194), (318, 904678)]	[(556615, 904705), (213217, 556722), (1, 213704), (904690, 908512), (438118, 441309), (434869, 438062), (213055, 213866), (213379, 214027), (212893, 213542), (213541, 214027)]	9968.515510153113
NZ_CP161108.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp54, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	53667	gb|CP001500.1|	lp54	94a	53667	53756	98.81884868830039	99.99813665753628	53666	53705	[(45649, 53735), (18, 45637)]	[(1, 53667)]	[(18, 45637), (45649, 53735), (47112, 48358), (48113, 49391)]	9881.700735473063
NZ_CP161109.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-6, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30826	gb|CP001499.1|	cp32-6	94a	30826	30816	99.44862480539699	99.9967559852073	30825	30815	[(1, 30816)]	[(1, 30826)]	[(1, 30816)]	9944.539867729716
NZ_CP161110.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-13, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30784	gb|CP001492.1|	cp32-7	94a	30784	30433	97.21205294283301	92.10628898128898	28354	28296	[(23122, 30433), (1, 20986)]	[(1, 18986), (23494, 30784), (19064, 21143)]	[(1, 18982), (23122, 30433), (18903, 20986)]	8953.841440816941
NZ_CP161111.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-1, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30380	gb|CP001496.1|	cp32-5	94a	30380	29459	96.51419438313418	86.12574061882817	26165	26151	[(27446, 29459), (17870, 21566), (16903, 17278), (23139, 26374), (1, 16833)]	[(1, 16501), (28364, 30380), (23358, 26564), (16984, 17720), (18099, 21806)]	[(1, 16497), (23139, 26374), (17870, 21566), (27446, 29459), (16434, 16833), (16903, 17278)]	8312.356471476978
NZ_CP161112.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp38, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30320	gb|CP001267.1|	lp38	156a	30320	30302	99.6684158001481	99.92744063324538	30298	30301	[(1, 30302)]	[(7, 30305)]	[(1, 30302), (2943, 3319), (16680, 17052)]	9959.609702878915
NZ_CP161113.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-9, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30180	gb|CP031406.1|	cp32-9	MM1	30180	30606	97.54851539463759	96.54075546719682	29136	29119	[(27582, 30541), (1, 26161)]	[(27229, 30180), (66, 26251)]	[(1, 26161), (27582, 30541)]	9417.407370901792
NZ_CP161114.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-10, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30140	gb|CP001498.1|	cp32-10	94a	30140	30162	97.2706194104008	99.99668214996682	30139	30161	[(1, 30162)]	[(1, 30140)]	[(1, 30162)]	9726.739211712242
NZ_CP161115.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-4, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30037	gb|CP001496.1|	cp32-5	94a	30037	29459	96.22262039711852	90.5749575523521	27206	27169	[(16849, 20902), (27405, 29459), (22061, 26374), (1, 16750)]	[(27981, 30037), (16888, 18985), (1, 16755), (22261, 26521), (19071, 21110)]	[(1, 16750), (22523, 26374), (27405, 29459), (18874, 20902), (16849, 18940), (22061, 22547)]	8715.359758045099
NZ_CP161116.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-6, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	29370	gb|CP017215.2|	lp28-6	B331	29370	29288	99.00085251491902	99.37691521961185	29187	29118	[(1, 29119)]	[(1, 29188)]	[(1, 27877), (27693, 29119)]	9838.399327044403
NZ_CP161117.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-3, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	28709	gb|AE000784.1|	lp28-3	B31	28709	28601	98.98798021812465	99.83628827197046	28662	28599	[(2, 28601)]	[(21, 17072), (17082, 28693)]	[(16985, 28601), (2, 10317), (10014, 17011), (5385, 5922), (8326, 8863), (10014, 10263), (10068, 10317)]	9882.592528516801
NZ_CP161118.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-4, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	27762	gb|CP001490.1|	lp28-4	94a	27762	28038	98.15985303733225	99.85231611555363	27721	28036	[(1, 28037)]	[(13, 27734)]	[(28037, 7777), (7817, 1), (24382, 23174), (23291, 22110), (8146, 8932), (17149, 17941)]	9801.488675339988
NZ_CP161119.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp26, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	26528	gb|CP001493.1|	cp26	94a	26528	26507	97.51659027160156	99.99623039806997	26527	26506	[(1, 26507)]	[(1, 26528)]	[(1, 26507), (19434, 20773), (17983, 19308)]	9751.291428433258
NZ_CP161120.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-8, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	26220	gb|CP031409.1|	lp28-8	MM1	26220	28515	93.1869881710646	98.61937452326468	25858	27662	[(1, 23310), (24133, 28486)]	[(361, 26219)]	[(1, 22345), (25060, 28486), (20429, 22838), (20099, 22292), (21041, 23310), (24133, 26421), (17633, 19823), (19824, 21736), (20709, 22832), (24238, 26365)]	9190.042487137256
NZ_CP161121.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp36, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	25583	gb|CP094613.1|	lp36	B31-5A4	25583	36662	98.76223746064605	84.68123363170855	21664	21655	[(36140, 36637), (18971, 22950), (3513, 18698), (34138, 36132)]	[(23090, 25582), (1173, 20345)]	[(3513, 18698), (18971, 22950), (34138, 35244), (36132, 35224), (7815, 7076), (5805, 5069), (36140, 36637)]	8363.308104395246
NZ_CP161122.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp25, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	24969	gb|CP001265.1|	lp25	156a	24969	24910	98.72734151962301	99.78773679362409	24916	24909	[(1, 24910)]	[(17, 24933)]	[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]	9851.777969894376
NZ_CP161123.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp17, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	18208	gb|CP001497.1|	lp17	94a	18208	18110	99.79203152364273	99.91212653778558	18192	18099	[(1, 18100)]	[(16, 18208)]	[(1, 14530), (14369, 18100)]	9970.434081052881
NZ_CP161124.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp9, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	9381	gb|AE000791.1|	cp9	B31	9381	9386	98.05505367201616	99.98934015563373	9380	9385	[(1, 9386)]	[(1, 9381)]	[(1, 9386)]	9804.460115590146
NZ_CP161125.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp5, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	4753	gb|CP001462.1|	lp5	WI91-23	4753	5252	97.982158028887	98.63244266778877	4688	4703	[(1206, 1704), (1748, 5252), (4, 705)]	[(6, 4002), (4061, 4753)]	[(5252, 1748), (705, 4), (1704, 1206)]	9664.219584250415
