contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI56H	903272	gb|CP017201.2|	chromosome	B331	903272	903654	99.97135610268072	99.99833937064362	903257	903643	[(11, 903654)]	[(15, 903272)]	[(903654, 556963), (557086, 213410), (214060, 11), (441664, 438473), (438417, 435224), (214221, 213253), (214382, 213577), (213897, 213092), (213736, 213086), (214383, 213746)]	9996.96959489933
contig_10 [gcode=11] [topology=linear]	URI56H	10376	gb|CP074058.1|	lp38	B500	10376	38930	100.0	99.99036237471087	10375	10375	[(1, 10376)]	[(1, 10376)]	[(10376, 1)]	9999.036237471088
contig_100 [gcode=11] [topology=linear]	URI56H	453	gb|CP094578.1|	lp56	B408	453	27231	100.0	99.77924944812362	452	452	[(5916, 6368)]	[(1, 453)]	[(6368, 5916)]	9977.924944812363
contig_101 [gcode=11] [topology=linear]	URI56H	448	gb|CP017203.1|	cp32-8	B331	448	29892	100.0	99.77678571428571	447	447	[(7298, 7745)]	[(1, 448)]	[(7745, 7298)]	9977.67857142857
contig_102 [gcode=11] [topology=linear]	URI56H	447	gb|CP017208.1|	cp32-6	B331	447	30017	100.0	99.77628635346755	446	446	[(10373, 10819)]	[(1, 447)]	[(10373, 10819)]	9977.628635346755
contig_103 [gcode=11] [topology=linear]	URI56H	447	gb|CP001453.1|	cp32-5	WI91-23	447	18338	100.0	99.77628635346755	446	446	[(13228, 13674)]	[(1, 447)]	[(13228, 13674)]	9977.628635346755
contig_104 [gcode=11] [topology=linear]	URI56H	443	gb|CP001443.1|	lp56	WI91-23	443	27581	100.0	99.77426636568849	442	442	[(11734, 12176)]	[(1, 443)]	[(12176, 11734)]	9977.426636568849
contig_105 [gcode=11] [topology=linear]	URI56H	443	gb|CP074070.1|	cp32-8	B500	443	29890	100.0	99.77426636568849	442	442	[(23304, 23746)]	[(1, 443)]	[(23746, 23304)]	9977.426636568849
contig_106 [gcode=11] [topology=linear]	URI56H	434	gb|CP019921.1|	cp32-9-4	PAbe	434	62238	99.41471571906354	99.76958525345621	433	1193	[(1, 328), (60852, 61285), (30546, 30979)]	[(1, 434)]	[(61285, 60852), (30979, 30546), (328, 1)]	9918.564955381224
contig_107 [gcode=11] [topology=linear]	URI56H	430	gb|CP017206.1|	cp32-4	B331	430	30617	100.0	99.76744186046511	429	429	[(1074, 1503)]	[(1, 430)]	[(1503, 1074)]	9976.744186046511
contig_108 [gcode=11] [topology=linear]	URI56H	429	gb|CP017204.1|	cp32-3	B331	429	30192	100.0	99.76689976689977	428	428	[(25718, 26146)]	[(1, 429)]	[(26146, 25718)]	9976.689976689977
contig_109 [gcode=11] [topology=linear]	URI56H	424	gb|CP074064.1|	lp56	B500	424	27715	100.0	99.76415094339622	423	423	[(27292, 27715)]	[(1, 424)]	[(27292, 27715)]	9976.415094339622
contig_11 [gcode=11] [topology=linear]	URI56H	9788	gb|CP074072.1|	lp21-cp9	B500	9788	24387	96.76488007106899	99.98978340825501	9787	13097	[(6335, 7100), (4211, 4798), (8341, 8671), (1581, 2606), (8725, 18522), (7717, 8310)]	[(1, 9788)]	[(18522, 8725), (2606, 1581), (6911, 6581), (8671, 8341), (4798, 4457), (8041, 7717), (6659, 6335), (7100, 6770), (4533, 4211), (8310, 7963)]	9675.499399831959
contig_110 [gcode=11] [topology=linear]	URI56H	413	gb|CP001450.1|	cp32-6	WI91-23	413	30017	100.0	99.75786924939467	412	412	[(12473, 12885)]	[(1, 413)]	[(12885, 12473)]	9975.786924939468
contig_111 [gcode=11] [topology=linear]	URI56H	411	gb|CP074065.1|	cp32-3	B500	411	30189	100.0	99.7566909975669	410	410	[(28221, 28631)]	[(1, 411)]	[(28631, 28221)]	9975.669099756691
