assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
URI120H	contig_1 [gcode=11] [topology=linear]	910720	gb|CP124092.1|	chromosome	Am293	910720	910655	99.98644817511126	99.99319219957835	910658	910654	[(1, 910655)]	[(13, 910671)]	[(910655, 1), (438274, 435081), (441519, 438328), (214087, 213118), (214248, 213280), (213926, 213118), (214249, 213442), (213764, 213118), (214249, 213604), (213602, 213118)]
URI120H	contig_1 [gcode=11] [topology=linear]	910720	gb|CP019916.1|	chromosome	PAbe	910720	910728	99.97886029909967	99.9985725579761	910707	910700	[(28, 910728)]	[(13, 910720)]	[(910728, 28), (438345, 435152), (441590, 438399), (214320, 213353), (214160, 213191), (214321, 213514), (213998, 213191), (214321, 213676), (213836, 213191), (214321, 213838)]
URI120H	contig_1 [gcode=11] [topology=linear]	910720	gb|AE000783.1|	chromosome	B31	910720	910724	99.97907741140965	99.9985725579761	910707	910696	[(28, 910724)]	[(13, 910720)]	[(910724, 28), (438346, 435153), (441591, 438400), (214323, 213355), (214163, 213193), (214324, 213517), (214001, 213193), (214324, 213679), (213839, 213193), (214324, 213841)]
URI120H	contig_1 [gcode=11] [topology=linear]	910720	gb|CP094597.1|	chromosome	B31-5A4	910720	909655	99.98654210151597	99.88393798313422	909663	909654	[(1, 909655)]	[(255, 909918)]	[(909655, 1), (437523, 434330), (440768, 437577), (213497, 212529), (213337, 212367), (213498, 212691), (213175, 212367), (213498, 212853), (213013, 212367), (213498, 213015)]
URI120H	contig_1 [gcode=11] [topology=linear]	910720	gb|CP005925.1|	chromosome	CA382	910720	910736	99.87999518679882	99.9985725579761	910707	910708	[(28, 910736)]	[(13, 910720)]	[(910736, 28), (441600, 438409), (438355, 435162), (214324, 213356), (214164, 213194), (214325, 213518), (214002, 213194), (214325, 213680), (213840, 213194), (214325, 213842)]
URI120H	contig_2 [gcode=11] [topology=linear]	53643	gb|CP124091.1|	lp54	Am293	53643	53672	99.9571239490707	99.99813582387263	53642	53631	[(20, 53651)]	[(1, 53643)]	[(53651, 20)]
URI120H	contig_2 [gcode=11] [topology=linear]	53643	gb|CP019765.1|	lp54	B31_NRZ	53643	53650	99.95525977294335	99.99813582387263	53642	53630	[(18, 53648)]	[(1, 53643)]	[(53648, 18)]
URI120H	contig_2 [gcode=11] [topology=linear]	53643	gb|CP019925.1|	lp54	PAbe	53643	53650	99.95525977294335	99.99813582387263	53642	53630	[(18, 53648)]	[(1, 53643)]	[(53648, 18)]
URI120H	contig_2 [gcode=11] [topology=linear]	53643	gb|CP019854.1|	lp54	PAli	53643	53650	99.95339559681598	99.99813582387263	53642	53630	[(18, 53648)]	[(1, 53643)]	[(53648, 18)]
URI120H	contig_2 [gcode=11] [topology=linear]	53643	gb|AE000790.2|	lp54	B31	53643	53657	99.9496728736789	99.99813582387263	53642	53637	[(18, 53655)]	[(1, 53643)]	[(53655, 18)]
