assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	910259	gb|CP124096.1|	chromosome	NE_5267	910259	910422	99.89816235271077	99.96132968748455	909907	910304	[(1, 910305)]	[(909, 909422), (73, 771), (909450, 910146)]	[(844840, 213669), (213832, 698), (909610, 844464), (441569, 438378), (438324, 435131), (910305, 909607), (699, 1), (213994, 213345), (214156, 213507), (213670, 213183)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	910259	gb|CP124100.1|	chromosome	NE_5261	910259	910422	99.89816235271077	99.96132968748455	909907	910304	[(1, 910305)]	[(909, 909422), (73, 771), (909450, 910146)]	[(844840, 213670), (213833, 698), (909610, 844464), (441570, 438379), (438325, 435132), (910305, 909607), (699, 1), (213995, 213346), (214157, 213508), (213671, 213184)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	910259	gb|CP019767.1|	chromosome	B31_NRZ	910259	909921	99.65041590705637	99.98440004438297	910117	909908	[(1, 909909)]	[(909450, 910146), (1, 909422)]	[(909909, 556142), (556205, 213188), (213512, 699), (440783, 437592), (437538, 434345), (700, 1), (213512, 213188), (844188, 843812), (844221, 843845), (844157, 843808)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	910259	gb|CP019844.1|	chromosome	PAli	910259	909921	99.64900052818723	99.98440004438297	910117	909908	[(1, 909909)]	[(909450, 910146), (1, 909422)]	[(909909, 556142), (556205, 213188), (213512, 699), (440783, 437592), (437538, 434345), (700, 1), (213512, 213188), (844188, 843812), (844221, 843845), (844157, 843808)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161904.1 Borreliella burgdorferi strain PFhe_I chromosome, complete genome	910259	gb|CP019916.1|	chromosome	PAbe	910259	910728	99.65434643859403	99.98440004438297	910117	910715	[(1, 910716)]	[(909450, 910146), (1, 909422)]	[(910716, 556949), (557012, 213676), (213836, 699), (441590, 438399), (438345, 435152), (700, 1), (214160, 213514), (213998, 213353), (214320, 213838), (213674, 213187)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	26504	gb|CP001212.1|	cp26	ZS7	26504	26514	97.30312467914713	99.99245396921219	26502	26512	[(2, 26514)]	[(1, 26503)]	[(2, 26514), (19448, 20782), (17976, 19317)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	26504	gb|CP124101.1|	cp26	NE_5248	26504	26504	97.20930232558139	99.9962269846061	26503	26503	[(1, 26504)]	[(1, 26504)]	[(1, 26504), (19437, 20771), (17960, 19306)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	26504	gb|CP124085.1|	cp26	Am315	26504	26525	97.08186514316992	99.98868095381829	26501	26522	[(1, 26523)]	[(1, 26502)]	[(1, 26523), (19458, 20792), (17993, 19327)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	26504	gb|AE000792.1|	cp26	B31	26504	26498	97.09236617692387	99.98868095381829	26501	26495	[(1, 26496)]	[(1, 26502)]	[(1, 26496), (19431, 20759), (17966, 19300)]
GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	NZ_CP161905.1 Borreliella burgdorferi strain PFhe_I plasmid cp26, complete sequence	26504	gb|CP124081.1|	cp26	Am388	26504	26498	97.09236617692387	99.98868095381829	26501	26495	[(1, 26496)]	[(1, 26502)]	[(1, 26496), (19431, 20759), (17966, 19300)]
