contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UCT92H	906713	gb|CP124080.1|	chromosome	Sh-2-82	906713	907764	99.97590826390153	99.99988971151842	906712	906712	[(51, 906763)]	[(1, 906713)]	[(51, 906763), (438097, 441288), (434850, 438043), (213025, 213837), (213187, 213998), (213025, 213675), (213349, 213998), (213025, 213512), (213511, 213997), (213029, 213350)]	9997.579800199037
contig_10 [gcode=11] [topology=linear]	UCT92H	30301	gb|CP094583.1|	cp32-2	B379	30301	30302	99.99669988779618	99.99339955777037	30299	30300	[(1, 12178), (12179, 30302)]	[(12178, 30301), (1, 12177)]	[(30302, 12179), (12178, 1)]	9999.009966338856
contig_11 [gcode=11] [topology=linear]	UCT92H	30285	gb|CP094581.1|	cp32-11	B379	30285	30287	99.94387030739261	99.99339607066204	30283	30285	[(1, 17322), (17323, 30287)]	[(1, 17321), (17322, 30285)]	[(17322, 1), (30287, 17323)]	9993.72700848199
contig_12 [gcode=11] [topology=linear]	UCT92H	30263	gb|CP001267.1|	lp38	156a	30263	30302	99.66473243068987	99.98017380960248	30257	30264	[(1, 30265)]	[(1, 30258)]	[(30265, 1), (17052, 16680), (3319, 2943)]	9964.497271107897
contig_13 [gcode=11] [topology=linear]	UCT92H	30262	gb|CP094584.1|	cp32-3	B379	30262	30263	99.91078214321118	99.9933910514837	30260	30261	[(1, 17669), (17670, 30263)]	[(1, 17669), (17670, 30262)]	[(17669, 1), (30263, 17670)]	9990.41790910571
contig_14 [gcode=11] [topology=linear]	UCT92H	27932	gb|CP001272.1|	lp28-4	156a	27932	29501	98.32701728440706	99.99641987684377	27931	27688	[(1796, 29484)]	[(1, 27932)]	[(29484, 8826), (9567, 1796), (24779, 23598), (25870, 24662), (9572, 10358), (18574, 19366)]	9832.349705609244
contig_15 [gcode=11] [topology=linear]	UCT92H	26514	gb|CP124077.1|	cp26	Sh-2-82	26514	26514	98.24705560120515	99.9924568152674	26512	26512	[(26105, 26514), (1, 26104)]	[(26105, 26514), (1, 26104)]	[(26104, 1), (19310, 17971), (20775, 19438), (26514, 26105)]	9823.96446443068
contig_16 [gcode=11] [topology=linear]	UCT92H	26061	gb|CP094590.1|	lp28-3	B379	26061	28768	99.5657994717227	99.99616284870112	26060	26060	[(1064, 27124)]	[(1, 26061)]	[(1064, 27124), (5417, 5954), (8358, 8895), (10046, 10295), (10100, 10349)]	9956.197898135502
contig_17 [gcode=11] [topology=linear]	UCT92H	26016	gb|CP017214.1|	lp28-11	B331	26016	23104	99.6554786962022	82.53766912669127	21473	21475	[(1362, 22837)]	[(4543, 26016)]	[(22837, 1362), (12698, 10404), (13009, 10715), (12387, 10406), (13009, 11028), (12076, 10404), (13009, 11337), (11765, 10404), (13009, 11648), (11454, 10404)]	8225.330927289167
contig_18 [gcode=11] [topology=linear]	UCT92H	25601	gb|CP094593.1|	lp28-6	B379	25601	26653	99.91351181350002	99.33596343892816	25431	25006	[(1647, 26653)]	[(1, 416), (585, 25601)]	[(26653, 1647), (26237, 26653)]	9925.004956560755
contig_19 [gcode=11] [topology=linear]	UCT92H	25528	gb|CP001260.1|	lp36	156a	25528	23638	99.08614811430179	99.61610780319648	25430	22474	[(1, 22475)]	[(1, 22215), (22537, 22791), (22820, 25528), (22244, 22498)]	[(22475, 252), (252, 2979), (20284, 21025), (19165, 19905), (2735, 3471), (4742, 5482), (255, 1), (1, 255)]	9870.576412357781
contig_2 [gcode=11] [topology=linear]	UCT92H	53789	gb|CP124079.1|	lp54	Sh-2-82	53789	53843	99.14316125598722	99.99814088382382	53788	53788	[(2, 53790)]	[(1, 53789)]	[(53790, 2), (48441, 47202), (49483, 48203)]	9914.131806943875
contig_20 [gcode=11] [topology=linear]	UCT92H	21172	gb|CP094588.1|	cp32-9	B379	21172	21173	99.98583101119351	99.99055356130738	21170	21171	[(3341, 21173), (1, 3340)]	[(1, 17832), (17833, 21172)]	[(3341, 21173), (1, 3340)]	9997.638591096573
contig_21 [gcode=11] [topology=linear]	UCT92H	21164	gb|CP094587.1|	cp32-7	B379	21164	21166	99.92440706793914	99.99054999055	21162	21164	[(19883, 21166), (1, 19882)]	[(1, 1284), (1285, 21164)]	[(1, 19882), (19883, 21166)]	9991.496420202837
contig_22 [gcode=11] [topology=linear]	UCT92H	15297	gb|CP001273.1|	lp28-1	156a	15297	24159	99.81434822967776	98.52912335752109	15072	15080	[(1, 15081)]	[(210, 15282)]	[(15081, 1)]	9834.620229572487
contig_23 [gcode=11] [topology=linear]	UCT92H	1193	gb|CP001272.1|	lp28-4	156a	1193	29501	100.0	99.91617770326907	1192	1192	[(481, 1673)]	[(1, 1193)]	[(1673, 481)]	9991.617770326908
contig_24 [gcode=11] [topology=linear]	UCT92H	969	gb|CP002306.1|	lp28-1	JD1	969	24354	89.4748963611239	84.31372549019608	817	3970	[(19841, 20163), (16661, 17141), (17886, 18329), (14991, 15318), (20285, 20719), (16073, 16516), (20898, 21705), (19209, 19535), (22304, 22692)]	[(1, 818)]	[(20898, 21705), (20285, 20719), (16073, 16516), (22304, 22692), (16661, 17104), (17886, 18329), (19209, 19535), (19841, 20163), (16818, 17141), (14991, 15318)]	7543.961850055544
contig_25 [gcode=11] [topology=linear]	UCT92H	956	gb|CP017214.1|	lp28-11	B331	956	23104	97.90794979079497	99.581589958159	952	470	[(22633, 23103)]	[(480, 956), (1, 477)]	[(22633, 23103), (23103, 22633)]	9749.829309710964
contig_26 [gcode=11] [topology=linear]	UCT92H	928	gb|CP094590.1|	lp28-3	B379	928	28768	100.0	99.89224137931035	927	927	[(14, 941)]	[(1, 928)]	[(941, 14)]	9989.224137931034
contig_27 [gcode=11] [topology=linear]	UCT92H	752	gb|CP002306.1|	lp28-1	JD1	752	24354	88.42854830878782	99.86702127659575	751	5692	[(20304, 21954), (14988, 15566), (17917, 20164), (23694, 24152), (16680, 17439)]	[(1, 752)]	[(18624, 17917), (17439, 16680), (19825, 19084), (21036, 20304), (21954, 21328), (19193, 18603), (15566, 14988), (20164, 19719), (21339, 20917), (23694, 24152)]	8831.095715412188
contig_28 [gcode=11] [topology=linear]	UCT92H	636	gb|CP002306.1|	lp28-1	JD1	636	24354	90.03421727972626	89.15094339622641	567	2310	[(23600, 24013), (19848, 20163), (16825, 17141), (21332, 21705), (22156, 22723), (18047, 18373)]	[(1, 568)]	[(22156, 22723), (24013, 23600), (21332, 21705), (18047, 18373), (16825, 17141), (19848, 20163)]	8026.635408428426
contig_29 [gcode=11] [topology=linear]	UCT92H	545	gb|CP001273.1|	lp28-1	156a	545	24159	87.5	99.81651376146789	544	2091	[(21923, 22449), (17384, 17887), (20011, 20541), (22558, 23090)]	[(1, 545)]	[(20541, 20011), (22449, 21923), (23090, 22558), (17887, 17384)]	8733.94495412844
contig_3 [gcode=11] [topology=linear]	UCT92H	42605	gb|CP001265.1|	lp25	156a	42605	24910	98.75633031315671	58.35700035207135	24863	24857	[(1, 24858)]	[(1, 24864)]	[(24858, 1), (22040, 20780), (19390, 18124), (11189, 11997), (16278, 17089)]	5763.123202854161
contig_30 [gcode=11] [topology=linear]	UCT92H	498	gb|CP017214.1|	lp28-11	B331	498	23104	99.59839357429718	99.79919678714859	497	497	[(2, 499)]	[(1, 498)]	[(499, 2)]	9939.83968000516
contig_31 [gcode=11] [topology=linear]	UCT92H	413	gb|CP002306.1|	lp28-1	JD1	413	24354	87.92067307692307	99.51573849878935	411	1636	[(19053, 19468), (20904, 21308), (20288, 20697), (16085, 16493)]	[(2, 413)]	[(20904, 21308), (20288, 20697), (19053, 19468), (16085, 16493)]	8749.490710560625
contig_32 [gcode=11] [topology=linear]	UCT92H	386	gb|CP002306.1|	lp28-1	JD1	386	24354	88.20033955857386	99.48186528497409	384	1153	[(16104, 16490), (20922, 21308), (20309, 20690)]	[(2, 386)]	[(20309, 20690), (16104, 16490), (20922, 21308)]	8774.334298055015
contig_33 [gcode=11] [topology=linear]	UCT92H	365	gb|CP094593.1|	lp28-6	B379	365	26653	100.0	99.72602739726028	364	364	[(401, 765)]	[(1, 365)]	[(765, 401)]	9972.602739726028
contig_35 [gcode=11] [topology=linear]	UCT92H	318	gb|CP001273.1|	lp28-1	156a	318	24159	89.90610328638498	99.68553459119497	317	2507	[(19606, 19932), (18881, 19169), (20879, 21205), (21519, 21841), (18259, 18542), (22152, 22476), (17608, 17924), (15702, 16024)]	[(1, 318)]	[(19606, 19932), (15702, 16024), (17608, 17924), (21519, 21841), (20879, 21205), (18259, 18542), (22152, 22476), (18881, 19169)]	8962.337969114476
contig_36 [gcode=11] [topology=linear]	UCT92H	312	gb|CP002306.1|	lp28-1	JD1	312	24354	98.70550161812298	98.71794871794873	308	616	[(22703, 23011), (23312, 23620)]	[(4, 312)]	[(22703, 23011), (23620, 23312)]	9744.00464691727
contig_37 [gcode=11] [topology=linear]	UCT92H	304	gb|CP001273.1|	lp28-1	156a	304	24159	90.93992248062015	98.68421052631578	300	2034	[(20301, 20602), (16402, 16688), (18913, 19197), (20937, 21239), (22214, 22504), (22851, 23142), (18287, 18567)]	[(2, 302)]	[(20301, 20602), (22214, 22504), (18287, 18567), (18913, 19197), (20937, 21239), (16402, 16688), (22851, 23142)]	8974.334455324357
contig_38 [gcode=11] [topology=linear]	UCT92H	277	gb|CP002306.1|	lp28-1	JD1	277	24354	92.046783625731	99.63898916967509	276	851	[(17155, 17439), (16517, 16802), (19543, 19825)]	[(1, 277)]	[(17439, 17155), (19825, 19543), (16802, 16517)]	9171.448476787637
contig_39 [gcode=11] [topology=linear]	UCT92H	268	gb|CP001273.1|	lp28-1	156a	268	24159	94.78178368121442	98.50746268656717	264	1045	[(19044, 19303), (21717, 21985), (18417, 18679), (17180, 17436)]	[(1, 265)]	[(17180, 17436), (19044, 19303), (18417, 18679), (21717, 21985)]	9336.71301934351
contig_4 [gcode=11] [topology=linear]	UCT92H	31291	gb|CP094592.1|	lp28-5	B379	31291	27673	99.79678817415075	99.07321594068583	31001	27672	[(1, 27673)]	[(3484, 31157), (1, 3329)]	[(1, 27673), (3328, 1), (14327, 17601), (14460, 17734), (14327, 17468), (14593, 17734), (14327, 17335), (14726, 17734), (14327, 17202), (14859, 17734)]	9887.188744964518
