contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY169P	902773	gb|CP002228.1|	chromosome	N40	902773	902191	99.99340098061428	99.97119984758072	902513	902190	[(1, 902191)]	[(245, 902758)]	[(212838, 902191), (1, 213156), (437231, 440422), (433984, 437177), (212832, 213156)]	9996.460272872264
contig_10 [gcode=11] [topology=linear]	UNY169P	20637	gb|CP002241.1|	lp17	N40	20637	20672	99.99047755082607	99.95638901003053	20628	20671	[(1, 20672)]	[(1, 20629)]	[(1, 17067), (16737, 20672)]	9994.687071369095
contig_11 [gcode=11] [topology=linear]	UNY169P	24215	gb|CP074059.1|	lp25	B500	24215	24206	98.36552748885586	99.9917406566178	24213	24204	[(1, 24205)]	[(1, 24214)]	[(1, 24205), (17344, 16342), (12077, 11070)]	9835.740314217084
contig_12 [gcode=11] [topology=linear]	UNY169P	29777	gb|CP002232.1|	lp28-2	N40	29777	29521	100.0	99.1369177553145	29520	29520	[(1, 29521)]	[(4, 29524)]	[(1, 29521)]	9913.69177553145
contig_13 [gcode=11] [topology=linear]	UNY169P	30920	gb|CP094590.1|	lp28-3	B379	30920	28768	96.18502453246107	85.74385510996119	26512	22744	[(3946, 26194), (26210, 26706)]	[(7442, 26528), (29825, 30313), (423, 4197), (26594, 29758)]	[(3946, 23037), (23033, 26194), (3946, 7723), (26210, 26706), (8358, 8895), (5417, 5954), (10046, 10295), (10100, 10349)]	8247.274807259404
contig_14 [gcode=11] [topology=linear]	UNY169P	29321	gb|CP001272.1|	lp28-4	156a	29321	29501	98.16801111012617	99.81583165649194	29267	29500	[(1, 29501)]	[(22, 29289)]	[(9044, 29501), (1, 9352), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9798.721671020985
contig_15 [gcode=11] [topology=linear]	UNY169P	30683	gb|CP002230.1|	lp36	N40	30683	29194	97.71701761925226	93.69357624743343	28748	29193	[(1, 29194)]	[(8, 28756)]	[(1, 27136), (27453, 29194), (25233, 26532), (24828, 26133), (24263, 25314), (23408, 24462), (24806, 25725), (25629, 26532), (27021, 27973), (3522, 2786)]	9155.456840981207
contig_16 [gcode=11] [topology=linear]	UNY169P	37791	gb|CP002237.1|	lp38	N40	37791	37903	99.76133098526276	99.40991241300839	37568	37902	[(1, 37903)]	[(73, 37641)]	[(10174, 37903), (1, 10349), (22367, 24903), (30405, 32938)]	9917.265175450111
contig_17 [gcode=11] [topology=linear]	UNY169P	53808	gb|CP001651.1|	lp54	N40	53808	53786	99.13620319622555	99.96283080582813	53788	53785	[(1, 53786)]	[(2, 53790)]	[(1, 53786), (47164, 48404), (48166, 49444)]	9909.935506836493
contig_2 [gcode=11] [topology=linear]	UNY169P	26498	gb|CP002239.1|	cp26	N40	26498	26498	98.2049876678542	99.99245226054796	26496	26496	[(13576, 26498), (1, 13575)]	[(12924, 26498), (1, 12923)]	[(1, 13575), (13576, 26498), (17955, 19294), (19422, 20759)]	9819.757541125613
contig_3 [gcode=11] [topology=linear]	UNY169P	30154	gb|CP002240.1|	cp32-10	N40	30154	30154	100.0	99.99336738077868	30152	30152	[(6721, 30154), (1, 6720)]	[(6721, 30154), (1, 6720)]	[(30154, 6721), (6720, 1)]	9999.336738077867
contig_4 [gcode=11] [topology=linear]	UNY169P	27768	gb|CP002238.1|	cp32-12	N40	27768	27767	99.91717084413713	99.99279746470758	27766	27765	[(20033, 27767), (1, 20032)]	[(1, 20032), (20033, 27768)]	[(20032, 1), (27767, 20033)]	9990.99742746439
contig_5 [gcode=11] [topology=linear]	UNY169P	15938	gb|CP002235.1|	cp32-4	N40	15938	15915	99.83684738955823	99.97490274814908	15934	15910	[(6984, 15915), (1, 6980)]	[(8933, 15936), (1, 8932)]	[(6984, 15915), (1, 6980)]	9981.179108452885
contig_6 [gcode=11] [topology=linear]	UNY169P	29615	gb|CP002227.1|	cp32-5	N40	29615	29615	100.0	99.99324666554111	29613	29613	[(1, 17695), (17696, 29615)]	[(1, 11920), (11921, 29615)]	[(1, 17695), (17696, 29615)]	9999.32466655411
contig_7 [gcode=11] [topology=linear]	UNY169P	17483	gb|CP002229.1|	cp32-7	N40	17483	17483	100.0	99.98856031573528	17481	17481	[(13988, 17483), (1, 13987)]	[(1, 3496), (3497, 17483)]	[(1, 13987), (13988, 17483)]	9998.856031573529
contig_8 [gcode=11] [topology=linear]	UNY169P	30658	gb|CP002242.1|	cp32-9	N40	30658	30658	100.0	99.99347641724835	30656	30656	[(1, 7341), (7342, 30658)]	[(1, 7341), (7342, 30658)]	[(30658, 7342), (7341, 1)]	9999.347641724835
contig_9 [gcode=11] [topology=linear]	UNY169P	8722	gb|CP002231.1|	cp9	N40	8722	8722	100.0	99.9770694794772	8720	8720	[(3565, 8722), (1, 3564)]	[(1, 5158), (5159, 8722)]	[(3565, 8722), (1, 3564)]	9997.70694794772
