contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	ESI361H	909934	gb|CP031412.1|	chromosome	MM1	909934	908512	99.66119704570792	99.80745856292874	908182	908511	[(1, 908512)]	[(905282, 909105), (235, 904594)]	[(213217, 904705), (1, 213704), (904690, 908512), (434869, 438062), (438118, 441309), (213055, 213866), (213379, 214028), (212893, 213542), (213541, 214027), (212897, 213380)]	9946.93079447137
contig_10 [gcode=11] [topology=linear]	ESI361H	3866	gb|CP001268.1|	cp32-7	156a	3866	21329	98.78364389233954	99.92240041386445	3863	3861	[(11285, 15146)]	[(1, 3864)]	[(15146, 11285)]	9870.698819350948
contig_11 [gcode=11] [topology=linear]	ESI361H	3395	gb|CP001208.1|	cp32-4	ZS7	3395	30964	97.91360564208051	99.97054491899853	3394	3389	[(16641, 20030)]	[(1, 3395)]	[(16641, 20030)]	9788.476511022718
contig_2 [gcode=11] [topology=linear]	ESI361H	56559	gb|CP001272.1|	lp28-4	156a	56559	29501	97.45266997924398	48.927668452412526	27673	27753	[(9527, 29501), (8637, 8866), (966, 1659), (1708, 8565)]	[(28407, 29098), (29528, 56510)]	[(9527, 29501), (1708, 8565), (24662, 25870), (23598, 24779), (966, 1659), (10358, 9572), (19366, 18574), (8637, 8866)]	4768.131926546825
contig_3 [gcode=11] [topology=linear]	ESI361H	52615	gb|CP124103.1|	lp54	NE_5248	52615	53675	99.20433928031449	99.9980994013114	52614	52869	[(49335, 53615), (2, 48591)]	[(1, 52615)]	[(48591, 2), (53615, 49335)]	9920.24538039431
contig_4 [gcode=11] [topology=linear]	ESI361H	29589	gb|CP001491.1|	cp32-11	94a	29589	30648	95.18331276621154	84.56858967859677	25023	25053	[(18109, 19069), (19074, 20820), (10362, 14752), (21583, 26164), (15453, 16469), (1, 10350), (28637, 30648)]	[(5, 969), (3825, 18548), (18549, 20559), (2772, 3788), (22517, 27081), (27843, 29589)]	[(10350, 1), (14752, 10362), (26164, 21583), (30648, 28637), (20820, 19074), (16469, 15453), (19069, 18109)]	8049.518521575285
contig_5 [gcode=11] [topology=linear]	ESI361H	28638	gb|CP094585.1|	cp32-5	B379	28638	30637	93.68463395012068	94.48285494797123	27058	27246	[(26710, 28035), (1, 2146), (15044, 16463), (3429, 9965), (17267, 26226), (28241, 30637), (10275, 14741)]	[(666, 2084), (15782, 18154), (2390, 6861), (18374, 28570), (7180, 15781)]	[(26226, 17267), (9965, 3429), (14741, 10275), (2146, 1), (30637, 28241), (16463, 15044), (28035, 26710)]	8851.591680363033
contig_6 [gcode=11] [topology=linear]	ESI361H	28079	gb|CP001572.1|	cp32-5	Bol26	28079	30186	94.02188316359369	93.18707931194132	26166	26279	[(21798, 22548), (1, 2146), (25096, 26370), (13906, 21589), (27808, 30186), (3429, 13905), (23029, 24602)]	[(13178, 15532), (10899, 12173), (15533, 28079), (1, 7679), (9235, 10788), (7893, 8654)]	[(3429, 13905), (13906, 21589), (1, 2146), (27808, 30186), (25096, 26370), (23029, 24602), (21798, 22548)]	8761.624683423885
contig_7 [gcode=11] [topology=linear]	ESI361H	26516	gb|CP031398.1|	cp26	MM1	26516	26507	97.24142651789992	99.99245738422084	26514	26505	[(9139, 26507), (1, 9138)]	[(17379, 26516), (1, 17378)]	[(9139, 26507), (1, 9138), (19389, 20728), (17938, 19257)]	9723.409197071951
contig_8 [gcode=11] [topology=linear]	ESI361H	24840	gb|CP001265.1|	lp25	156a	24840	24910	97.73995727968028	99.99597423510467	24839	24841	[(46, 24887)]	[(1, 24840)]	[(46, 24887), (18130, 19390), (20780, 22040), (11997, 11189), (17091, 16278)]	9773.60224987914
contig_9 [gcode=11] [topology=linear]	ESI361H	18047	gb|CP001497.1|	lp17	94a	18047	18110	99.4017283403501	99.85593173380617	18021	18038	[(1, 18039)]	[(1, 18022)]	[(18039, 1)]	9925.852199376346
