contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY1085P	903386	gb|CP002228.1|	chromosome	N40	903386	902191	99.47449442322853	99.95372963495117	902968	902190	[(19951, 902191), (1, 19951)]	[(246, 20198), (20355, 903371)]	[(212838, 843612), (19951, 213156), (843264, 902191), (1, 19951), (437231, 440422), (433984, 437177), (212838, 213156), (212838, 213156), (212838, 213156), (843297, 843612)]	9942.846721152844
contig_10 [gcode=11] [topology=linear]	UNY1085P	24134	gb|CP001459.1|	lp25	WI91-23	24134	24661	95.66345586789856	97.93237755863098	23635	23720	[(19886, 24568), (270, 19308)]	[(17153, 23098), (279, 17060), (23169, 24078)]	[(270, 17031), (19886, 23665), (17124, 19308), (23661, 24568), (17314, 16312), (12047, 11331)]	9368.549678618474
contig_11 [gcode=11] [topology=linear]	UNY1085P	29897	gb|CP094610.1|	lp28-2	B31-5A4	29897	29936	97.45035875187719	99.96989664514834	29888	29921	[(9, 29930)]	[(6, 29894)]	[(9, 29930)]	9742.10229245779
contig_12 [gcode=11] [topology=linear]	UNY1085P	30844	gb|CP094611.1|	lp28-3	B31-5A4	30844	28332	95.84177082605963	85.74439112955518	26447	22700	[(25943, 26445), (3734, 25932)]	[(7437, 26471), (29762, 30238), (26537, 29700), (423, 4197)]	[(3734, 22774), (22770, 25932), (3734, 7511), (8146, 8683), (25943, 26445), (5205, 5742), (8141, 8683), (9834, 10083), (9888, 10137)]	8217.894284258848
contig_13 [gcode=11] [topology=linear]	UNY1085P	29500	gb|CP001272.1|	lp28-4	156a	29500	29501	98.30825967335947	99.82033898305085	29447	29500	[(1, 29501)]	[(21, 29468)]	[(8879, 29501), (1, 9513), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]	9813.16380542853
contig_14 [gcode=11] [topology=linear]	UNY1085P	27365	gb|CP001274.1|	lp28-5	156a	27365	27342	99.08792497069167	99.91229672939886	27341	27341	[(1, 27342)]	[(4, 27345)]	[(1, 27342), (7713, 9637), (7845, 9769), (7713, 9504), (7977, 9769), (7713, 9370), (8105, 9769), (7713, 9237), (8234, 9769), (2382, 3760)]	9900.102161972158
contig_15 [gcode=11] [topology=linear]	UNY1085P	29293	gb|CP017215.2|	lp28-6	B331	29293	29288	99.92148830858508	99.99658621513672	29292	29287	[(1, 29288)]	[(1, 29293)]	[(29288, 1)]	9991.807720394203
contig_16 [gcode=11] [topology=linear]	UNY1085P	35946	gb|CP001497.1|	lp17	94a	35946	18110	88.2051282051282	10.245924442218884	3683	3636	[(1281, 3850), (105, 1172)]	[(6656, 7738), (8253, 10854)]	[(1281, 3850), (105, 1172)]	903.7430790059734
contig_17 [gcode=11] [topology=linear]	UNY1085P	38825	gb|AE000787.1|	lp38	B31	38825	38829	98.8066444576279	99.6445589182228	38687	38585	[(8893, 26896), (34163, 38828), (26995, 34140), (1, 8773)]	[(16, 26913), (27012, 38802)]	[(10287, 26896), (1, 8773), (26995, 34140), (34163, 38828), (22077, 24613), (31208, 33746), (8893, 10372)]	9845.544505169995
contig_18 [gcode=11] [topology=linear]	UNY1085P	53865	gb|CP001651.1|	lp54	N40	53865	53786	98.64793119314763	99.94801819363222	53837	53785	[(1, 53786)]	[(9, 53846)]	[(1, 47194), (47094, 53786), (48166, 49444), (47164, 48404)]	9859.665221656898
contig_2 [gcode=11] [topology=linear]	UNY1085P	26316	gb|CP002239.1|	cp26	N40	26316	26498	97.0162780159643	98.70421036631707	25975	25936	[(9744, 22746), (23305, 26498), (1, 9742)]	[(16574, 26315), (1, 13042), (13380, 16573)]	[(9744, 22746), (1, 9742), (23305, 26498), (19422, 20759), (17955, 19300)]	9575.915114244843
contig_3 [gcode=11] [topology=linear]	UNY1085P	27704	gb|CP002238.1|	cp32-12	N40	27704	27767	97.93257455698027	99.99278082587352	27702	27748	[(9101, 27767), (1, 4997), (4998, 9084)]	[(22708, 27704), (1, 22707)]	[(9101, 27767), (1, 4997), (4998, 9084)]	9792.550463389645
contig_4 [gcode=11] [topology=linear]	UNY1085P	30617	gb|CP017206.1|	cp32-4	B331	30617	30617	100.0	99.9934676813535	30615	30615	[(6118, 30617), (1, 6117)]	[(1, 24500), (24501, 30617)]	[(6118, 30617), (1, 6117)]	9999.346768135349
contig_5 [gcode=11] [topology=linear]	UNY1085P	21715	gb|CP002310.1|	cp32-1+5	JD1	21715	60739	92.85997741078788	80.73221275615934	17531	32600	[(48848, 52151), (19068, 21719), (28628, 36350), (14502, 15904), (1, 5684), (45728, 47137), (36712, 37054), (23423, 26749), (53608, 56942), (57311, 60739)]	[(3570, 6898), (8258, 11586), (12573, 21702), (1, 1747)]	[(28628, 36350), (1, 5684), (57311, 60739), (53608, 56942), (23423, 26749), (48848, 52151), (19068, 21719), (14502, 15904), (45728, 47137), (36712, 37054)]	7496.791452859878
contig_6 [gcode=11] [topology=linear]	UNY1085P	22534	gb|CP002227.1|	cp32-5	N40	22534	29615	95.70898292501856	89.47812194905475	20163	20142	[(17257, 24743), (12105, 16515), (6617, 7187), (27640, 29615), (1, 3728), (24751, 26725)]	[(3625, 5602), (8, 2000), (5603, 9884), (15031, 22534), (9884, 14294)]	[(17257, 24743), (12105, 16515), (1, 3728), (27640, 29615), (24751, 26725), (7187, 6617)]	8563.86004578481
contig_7 [gcode=11] [topology=linear]	UNY1085P	29694	gb|CP094566.1|	cp32-6	B408	29694	30019	93.06646806926085	89.97103792011855	26716	26675	[(22948, 26252), (5973, 16779), (1, 5972), (16817, 21407), (28015, 30019)]	[(1, 12686), (21709, 23713), (16916, 20225), (23714, 29694), (12785, 15523)]	[(5973, 16779), (1, 5972), (22948, 26252), (28015, 30019), (18662, 21407), (16817, 18729)]	8373.28672775097
contig_8 [gcode=11] [topology=linear]	UNY1085P	30415	gb|CP002242.1|	cp32-9	N40	30415	30658	97.80671006509765	98.35936215683051	29916	29920	[(1, 14896), (28433, 30658), (17782, 28432), (15029, 17179)]	[(19759, 30415), (2227, 17113), (1, 2226), (17249, 19398)]	[(1, 14896), (17782, 28432), (28433, 30658), (15029, 17179)]	9620.20561666106
contig_9 [gcode=11] [topology=linear]	UNY1085P	17030	gb|CP124090.1|	lp17	Am293	17030	16928	98.0960517483371	95.98355842630652	16346	16346	[(1327, 16927), (134, 880)]	[(115, 858), (1427, 17030)]	[(1327, 16927), (134, 880)]	9415.608114376502
