contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	URI39H	920673	gb|CP124092.1|	chromosome	Am293	920673	910655	99.98774911045533	98.91199155400452	910656	910654	[(1, 910655)]	[(8, 910664)]	[(1, 910655), (435081, 438274), (438328, 441519), (213118, 214087), (213280, 214248), (213118, 213926), (213442, 214249), (213118, 213764), (213604, 214249), (213118, 213602)]	9889.987395517279
contig_10 [gcode=11] [topology=linear]	URI39H	30646	gb|CP094605.1|	cp32-9	B31-5A4	30646	30652	99.88907738483623	99.9934738628206	30644	30650	[(1, 17748), (17749, 30652)]	[(1, 17742), (17743, 30646)]	[(17748, 1), (30652, 17749)]	9988.255848661885
contig_11 [gcode=11] [topology=linear]	URI39H	30299	gb|CP019848.1|	cp32-4	PAli	30299	30299	99.99669956104161	99.99339912208323	30297	30297	[(5927, 30299), (1, 5926)]	[(24374, 30299), (1, 24373)]	[(5927, 30299), (1, 5926)]	9999.00989009828
contig_12 [gcode=11] [topology=linear]	URI39H	30260	gb|CP001491.1|	cp32-11	94a	30260	30648	94.66142174768193	93.67151354923992	28345	28283	[(1639, 17313), (28250, 30648), (1, 1638), (17614, 26188)]	[(28620, 30260), (1, 15746), (16267, 24855), (26247, 28619)]	[(1639, 16958), (17614, 26188), (28250, 30648), (1, 1638), (16856, 17313)]	8867.078649828301
contig_13 [gcode=11] [topology=linear]	URI39H	30226	gb|CP019847.1|	cp32-3	PAli	30226	30418	99.93383617837766	99.99669159002184	30225	30222	[(17853, 30224), (1, 17852)]	[(17855, 30226), (1, 17855)]	[(17852, 1), (30224, 17853)]	9993.052995736998
contig_14 [gcode=11] [topology=linear]	URI39H	29953	gb|CP074072.1|	lp21-cp9	B500	29953	24387	96.64678135405106	85.51397188929323	25614	23295	[(1092, 24387)]	[(4339, 29953)]	[(24387, 3648), (9067, 1092), (9049, 3648), (9049, 3648), (9049, 3645), (9049, 3648), (9049, 3648), (9049, 3648), (9049, 3711), (9049, 3645)]	8264.650143900992
contig_15 [gcode=11] [topology=linear]	URI39H	29922	gb|CP094610.1|	lp28-2	B31-5A4	29922	29936	99.67587796972633	99.99665797740793	29921	29922	[(11, 29933)]	[(1, 29922)]	[(29933, 11)]	9967.254677936575
contig_16 [gcode=11] [topology=linear]	URI39H	29841	gb|AE001578.1|	cp32-6	B31	29841	29838	99.94638249388426	99.99329781173553	29839	29836	[(1, 17234), (17235, 29838)]	[(1, 17237), (17238, 29841)]	[(17234, 1), (29838, 17235)]	9993.9683899166
contig_17 [gcode=11] [topology=linear]	URI39H	26498	gb|CP019917.1|	cp26	PAbe	26498	26498	98.26534110387384	99.99245226054796	26496	26496	[(3564, 26498), (1, 3563)]	[(1, 22935), (22936, 26498)]	[(3564, 26498), (1, 3563), (17966, 19294), (19431, 20759)]	9825.792429195566
contig_18 [gcode=11] [topology=linear]	URI39H	25036	gb|CP094612.1|	lp28-4	B31-5A4	25036	27109	96.57788267026298	99.99600575171753	25035	25116	[(911, 26027)]	[(1, 25036)]	[(26027, 7274), (7692, 911), (24057, 21812), (25148, 22876), (22998, 21812), (25152, 23940), (7778, 8564), (16782, 17573), (5953, 6671), (18389, 19109)]	9657.402510984319
