contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	GCF_040790745.1_ASM4079074v1_genomic	902797	gb|CP002228.1|	chromosome	N40	902797	902191	99.9906516359637	99.9712006132054	902537	902190	[(1, 902191)]	[(245, 902782)]	[(212838, 902191), (1, 213156), (437231, 440422), (433984, 437177), (212832, 213156)]	9996.185494144062
NZ_CP161074.1 Borreliella burgdorferi strain Bb16-150 plasmid lp54, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	53841	gb|CP001651.1|	lp54	N40	53841	53786	99.15215154847635	99.91456325105403	53795	53785	[(1, 53786)]	[(28, 53823)]	[(1, 53786), (47164, 48404), (48166, 49444)]	9906.743917368336
NZ_CP161075.1 Borreliella burgdorferi strain Bb16-150 plasmid lp38, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	37880	gb|CP002237.1|	lp38	N40	37880	37903	99.76002584337071	99.41657866948258	37659	37902	[(1, 37903)]	[(71, 37730)]	[(10083, 37903), (1, 10440), (22367, 24903), (30405, 32938)]	9917.80045732708
NZ_CP161076.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-3, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30909	gb|CP094590.1|	lp28-3	B379	30909	28768	96.1459148119178	85.73554628101847	26500	22744	[(3946, 26194), (26210, 26706)]	[(7442, 26516), (26582, 29746), (423, 4197), (29813, 30301)]	[(3946, 23037), (23033, 26194), (3946, 7723), (26210, 26706), (8358, 8895), (5417, 5954), (10046, 10295), (10100, 10349)]	8243.12252908804
NZ_CP161077.1 Borreliella burgdorferi strain Bb16-150 plasmid lp36, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30842	gb|CP002230.1|	lp36	N40	30842	29194	97.51813471502591	94.57557875624148	29169	29193	[(1, 29194)]	[(8, 29177)]	[(1, 29194), (24828, 26133), (25233, 26532), (24263, 25314), (23408, 24462), (25629, 26532), (24828, 25725), (27021, 27973), (27858, 28822), (27702, 28518)]	9222.834029902699
NZ_CP161078.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-9, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30665	gb|CP002242.1|	cp32-9	N40	30665	30658	99.97717267242786	99.99673895320397	30664	30657	[(1, 30658)]	[(1, 30665)]	[(1, 30658)]	9997.391237004167
NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30154	gb|CP002240.1|	cp32-10	N40	30154	30154	99.99336738077868	99.99668369038933	30153	30153	[(1, 30154)]	[(1, 30154)]	[(1, 30154)]	9999.00512911262
NZ_CP161080.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-4, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29824	gb|CP001272.1|	lp28-4	156a	29824	29501	98.30206844239578	99.82564377682404	29772	29500	[(1, 29501)]	[(20, 29792)]	[(8826, 29501), (1, 9567), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9813.067266855576
NZ_CP161081.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-2, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29776	gb|CP002232.1|	lp28-2	N40	29776	29521	100.0	99.14024717893606	29520	29520	[(1, 29521)]	[(2, 29522)]	[(1, 29521)]	9914.024717893606
NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29615	gb|CP002227.1|	cp32-5	N40	29615	29615	99.99662333277055	99.99662333277055	29614	29614	[(1, 29615)]	[(1, 29615)]	[(1, 29615)]	9999.324677955992
NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	27767	gb|CP002238.1|	cp32-12	N40	27767	27767	99.99639847295254	99.99279720531567	27765	27765	[(1, 27766)]	[(2, 27767)]	[(1, 27766)]	9998.91959376788
NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	26498	gb|CP002239.1|	cp26	N40	26498	26498	98.2049876678542	99.99622613027398	26497	26497	[(1, 26498)]	[(1, 26498)]	[(1, 26498), (17955, 19294), (19422, 20759)]	9820.128153955517
NZ_CP161085.1 Borreliella burgdorferi strain Bb16-150 plasmid lp25, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	24216	gb|CP074059.1|	lp25	B500	24216	24206	98.36552748885586	99.98761149653122	24213	24204	[(1, 24205)]	[(1, 24214)]	[(1, 24205), (17344, 16342), (12077, 11070)]	9835.334147207082
NZ_CP161086.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-1, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	23907	gb|CP017214.1|	lp28-11	B331	23907	23104	98.90646237489187	91.05701259045468	21769	22707	[(2, 20268), (20662, 23103)]	[(2, 2444), (4580, 23907)]	[(12076, 2), (20268, 11337), (23103, 20662), (12698, 11028), (12387, 10715), (13009, 11648), (11765, 10404), (13009, 11959), (11454, 10404), (13009, 12270)]	9006.126989747861
NZ_CP161087.1 Borreliella burgdorferi strain Bb16-150 plasmid lp17, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	20658	gb|CP002241.1|	lp17	N40	20658	20672	99.86940749697702	99.96127408267984	20650	20671	[(1, 20672)]	[(1, 20651)]	[(1, 20672)]	9983.07321528016
NZ_CP161088.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-7, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	17483	gb|CP002229.1|	cp32-7	N40	17483	17483	99.99428015786765	99.98856031573528	17481	17481	[(7991, 17483), (1, 7990)]	[(1, 9493), (9494, 17483)]	[(7991, 17483), (1, 7990)]	9998.28411279348
NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	15914	gb|CP002235.1|	cp32-4	N40	15914	15915	99.9434602336977	99.99371622470781	15913	15914	[(1, 15915)]	[(1, 15914)]	[(1, 15915)]	9993.718001123738
NZ_CP161090.1 Borreliella burgdorferi strain Bb16-150 plasmid cp9, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	8722	gb|CP002231.1|	cp9	N40	8722	8722	100.0	99.79362531529465	8704	8704	[(18, 8722)]	[(1, 8705)]	[(18, 8722)]	9979.362531529465
