contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UWI283P	903355	gb|CP124080.1|	chromosome	Sh-2-82	903355	907764	99.39477874581476	99.95228896723879	902924	902983	[(656852, 903028), (20159, 656808), (1, 20159)]	[(583751, 775380), (20355, 583718), (29, 20198), (775413, 903176)]	[(20159, 556708), (775249, 903028), (656852, 775274), (583607, 656808), (556645, 583616), (1, 20159), (434850, 438043), (438097, 441288), (213025, 213837), (213192, 213997)]	9934.735647036441
contig_10 [gcode=11] [topology=linear]	UWI283P	24135	gb|CP001459.1|	lp25	WI91-23	24135	24661	95.83955957530476	97.92831986741247	23635	23720	[(19886, 24568), (270, 19308)]	[(17153, 23098), (279, 17060), (23169, 24078)]	[(270, 17031), (19886, 23665), (17124, 19308), (23661, 24568), (17314, 16312), (12047, 11331)]	9385.407046042379
contig_11 [gcode=11] [topology=linear]	UWI283P	29897	gb|CP094610.1|	lp28-2	B31-5A4	29897	29936	97.45369597864175	99.96989664514834	29888	29921	[(9, 29930)]	[(4, 29892)]	[(29930, 9)]	9742.435914672524
contig_12 [gcode=11] [topology=linear]	UWI283P	30741	gb|CP001256.1|	lp28-3	156a	30741	28770	95.9294930038161	85.69662665495592	26344	22673	[(3938, 26110), (26121, 26622)]	[(607, 1084), (4375, 23355), (26595, 30319), (1146, 4309)]	[(22952, 3938), (26110, 22948), (7715, 5199), (5152, 3938), (8888, 8351), (26622, 26121), (5946, 5409)]	8220.833947147235
contig_13 [gcode=11] [topology=linear]	UWI283P	29493	gb|CP001272.1|	lp28-4	156a	29493	29501	98.24397096698665	99.82029634150477	29440	29500	[(1, 29501)]	[(21, 29461)]	[(8879, 29501), (1, 9513), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]	9806.7422956908
contig_14 [gcode=11] [topology=linear]	UWI283P	26921	gb|CP094592.1|	lp28-5	B379	26921	27673	99.44832342039479	99.09364436685115	26677	27634	[(3339, 27673), (1, 3301)]	[(174, 26851)]	[(16803, 3339), (27673, 15258), (3301, 1), (17601, 15125), (17202, 14726), (17468, 14992), (16936, 14460), (17335, 14859), (17069, 14593), (17734, 15391)]	9854.696793900195
contig_15 [gcode=11] [topology=linear]	UWI283P	35937	gb|CP001497.1|	lp17	94a	35937	18110	88.17813765182187	10.24849041377967	3683	3636	[(1281, 3850), (105, 1172)]	[(6656, 7738), (8253, 10854)]	[(1281, 3850), (105, 1172)]	903.6927984296407
contig_16 [gcode=11] [topology=linear]	UWI283P	53776	gb|CP017218.1|	lp54	B331	53776	53759	98.70504871567759	99.99628086878906	53774	53757	[(2, 53759)]	[(1, 53775)]	[(53759, 6610), (6703, 2), (5639, 4361), (6640, 5401)]	9870.137774540402
contig_2 [gcode=11] [topology=linear]	UWI283P	26531	gb|CP002239.1|	cp26	N40	26531	26498	97.11041958759361	99.99246164863744	26529	26496	[(9694, 26498), (1, 9693)]	[(9694, 26531), (1, 9693)]	[(26498, 9694), (9693, 1), (20759, 19422), (19300, 17955)]	9710.309906295544
contig_3 [gcode=11] [topology=linear]	UWI283P	21453	gb|CP001449.1|	cp32-10	WI91-23	21453	29756	93.99486191393706	86.5846268587144	18575	18567	[(1, 5711), (17895, 21614), (6060, 6415), (23033, 24185), (15060, 16463), (21838, 22496), (24186, 29756)]	[(2719, 6444), (19299, 21453), (1844, 2501), (9245, 9600), (9601, 15313), (7841, 9244), (15314, 18740), (1, 1144)]	[(5711, 1), (29756, 26312), (21614, 17895), (26338, 24186), (16463, 15060), (24185, 23033), (6415, 6060), (22496, 21838)]	8138.5100454546255
