contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	_score
contig_1 [gcode=11] [topology=linear]	UNY203P	910084	gb|CP031412.1|	chromosome	MM1	910084	908512	99.54778519252332	99.79683194078788	908235	908511	[(1, 908512)]	[(296, 904697), (905387, 909221)]	[(213217, 904705), (1, 213704), (904690, 908512), (438118, 441309), (434869, 438062), (213055, 213866), (213379, 214028), (212897, 213542), (213541, 214028), (212897, 213380)]	9934.553588935902
contig_10 [gcode=11] [topology=linear]	UNY203P	17952	gb|CP001497.1|	lp17	94a	17952	18110	99.17033242385433	99.99442959001783	17951	17914	[(185, 18099)]	[(1, 17952)]	[(18099, 185)]	9916.480822975764
contig_11 [gcode=11] [topology=linear]	UNY203P	28827	gb|CP002314.1|	lp28-3	JD1	28827	28797	99.03321275896087	99.98265514968607	28822	28792	[(2, 28794)]	[(3, 28825)]	[(28794, 2), (5926, 5389), (8868, 8331), (10268, 10019), (10322, 10073)]	9901.603559644675
contig_12 [gcode=11] [topology=linear]	UNY203P	23908	gb|CP017214.1|	lp28-11	B331	23908	23104	98.90646237489187	91.05738664882048	21770	22707	[(2, 20268), (20662, 23103)]	[(2, 2445), (4581, 23908)]	[(12076, 2), (20268, 11337), (23103, 20662), (12698, 11028), (12387, 10715), (13009, 11648), (11765, 10404), (13009, 11959), (11454, 10404), (13009, 12270)]	9006.163986537545
contig_13 [gcode=11] [topology=linear]	UNY203P	29288	gb|CP074062.1|	lp28-6	B500	29288	29288	100.0	99.9965856323409	29287	29287	[(1, 29288)]	[(1, 29288)]	[(29288, 1)]	9999.65856323409
contig_14 [gcode=11] [topology=linear]	UNY203P	28154	gb|CP001494.1|	lp36	94a	28154	28234	99.16201950317598	99.81174966257015	28101	28233	[(1, 28234)]	[(23, 28124)]	[(1, 21761), (21552, 28234), (22236, 22903), (22893, 23560), (21188, 20434), (20069, 19327), (19327, 19843), (3123, 2527), (2608, 3123), (21269, 20674)]	9897.5346666859
contig_15 [gcode=11] [topology=linear]	UNY203P	27810	gb|CP001267.1|	lp38	156a	27810	30302	98.78219976135327	99.81301690039555	27758	27722	[(1, 17933), (20512, 30302)]	[(16, 9817), (23688, 27804), (9828, 23669)]	[(17933, 4092), (30302, 20512), (4115, 1), (17052, 16680), (3290, 2943)]	9859.749374238203
contig_16 [gcode=11] [topology=linear]	UNY203P	5257	gb|CP001462.1|	lp5	WI91-23	5257	5252	99.65733866362079	99.90488871980216	5252	5250	[(2, 5252)]	[(1, 5253)]	[(2, 5252)]	9956.255329300673
contig_17 [gcode=11] [topology=linear]	UNY203P	53766	gb|CP001257.1|	lp54	156a	53766	53885	98.613787860035	99.95722203623107	53743	53884	[(1, 53885)]	[(19, 53762)]	[(47224, 1), (53885, 47197), (48551, 47266), (49546, 48267)]	9857.160288959307
contig_2 [gcode=11] [topology=linear]	UNY203P	26522	gb|CP031398.1|	cp26	MM1	26522	26507	97.17442616221393	99.99245909056633	26520	26505	[(1, 14057), (14058, 26507)]	[(1, 14058), (14059, 26522)]	[(14057, 1), (26507, 14058), (19263, 17938), (20728, 19389)]	9716.709832674434
contig_3 [gcode=11] [topology=linear]	UNY203P	30323	gb|CP001498.1|	cp32-10	94a	30323	30162	97.82122718628007	98.70725192098408	29931	29877	[(10329, 30162), (5946, 10046), (1, 5945)]	[(26224, 30323), (5945, 13186), (1, 5944), (13266, 25914)]	[(22986, 10329), (30162, 22911), (5945, 1), (10046, 5946)]	9655.664515095963
contig_4 [gcode=11] [topology=linear]	UNY203P	27704	gb|CP002238.1|	cp32-12	N40	27704	27767	97.93257455698027	99.99278082587352	27702	27748	[(9101, 24053), (24054, 27767), (1, 9084)]	[(1, 3714), (3715, 27704)]	[(9101, 24053), (1, 9084), (24054, 27767)]	9792.550463389645
contig_5 [gcode=11] [topology=linear]	UNY203P	30016	gb|CP002310.1|	cp32-1+5	JD1	30016	60739	93.05997102013451	87.5033315565032	26265	46049	[(40962, 43274), (53108, 56968), (48848, 51517), (23387, 26767), (12971, 15904), (58728, 60739), (26896, 40100), (43275, 47510), (1, 9463), (19068, 21051)]	[(21906, 24562), (1, 2303), (3111, 16334), (16534, 20376), (25774, 30016)]	[(40100, 26896), (9463, 1), (47510, 43275), (56968, 53108), (26767, 23387), (15904, 12971), (60739, 58728), (51517, 48848), (43274, 40962), (21051, 19068)]	8143.057498813409
contig_6 [gcode=11] [topology=linear]	UNY203P	17017	gb|CP001496.1|	cp32-5	94a	17017	29459	97.15534829495773	99.99412352353528	17016	16964	[(21798, 27629), (10664, 21797)]	[(1, 17017)]	[(10664, 16941), (21798, 27629), (16796, 21797)]	9714.963898378097
