CFHKPG_00001	gene-BB_RS00005	100.000	564	0	0	1	564	10	573	0.0	1018
CFHKPG_00002	gene-BB_RS00010	100.000	1029	0	0	1	1029	1	1029	0.0	1856
CFHKPG_00003	gene-BB_RS00015	99.932	1467	0	1	1	1467	1	1466	0.0	2638
CFHKPG_00004	gene-BB_RS00020	100.000	1794	0	0	1	1794	1	1794	0.0	3236
CFHKPG_00005	gene-BB_RS00025	100.000	1056	0	0	1	1056	1	1056	0.0	1905
CFHKPG_00006	gene-BB_RS00030	100.000	1089	0	0	1	1089	1	1089	0.0	1965
CFHKPG_00007	gene-BB_RS00035	100.000	858	0	0	1	858	1	858	0.0	1548
CFHKPG_00008	gene-BB_RS00040	100.000	771	0	0	1	771	1	771	0.0	1391
CFHKPG_00009	gene-BB_RS00045	100.000	1005	0	0	1	1005	1	1005	0.0	1813
CFHKPG_00010	gene-BB_RS00050	100.000	375	0	0	1	375	1	375	0.0	677
CFHKPG_00011	gene-BB_RS00055	100.000	840	0	0	1	840	1	840	0.0	1516
CFHKPG_00012	gene-BB_RS00060	100.000	741	0	0	1	741	1	741	0.0	1337
CFHKPG_00013	gene-BB_RS00065	100.000	600	0	0	1	600	1	600	0.0	1083
CFHKPG_00014	gene-BB_RS00070	100.000	1983	0	0	1	1983	1	1983	0.0	3577
CFHKPG_00015	gene-BB_RS00075	100.000	621	0	0	1	621	1	621	0.0	1121
CFHKPG_00016	gene-BB_RS00080	100.000	372	0	0	7	378	1	372	0.0	672
CFHKPG_00017	gene-BB_RS00085	100.000	810	0	0	1	810	151	960	0.0	1462
CFHKPG_00018	gene-BB_RS00090	100.000	981	0	0	1	981	1	981	0.0	1770
CFHKPG_00019	gene-BB_RS00095	100.000	513	0	0	1	513	1	513	0.0	926
CFHKPG_00020	gene-BB_RS00100	99.940	1668	1	0	1	1668	1	1668	0.0	3006
CFHKPG_00021	gene-BB_RS00105	100.000	432	0	0	1	432	602	1033	0.0	780
CFHKPG_00022	gene-BB_RS00105	100.000	639	0	0	1	639	1	639	0.0	1153
CFHKPG_00023	gene-BB_RS00110	100.000	1044	0	0	1	1044	1	1044	0.0	1884
CFHKPG_00024	gene-BB_RS00115	100.000	594	0	0	1	594	1	594	0.0	1072
CFHKPG_00025	gene-BB_RS00120	100.000	1140	0	0	1	1140	1	1140	0.0	2057
