#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144206	144394	-	CEMKAM_00140	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157464	157898	+	CEMKAM_00151	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272306	273319	-	CEMKAM_00258	39.1	4.3		RefSeq:WP_002657018.1, SO:0001217, UniParc:UPI00016B3360, UniRef:UniRef100_UPI00016B3360, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368129	368554	+	CEMKAM_00353	16.5	9.8		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416374	416790	+	CEMKAM_00399	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	534855	535277	-	CEMKAM_00522	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563798	565291	-	CEMKAM_00551	59.3	5.7		RefSeq:WP_002656753.1, SO:0001217, UniParc:UPI00016B2D98, UniRef:UniRef100_UPI00016B2D98, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644376	644744	+	CEMKAM_00620	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662207	662521	-	CEMKAM_00635	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689801	690097	+	CEMKAM_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738737	739276	+	CEMKAM_00705	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	791903	793177	+	CEMKAM_00756	48.6	4.5		RefSeq:WP_002656749.1, SO:0001217, UniParc:UPI00016B2C50, UniRef:UniRef100_UPI00016B2C50, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814451	814885	-	CEMKAM_00780	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_1	907173	907379	+	CEMKAM_00852	8.0	7.7		RefSeq:WP_002660755.1, SO:0001217, UniParc:UPI00016B34C8, UniRef:UniRef100_A0A7U8EX71, UniRef:UniRef50_A0A7U8EX71, UniRef:UniRef90_A0A7U8EX71
contig_1	909215	909361	-	CEMKAM_00854	5.9	9.4		SO:0001217, UniRef:UniRef50_UPI001E5069D0
contig_2	178	744	+	CEMKAM_00855	20.4	8.4		
contig_2	26122	26424	-	CEMKAM_00881	10.6	9.2		
contig_3	3822	3914	-	CEMKAM_00888	3.5	8.9		
contig_6	3097	3273	-	CEMKAM_00989	6.4	6.6		
contig_6	14204	14770	-	CEMKAM_01003	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
contig_6	14952	15479	-	CEMKAM_01004	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
contig_6	28021	28170	-	CEMKAM_01022	5.6	4.2		
contig_7	125	451	+	CEMKAM_01027	12.6	4.5		SO:0001217, UniRef:UniRef50_C0R8Z5
contig_9	10217	10690	+	CEMKAM_01123	19.0	9.2		RefSeq:WP_012621301.1, SO:0001217, UniParc:UPI00016B3CEA, UniRef:UniRef100_A0A9N7AWA4, UniRef:UniRef50_A0A7W9SK25, UniRef:UniRef90_Q9X3P1
contig_10	11124	11807	-	CEMKAM_01150	26.7	9.4		RefSeq:WP_012622432.1, SO:0001217, UniParc:UPI00016B27D7, UniRef:UniRef100_A0A9N7B4Y8, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
contig_12	662	868	+	CEMKAM_01174	8.5	9.3		SO:0001217, UniRef:UniRef50_A0A7W9ZLG9
contig_12	2643	2849	-	CEMKAM_01176	8.0	7.7		RefSeq:WP_002660755.1, SO:0001217, UniParc:UPI00016B34C8, UniRef:UniRef100_A0A7U8EX71, UniRef:UniRef50_A0A7U8EX71, UniRef:UniRef90_A0A7U8EX71
contig_12	5645	5767	+	CEMKAM_01177	4.6	6.1		
contig_12	6231	6380	-	CEMKAM_01178	5.7	9.0		
contig_12	8442	8684	-	CEMKAM_01179	9.4	10.1		RefSeq:WP_052307598.1, SO:0001217, UniParc:UPI00016B2F38, UniRef:UniRef100_UPI00016B2F38, UniRef:UniRef50_UPI0018ED75EB, UniRef:UniRef90_UPI0018ED75EB
contig_12	12505	12693	+	CEMKAM_01184	7.0	4.3		SO:0001217, UniRef:UniRef50_A0A9N7B502, UniRef:UniRef90_A0A9N7B502
contig_12	23098	24984	-	CEMKAM_01194	60.7	5.4		
contig_13	13965	14084	-	CEMKAM_01203	4.4	4.6		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
contig_13	28048	28179	-	CEMKAM_01214	5.2	10.0		SO:0001217, UniRef:UniRef50_UPI00017F3A61, UniRef:UniRef90_UPI00017F3A61
contig_14	186	950	+	CEMKAM_01215	29.8	9.9		RefSeq:WP_012622391.1, SO:0001217, UniParc:UPI00016B2F44, UniRef:UniRef100_A0A7U4DJ44, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
contig_14	2254	2610	+	CEMKAM_01218	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
contig_14	2817	2915	+	CEMKAM_01219	3.6	8.5		
contig_14	5132	5371	+	CEMKAM_01222	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
contig_14	23804	24640	-	CEMKAM_01236	32.2	9.1	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_012622389.1, SO:0001217, UniParc:UPI00016B2F6C, UniRef:UniRef100_A0A7U4DJ06, UniRef:UniRef90_Q66YX5
contig_14	27199	27375	+	CEMKAM_01239	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
contig_15	1980	2138	+	CEMKAM_01243	6.1	9.3		RefSeq:WP_199183298.1, SO:0001217, UniParc:UPI0018EBDAC6, UniRef:UniRef100_UPI0018EBDAC6, UniRef:UniRef50_G0AP55, UniRef:UniRef90_G0AP55
contig_15	4541	4639	+	CEMKAM_01246	4.0	9.7		
