#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	92836	93270	+	FMOGGM_00073	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_1	114544	115818	-	FMOGGM_00097	48.5	4.5		RefSeq:WP_106007352.1, SO:0001217, UniParc:UPI000D043532, UniRef:UniRef100_UPI000D043532, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	168428	168967	-	FMOGGM_00148	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	217607	217903	-	FMOGGM_00198	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	245175	245489	+	FMOGGM_00218	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	262952	263320	-	FMOGGM_00233	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	342404	343897	+	FMOGGM_00302	59.3	6.0		RefSeq:WP_106023413.1, SO:0001217, UniParc:UPI000D041368, UniRef:UniRef100_UPI000D041368, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	372479	372901	+	FMOGGM_00331	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	490966	491382	-	FMOGGM_00454	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	539201	539626	-	FMOGGM_00500	16.5	9.8		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	634434	635456	+	FMOGGM_00595	39.5	4.2		RefSeq:WP_106007273.1, SO:0001217, UniParc:UPI000D039C6E, UniRef:UniRef100_UPI000D039C6E, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	750027	750461	-	FMOGGM_00703	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	763530	763718	+	FMOGGM_00714	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_3	4657	5184	-	FMOGGM_00884	20.8	9.1		RefSeq:WP_012621486.1, SO:0001217, UniParc:UPI00016B2C5B, UniRef:UniRef100_A0A9N7ARY7, UniRef:UniRef90_A0A0H3C0R6
contig_4	29268	29564	-	FMOGGM_00960	10.8	4.5		
contig_4	29663	29851	-	FMOGGM_00961	6.9	5.0		
contig_8	688	900	-	FMOGGM_01091	8.1	9.4		
contig_8	26412	26978	-	FMOGGM_01129	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
contig_8	27160	27687	-	FMOGGM_01130	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
