# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	361	1785	-	BKJAFL_00001	yfcC	putative membrane transporter YfcC, affects glyoxylate shunt	COG:COG1288, COG:R, RefSeq:WP_010255668.1, SO:0001217, UniParc:UPI00017F2DE0, UniRef:UniRef100_UPI00017F2DE0, UniRef:UniRef50_A0A1L6VUG6, UniRef:UniRef90_A0A1L6VUG6
contig_1	cds	1837	2820	-	BKJAFL_00002	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0016597, GO:0019546, GO:0019547, GO:0042450, RefSeq:WP_010255674.1, SO:0001217, UniParc:UPI00017F2DE1, UniRef:UniRef100_UPI00017F2DE1, UniRef:UniRef50_P0C2U0, UniRef:UniRef90_O51782
contig_1	cds	2888	4120	-	BKJAFL_00003	arcA	arginine deiminase	COG:COG2235, COG:E, EC:3.5.3.6, GO:0005737, GO:0016990, GO:0019546, GO:0019547, RefSeq:WP_010255676.1, SO:0001217, UniParc:UPI00017F2DE2, UniRef:UniRef100_UPI00017F2DE2, UniRef:UniRef50_O51781, UniRef:UniRef90_O51781
contig_1	cds	4305	5915	+	BKJAFL_00004		Lipoprotein	RefSeq:WP_010255679.1, SO:0001217, UniParc:UPI00017F2DE3, UniRef:UniRef100_UPI00017F2DE3, UniRef:UniRef50_A0A5J6WC56, UniRef:UniRef90_A0A1L6VU60
contig_1	cds	5924	6523	+	BKJAFL_00005		Ribonuclease H1 N-terminal domain-containing protein	RefSeq:WP_002656992.1, SO:0001217, UniParc:UPI00016B3615, UniRef:UniRef100_A0A7U8I7Q7, UniRef:UniRef50_O51779, UniRef:UniRef90_O51779
contig_1	cds	6492	7040	+	BKJAFL_00006		Lipoprotein	RefSeq:WP_029361838.1, SO:0001217, UniParc:UPI0002E4B131, UniRef:UniRef100_UPI0002E4B131, UniRef:UniRef50_D6RWI6, UniRef:UniRef90_A0A7W9ZK21
contig_1	cds	7050	10490	-	BKJAFL_00007	lptD	LPS-assembly protein LptD	RefSeq:WP_106022687.1, SO:0001217, UniParc:UPI000D029D55, UniRef:UniRef100_UPI000D029D55, UniRef:UniRef50_I0FDT1, UniRef:UniRef90_O51778
contig_1	cds	10445	13297	-	BKJAFL_00008	uvrA	excinuclease ABC subunit UvrA	COG:COG0178, COG:L, GO:0003677, GO:0005524, GO:0005737, GO:0006289, GO:0008270, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_010255690.1, SO:0001217, UniParc:UPI00017F2EEC, UniRef:UniRef100_UPI00017F2EEC, UniRef:UniRef50_Q890X9, UniRef:UniRef90_O51777
contig_1	cds	13301	15307	-	BKJAFL_00009	uvrB	excinuclease ABC subunit UvrB	COG:COG0556, COG:L, GO:0003677, GO:0005524, GO:0005737, GO:0006289, GO:0009380, GO:0009381, GO:0009432, GO:0016887, RefSeq:WP_002657282.1, SO:0001217, UniParc:UPI00016B2DEE, UniRef:UniRef100_A0A7U8I702, UniRef:UniRef50_B5YJW4, UniRef:UniRef90_Q0SM15
contig_1	cds	15440	17149	+	BKJAFL_00010	manB	Phosphomannomutase	COG:COG1109, COG:G, RefSeq:WP_106016845.1, SO:0001217, UniParc:UPI000D03E400, UniRef:UniRef100_UPI000D03E400, UniRef:UniRef50_A0A142JAC4, UniRef:UniRef90_A0A7I6GX37
contig_1	cds	17172	19391	+	BKJAFL_00011	clpA	ATP-dependent Clp protease, ATP-binding subunit ClpA	COG:COG0542, COG:O, SO:0001217, UniRef:UniRef50_B5RN33, UniRef:UniRef90_A0A7X0DP82
contig_1	cds	19406	22534	+	BKJAFL_00012	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0006428, GO:0008270, RefSeq:WP_010255697.1, SO:0001217, UniParc:UPI00017F2EEF, UniRef:UniRef100_UPI00017F2EEF, UniRef:UniRef50_O51773, UniRef:UniRef90_O51773
contig_1	cds	22528	23352	+	BKJAFL_00013		Lipoprotein	RefSeq:WP_002662320.1, SO:0001217, UniParc:UPI0000057622, UniRef:UniRef100_O51772, UniRef:UniRef50_A0A1L6VR10, UniRef:UniRef90_A0A1L6VR10
contig_1	cds	23369	24304	-	BKJAFL_00014	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_002660752.1, SO:0001217, UniParc:UPI00016C518D, UniRef:UniRef100_O51771, UniRef:UniRef50_A0A142JAC9, UniRef:UniRef90_A0A1G4P212
contig_1	cds	24338	27190	-	BKJAFL_00015	sbcC	DNA repair exonuclease SbcCD ATPase subunit	COG:COG0419, COG:L, SO:0001217, UniRef:UniRef50_W5SWH0, UniRef:UniRef90_A0A7I6GX52
contig_1	cds	27171	28412	-	BKJAFL_00016	sbcD	Nuclease SbcCD subunit D	COG:COG0420, COG:L, GO:0004519, GO:0006259, GO:0008408, RefSeq:WP_010255708.1, SO:0001217, UniParc:UPI00017F2EF1, UniRef:UniRef100_UPI00017F2EF1, UniRef:UniRef50_O51769, UniRef:UniRef90_O51769
contig_1	cds	28487	31033	+	BKJAFL_00017	topA	type I DNA topoisomerase	COG:COG1754, COG:S, EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, GO:0046872, RefSeq:WP_010255713.1, SO:0001217, UniParc:UPI00017F3007, UniRef:UniRef100_UPI00017F3007, UniRef:UniRef50_O51768, UniRef:UniRef90_O51768
contig_1	cds	31036	33507	+	BKJAFL_00018	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, EC:3.6.4.13, GO:0003676, GO:0003724, GO:0005524, GO:0016887, RefSeq:WP_002660733.1, SO:0001217, UniParc:UPI000005761D, UniRef:UniRef100_O51767, UniRef:UniRef50_O51767, UniRef:UniRef90_O51767
contig_1	cds	33596	34111	+	BKJAFL_00019		Tetratricopeptide repeat domain protein	RefSeq:WP_002656362.1, SO:0001217, UniParc:UPI000005761C, UniRef:UniRef100_O51766, UniRef:UniRef50_W5SP86, UniRef:UniRef90_O51766
contig_1	cds	34104	34886	+	BKJAFL_00020	nAGPA	Sugar-P-sugar glycosidase (uncovering enzyme, UCE), NAGPA superfamily	COG:COG4632, COG:G, RefSeq:WP_010255718.1, SO:0001217, UniParc:UPI00017F3008, UniRef:UniRef100_UPI00017F3008, UniRef:UniRef50_A0A2S1LXZ3, UniRef:UniRef90_A0A0H3C242
contig_1	cds	34879	35424	-	BKJAFL_00021		Outer membrane protein	RefSeq:WP_002663899.1, SO:0001217, UniParc:UPI00017F2E8B, UniRef:UniRef100_A0A826GQU8, UniRef:UniRef50_W5SR30, UniRef:UniRef90_O51764
contig_1	cds	35505	35876	+	BKJAFL_00022		Lipoprotein	RefSeq:WP_002657040.1, SO:0001217, UniParc:UPI00016B377D, UniRef:UniRef100_UPI00016B377D, UniRef:UniRef50_Q0SM28, UniRef:UniRef90_A0A0A7V341
contig_1	cds	36018	36938	-	BKJAFL_00023	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	COG:COG0324, COG:J, EC:2.5.1.75, GO:0005524, GO:0005737, GO:0006400, GO:0008033, GO:0052381, RefSeq:WP_002656033.1, SO:0001217, UniParc:UPI00016B377E, UniRef:UniRef100_UPI00016B377E, UniRef:UniRef50_O51761, UniRef:UniRef90_O51761
contig_1	cds	36925	37125	-	BKJAFL_00024	rpoZ	DNA-directed RNA polymerase, subunit K/omega	COG:COG1758, COG:K, RefSeq:WP_002557409.1, SO:0001217, UniParc:UPI0000057616, UniRef:UniRef100_O51760, UniRef:UniRef50_A0A7D8AKJ3, UniRef:UniRef90_O51760
