#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144358	144546	-	ECDEAP_00140	7.3	9.5		SO:0001217, UniParc:UPI00018847F9, UniRef:UniRef100_A0A0H3C4A0, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157616	158050	+	ECDEAP_00151	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	271991	273004	-	ECDEAP_00258	39.0	4.3		RefSeq:WP_010254163.1, SO:0001217, UniParc:UPI00017F2EE4, UniRef:UniRef100_UPI00017F2EE4, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	367790	368215	+	ECDEAP_00353	16.5	9.8		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416025	416441	+	ECDEAP_00399	16.2	10.4		RefSeq:WP_010256869.1, SO:0001217, UniParc:UPI00017F2B6C, UniRef:UniRef100_UPI00017F2B6C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	534516	534938	-	ECDEAP_00522	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563380	564873	-	ECDEAP_00551	59.3	5.9		SO:0001217, UniRef:UniRef50_D6RY37
contig_1	643966	644334	+	ECDEAP_00620	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	661797	662111	-	ECDEAP_00635	11.3	8.7		SO:0001217, UniRef:UniRef50_O51576, UniRef:UniRef90_A0A1L6VTM4
contig_1	689391	689687	+	ECDEAP_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738337	738876	+	ECDEAP_00705	21.1	9.9		RefSeq:WP_010254638.1, SO:0001217, UniParc:UPI00017F36A6, UniRef:UniRef100_UPI00017F36A6, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	791543	792814	+	ECDEAP_00756	48.6	4.6		RefSeq:WP_010254750.1, SO:0001217, UniParc:UPI00017F3A55, UniRef:UniRef100_UPI00017F3A55, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814086	814520	-	ECDEAP_00780	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_2	14628	14867	+	ECDEAP_00866	9.0	4.5		
contig_2	20362	21759	-	ECDEAP_00874	52.8	6.6		SO:0001217, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
contig_2	35966	36559	-	ECDEAP_00893	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
contig_2	39397	39555	-	ECDEAP_00897	6.1	10.2		RefSeq:WP_010258339.1, SO:0001217, UniParc:UPI00016B339C, UniRef:UniRef100_A0A9N7G314, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
contig_3	391	726	+	ECDEAP_00916	13.0	9.1		SO:0001217, UniRef:UniRef50_A0A806CJQ9, UniRef:UniRef90_UPI0001F23BD5
contig_3	1048	1545	+	ECDEAP_00917	20.0	9.4		
contig_3	1658	2014	+	ECDEAP_00918	14.4	9.5		RefSeq:WP_231028972.1, SO:0001217, UniParc:UPI0002E02A1C, UniRef:UniRef100_UPI0002E02A1C, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
contig_3	2221	2319	+	ECDEAP_00919	3.6	8.5		
contig_3	17423	17602	-	ECDEAP_00931	6.9	6.2		RefSeq:WP_010257009.1, SO:0001217, UniParc:UPI00017F2C9A, UniRef:UniRef100_UPI00017F2C9A, UniRef:UniRef50_UPI00017F2C9A, UniRef:UniRef90_UPI00017F2C9A
contig_3	25822	25998	+	ECDEAP_00939	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
contig_3	33709	33825	-	ECDEAP_00948	4.1	4.8		
contig_3	34264	34959	-	ECDEAP_00950	27.8	9.9		SO:0001217, UniRef:UniRef50_UPI001E3A252C, UniRef:UniRef90_UPI001E3A252C
contig_3	34984	35310	-	ECDEAP_00951	12.4	9.3		RefSeq:WP_231017678.1, SO:0001217, UniParc:UPI0002F06007, UniRef:UniRef100_UPI0002F06007, UniRef:UniRef50_A0A1L8ZA64, UniRef:UniRef90_UPI0002F06007
contig_4	941	1225	+	ECDEAP_00960	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
contig_4	8870	9145	-	ECDEAP_00965	10.4	9.9		RefSeq:WP_231010827.1, SO:0001217, UniParc:UPI0002E4A0A4, UniRef:UniRef100_UPI0002E4A0A4, UniRef:UniRef50_O50768, UniRef:UniRef90_O50768
contig_4	10034	10162	-	ECDEAP_00966	4.9	10.2		
contig_4	12444	13034	-	ECDEAP_00969	24.1	10.0		
contig_4	27607	28128	-	ECDEAP_00980	19.4	9.3		SO:0001217, UniRef:UniRef50_A0A7D7WIM1, UniRef:UniRef90_UPI001E31BD71
contig_4	28299	28484	-	ECDEAP_00981	6.9	6.0		SO:0001217, UniRef:UniRef50_UPI001E36E3B6, UniRef:UniRef90_UPI001E36E3B6
contig_4	28468	28665	-	ECDEAP_00982	7.1	9.5		RefSeq:WP_010257586.1, SO:0001217, UniParc:UPI00017F34B5, UniRef:UniRef100_UPI00017F34B5, UniRef:UniRef50_UPI00017F34B5, UniRef:UniRef90_UPI00017F34B5
contig_4	34946	35242	-	ECDEAP_00986	11.1	9.9		RefSeq:WP_010257615.1, SO:0001217, UniParc:UPI000005689B, UniRef:UniRef100_O50801, UniRef:UniRef50_O50801, UniRef:UniRef90_O50801
contig_4	43599	43895	+	ECDEAP_00995	11.1	9.9		RefSeq:WP_010257615.1, SO:0001217, UniParc:UPI000005689B, UniRef:UniRef100_O50801, UniRef:UniRef50_O50801, UniRef:UniRef90_O50801
contig_5	155	406	+	ECDEAP_00996	9.6	7.9		SO:0001217, UniRef:UniRef50_UPI000A7EE359, UniRef:UniRef90_UPI000A7EE359
contig_5	25454	25840	+	ECDEAP_01013	15.2	7.8		
contig_5	27178	27468	+	ECDEAP_01015	11.0	8.5		
contig_5	27394	27681	-	ECDEAP_01016	11.3	9.9		RefSeq:WP_106021143.1, SO:0001217, UniParc:UPI000D0247F2, UniRef:UniRef100_UPI000D0247F2, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
contig_5	27674	27772	-	ECDEAP_01017	4.0	9.7		
contig_6	5453	5644	-	ECDEAP_01024	7.4	5.6		RefSeq:WP_010256458.1, SO:0001217, UniParc:UPI00017F37C5, UniRef:UniRef100_UPI00017F37C5, UniRef:UniRef50_UPI00017F37C5, UniRef:UniRef90_UPI00017F37C5
contig_6	7190	7555	+	ECDEAP_01025	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
contig_6	9760	9906	-	ECDEAP_01027	5.8	8.9		SO:0001217, UniRef:UniRef50_A0A1L6VSY3, UniRef:UniRef90_A0A1L6VSY3
contig_6	9976	10509	-	ECDEAP_01028	20.6	5.4		
contig_6	10461	10997	-	ECDEAP_01029	21.2	8.5		SO:0001217, UniRef:UniRef50_A0A1L8ZA00, UniRef:UniRef90_A0A806CJ27
contig_6	11698	11835	-	ECDEAP_01031	5.3	9.8		
contig_6	18117	18236	-	ECDEAP_01034	4.4	4.6		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
contig_7	11497	11628	-	ECDEAP_01061	4.8	10.3		
contig_7	24331	24465	+	ECDEAP_01076	5.1	9.7		
contig_9	16362	16466	+	ECDEAP_01147	4.3	8.0		
contig_9	16973	17173	+	ECDEAP_01148	7.9	4.5		SO:0001217, UniParc:UPI000191DE9E, UniRef:UniRef100_A0A7U4DIY2, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
contig_9	19910	20131	+	ECDEAP_01150	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
contig_9	20293	20466	+	ECDEAP_01151	6.7	9.3		SO:0001217, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
contig_11	14738	15424	+	ECDEAP_01220	26.8	6.2		SO:0001217, UniRef:UniRef50_A0A1L8ZAA5, UniRef:UniRef90_A0A1L8ZAA5
contig_12	4755	5141	+	ECDEAP_01245	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
contig_12	5830	6204	+	ECDEAP_01247	14.0	5.6		RefSeq:WP_010256627.1, SO:0001217, UniParc:UPI0000056866, UniRef:UniRef100_O50749, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
contig_12	9244	9432	+	ECDEAP_01250	7.0	5.0		SO:0001217, UniRef:UniRef50_A0A142JD97, UniRef:UniRef90_UPI001F1CEF02
contig_12	10036	10833	+	ECDEAP_01251	30.4	8.2		
contig_12	14523	15356	+	ECDEAP_01257	31.4	6.4		RefSeq:WP_010256663.1, SO:0001217, UniParc:UPI00017F38ED, UniRef:UniRef100_UPI00017F38ED, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
contig_12	15369	15707	+	ECDEAP_01258	13.1	5.0		RefSeq:WP_010256666.1, SO:0001217, UniParc:UPI00017F38EE, UniRef:UniRef100_UPI00017F38EE, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
