# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	104	667	+	DMPBEC_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51035
contig_1	cds	758	1786	-	DMPBEC_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54536
contig_1	cds	1774	3240	-	DMPBEC_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C280
contig_1	cds	3386	5179	+	DMPBEC_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C1U6
contig_1	cds	5242	6297	-	DMPBEC_00005	669.0	1.0e-242	0.997	0.994	0.974	UniRef:UniRef90_O51038
contig_1	cds	6300	7388	-	DMPBEC_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
contig_1	cds	7449	8306	-	DMPBEC_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51040
contig_1	cds	8418	9188	+	DMPBEC_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9193	10197	+	DMPBEC_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
contig_1	cds	10194	10568	+	DMPBEC_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
contig_1	cds	10572	11411	+	DMPBEC_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
contig_1	cds	11412	12152	+	DMPBEC_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0V1
contig_1	cds	12145	12744	+	DMPBEC_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C0N2
contig_1	cds	12737	14719	+	DMPBEC_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C0U4
contig_1	cds	14716	15336	-	DMPBEC_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15336	15713	-	DMPBEC_00016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5W610
contig_1	cds	15986	16795	+	DMPBEC_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51049
contig_1	cds	16798	17778	-	DMPBEC_00018	590.0	5.5e-212	1.006	1.0	0.921	UniRef:UniRef90_P70870
contig_1	cds	17783	18295	-	DMPBEC_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51051
contig_1	cds	18303	19970	-	DMPBEC_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C4C8
contig_1	cds	20042	21073	-	DMPBEC_00021	650.0	2.2e-235	1.0	1.0	0.968	UniRef:UniRef90_O51053
contig_1	cds	21048	22091	-	DMPBEC_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	22136	22729	-	DMPBEC_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70827
contig_1	cds	22809	23948	+	DMPBEC_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C540
contig_1	cds	23955	24686	-	DMPBEC_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24687	25613	-	DMPBEC_00026	587.0	1.5e-211	1.0	1.0	0.994	UniRef:UniRef90_O51057
contig_1	cds	25743	26381	+	DMPBEC_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51058
contig_1	cds	26389	27438	+	DMPBEC_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51059
contig_1	cds	27424	27855	-	DMPBEC_00029	268.0	5.9e-91	1.0	1.0	0.993	UniRef:UniRef90_O51060
contig_1	cds	27845	28480	-	DMPBEC_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51061
contig_1	cds	28482	29462	-	DMPBEC_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B34E3
contig_1	cds	29533	31005	+	DMPBEC_00032	924.0	0.0	1.006	1.0	0.978	UniRef:UniRef90_O51063
contig_1	cds	31017	31469	+	DMPBEC_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51064
contig_1	cds	31540	32079	-	DMPBEC_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7BSC0
contig_1	cds	32147	34027	-	DMPBEC_00035	1105.0	0.0	1.002	1.0	0.944	UniRef:UniRef90_O51066
contig_1	cds	34027	35826	-	DMPBEC_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59189
contig_1	cds	35847	36599	-	DMPBEC_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B338C
contig_1	cds	36596	38113	-	DMPBEC_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C4L1
