#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144352	144540	-	DMPBEC_00140	7.3	9.5		SO:0001217, UniParc:UPI00018847F9, UniRef:UniRef100_A0A0H3C4A0, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157664	158047	+	DMPBEC_00151	14.8	10.2		SO:0001217, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	167865	169385	-	DMPBEC_00161	59.4	8.7	PF02446.21|Glyco_hydro_77	PFAM:PF02446.21
contig_1	272620	273636	-	DMPBEC_00258	39.3	4.2		RefSeq:WP_002657701.1, SO:0001217, UniParc:UPI00016B338F, UniRef:UniRef100_UPI00016B338F, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368423	368848	+	DMPBEC_00353	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416658	417074	+	DMPBEC_00398	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535143	535565	-	DMPBEC_00521	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	564039	565532	-	DMPBEC_00550	59.2	5.9		SO:0001217, UniRef:UniRef50_D6RY37
contig_1	644616	644984	+	DMPBEC_00619	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662446	662760	-	DMPBEC_00634	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	690039	690335	+	DMPBEC_00654	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738977	739516	+	DMPBEC_00704	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	792166	793440	+	DMPBEC_00755	48.6	4.5		RefSeq:WP_002657506.1, SO:0001217, UniParc:UPI00016B27E7, UniRef:UniRef100_UPI00016B27E7, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814693	815127	-	DMPBEC_00779	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_2	29671	30933	-	DMPBEC_00893	46.9	9.7		SO:0001217, UniRef:UniRef50_Q0SLB8
contig_3	14458	14901	-	DMPBEC_00949	16.7	6.6		RefSeq:WP_012615091.1, SO:0001217, UniParc:UPI0000442F26, UniRef:UniRef100_A0A7I6GX75, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
contig_3	15307	15645	-	DMPBEC_00951	13.1	5.6		RefSeq:WP_012615254.1, SO:0001217, UniParc:UPI00016B2CB2, UniRef:UniRef100_UPI00016B2CB2, UniRef:UniRef50_O50739, UniRef:UniRef90_A0A1L4DGF8
contig_3	15654	16484	-	DMPBEC_00952	31.4	5.8		RefSeq:WP_029362323.1, SO:0001217, UniParc:UPI0003F5EE8D, UniRef:UniRef100_UPI0003F5EE8D, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
contig_3	20178	20942	-	DMPBEC_00958	29.0	8.9		SO:0001217, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI001C00C398
contig_3	20952	21734	-	DMPBEC_00959	29.7	5.3		SO:0001217, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI001C038F8D
contig_3	24817	25203	-	DMPBEC_00962	14.3	7.8		RefSeq:WP_012615262.1, SO:0001217, UniParc:UPI00016B2CA7, UniRef:UniRef100_G0ITQ0, UniRef:UniRef50_O50749, UniRef:UniRef90_G0ITQ0
contig_3	25886	26272	-	DMPBEC_00964	14.6	7.8		RefSeq:WP_012615264.1, SO:0001217, UniParc:UPI00016B2EE0, UniRef:UniRef100_UPI00016B2EE0, UniRef:UniRef50_O50751, UniRef:UniRef90_Q0SL21
contig_3	27998	28432	+	DMPBEC_00966	16.7	9.6		SO:0001217, UniRef:UniRef50_Q0SL23
contig_3	30002	30727	+	DMPBEC_00969	28.0	5.2	PF02524.18|KID	PFAM:PF02524.18
contig_3	30755	31519	-	DMPBEC_00970	29.2	9.9		RefSeq:WP_012615187.1, SO:0001217, UniParc:UPI00016B2C9F, UniRef:UniRef100_UPI00016B2C9F, UniRef:UniRef50_O50757, UniRef:UniRef90_G0ITN0
contig_3	42655	43098	-	DMPBEC_00980	16.7	6.6		RefSeq:WP_012615091.1, SO:0001217, UniParc:UPI0000442F26, UniRef:UniRef100_A0A7I6GX75, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
contig_3	43504	43842	-	DMPBEC_00982	13.1	5.6		RefSeq:WP_012615254.1, SO:0001217, UniParc:UPI00016B2CB2, UniRef:UniRef100_UPI00016B2CB2, UniRef:UniRef50_O50739, UniRef:UniRef90_A0A1L4DGF8
contig_3	43851	44681	-	DMPBEC_00983	31.4	5.8		RefSeq:WP_029362323.1, SO:0001217, UniParc:UPI0003F5EE8D, UniRef:UniRef100_UPI0003F5EE8D, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
contig_3	48375	49160	-	DMPBEC_00989	29.8	6.5		RefSeq:WP_012686299.1, SO:0001217, UniParc:UPI00016B2CAB, UniRef:UniRef100_UPI00016B2CAB, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI00016B2CAB
contig_3	49170	49952	-	DMPBEC_00990	29.7	5.6		RefSeq:WP_012615250.1, SO:0001217, UniParc:UPI00016B2CAA, UniRef:UniRef100_UPI00016B2CAA, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI0003F9E6B5
contig_4	10018	10236	+	DMPBEC_01003	8.3	5.0		RefSeq:WP_010890349.1, SO:0001217, UniParc:UPI00000568C6, UniRef:UniRef100_O50844, UniRef:UniRef50_O50844, UniRef:UniRef90_O50844
contig_4	12217	12594	-	DMPBEC_01006	13.9	6.0		SO:0001217, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
contig_4	13230	13814	+	DMPBEC_01008	22.1	5.3		RefSeq:WP_012614933.1, SO:0001217, UniParc:UPI00016B379C, UniRef:UniRef100_A0A0H3BZV3, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
contig_4	14755	14976	-	DMPBEC_01009	8.9	9.5		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
contig_4	14995	15189	-	DMPBEC_01010	7.4	10.2		SO:0001217, UniRef:UniRef50_O50836, UniRef:UniRef90_O50836
contig_4	17706	17906	-	DMPBEC_01012	7.8	4.6		SO:0001217, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
contig_4	18414	18518	-	DMPBEC_01013	4.3	8.0		
contig_4	29914	30078	+	DMPBEC_01025	6.5	9.6		RefSeq:WP_012622652.1, SO:0001217, UniParc:UPI00016B3648, UniRef:UniRef100_A0A9N7G3G3, UniRef:UniRef50_A0A9N7G3G3, UniRef:UniRef90_A0A9N7G3G3
contig_4	30232	30507	-	DMPBEC_01026	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
contig_4	33468	33656	+	DMPBEC_01029	7.3	10.0		
contig_5	11644	12183	-	DMPBEC_01045	21.0	9.2		RefSeq:WP_002658749.1, SO:0001217, UniParc:UPI00016B3A50, UniRef:UniRef100_UPI00016B3A50, UniRef:UniRef50_UPI00016B3A50, UniRef:UniRef90_UPI00016B3A50
