#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144406	144594	-	JOOONJ_00140	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157665	158099	+	JOOONJ_00151	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272524	273537	-	JOOONJ_00258	39.2	4.3		RefSeq:WP_002663562.1, SO:0001217, UniParc:UPI00017F2E98, UniRef:UniRef100_UPI00017F2E98, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	368371	368796	+	JOOONJ_00353	16.6	9.7		SO:0001217, UniRef:UniRef50_O51335
contig_1	416607	417023	+	JOOONJ_00398	16.2	10.4		RefSeq:WP_002664046.1, SO:0001217, UniParc:UPI00017F449C, UniRef:UniRef100_UPI00017F449C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535088	535510	-	JOOONJ_00521	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563960	565453	-	JOOONJ_00550	59.4	5.8		RefSeq:WP_106006912.1, SO:0001217, UniParc:UPI000D033C84, UniRef:UniRef100_UPI000D033C84, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644590	644958	+	JOOONJ_00619	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	662371	662685	-	JOOONJ_00635	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689962	690258	+	JOOONJ_00655	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738897	739436	+	JOOONJ_00705	21.0	9.8		RefSeq:WP_106007465.1, SO:0001217, UniParc:UPI000D031D24, UniRef:UniRef100_UPI000D031D24, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	792087	793361	+	JOOONJ_00756	48.5	4.6		RefSeq:WP_042344152.1, SO:0001217, UniParc:UPI00017F3FD1, UniRef:UniRef100_UPI00017F3FD1, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814633	815067	-	JOOONJ_00780	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_2	26191	26493	-	JOOONJ_00876	12.2	5.2		SO:0001217, UniRef:UniRef50_UPI002646FDFF
contig_3	6983	7774	-	JOOONJ_00885	30.1	4.9	PF02524.18|KID, PF06825.16|HSBP1, PF13747.10|DUF4164	PFAM:PF02524.18, PFAM:PF06825.16, PFAM:PF13747.10
contig_3	9122	9499	-	JOOONJ_00890	14.3	8.9		
contig_5	8000	8107	+	JOOONJ_00958	4.0	4.1		SO:0001217, UniRef:UniRef50_G0ANK8, UniRef:UniRef90_G0ANK8
contig_5	21295	21672	+	JOOONJ_00976	14.3	8.9		
contig_6	30357	30536	-	JOOONJ_01018	6.6	8.1	PF02524.18|KID	PFAM:PF02524.18
contig_7	20531	20725	+	JOOONJ_01049	7.4	6.2		
contig_9	1459	1890	+	JOOONJ_01098	17.6	9.4		SO:0001217, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
contig_9	2512	2781	+	JOOONJ_01099	10.4	9.0		RefSeq:WP_012686403.1, SO:0001217, UniParc:UPI00017F3C3A, UniRef:UniRef100_UPI00017F3C3A, UniRef:UniRef50_UPI0001F238F1, UniRef:UniRef90_UPI00017F3C3A
contig_9	3729	3950	+	JOOONJ_01101	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
contig_9	5186	5869	+	JOOONJ_01102	26.7	9.4		RefSeq:WP_012686404.1, SO:0001217, UniParc:UPI00017F3C30, UniRef:UniRef100_UPI00017F3C30, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
contig_10	7943	8068	-	JOOONJ_01114	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
contig_10	8072	8194	-	JOOONJ_01115	4.7	9.8		SO:0001217, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
contig_10	19728	19943	+	JOOONJ_01124	8.3	4.9		RefSeq:WP_012686440.1, SO:0001217, UniParc:UPI00017F3D76, UniRef:UniRef100_UPI00017F3D76, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
contig_10	20431	20679	+	JOOONJ_01125	10.1	10.2		
contig_11	198	962	+	JOOONJ_01129	29.2	9.8		RefSeq:WP_010890304.1, SO:0001217, UniParc:UPI000005686E, UniRef:UniRef100_O50757, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
contig_11	5707	6081	+	JOOONJ_01135	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
contig_11	6770	7144	+	JOOONJ_01137	14.0	5.6		RefSeq:WP_012686424.1, SO:0001217, UniParc:UPI00017F3FCA, UniRef:UniRef100_UPI00017F3FCA, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
contig_11	10184	10966	+	JOOONJ_01140	29.7	5.8		RefSeq:WP_012686421.1, SO:0001217, UniParc:UPI00017F3FC9, UniRef:UniRef100_UPI00017F3FC9, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI00017F3FC9
contig_11	10976	11755	+	JOOONJ_01141	29.9	8.8		RefSeq:WP_012686434.1, SO:0001217, UniParc:UPI00017F3FC8, UniRef:UniRef100_UPI00017F3FC8, UniRef:UniRef90_Q66YQ9
contig_11	15445	16278	+	JOOONJ_01147	31.4	6.2		RefSeq:WP_012666143.1, SO:0001217, UniParc:UPI00017F3732, UniRef:UniRef100_UPI00017F3732, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
contig_11	16291	16629	+	JOOONJ_01148	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
contig_11	17034	17477	+	JOOONJ_01150	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
contig_12	13194	13313	+	JOOONJ_01172	4.4	4.6		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
contig_12	23823	24188	-	JOOONJ_01178	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
