QUERY_ID	QUERY_NAME	QUERY_START	QUERY_END	QUERY_LENGTH	REF_ID	REF_NAME	REF_START	REF_END	REF_LENGTH	IDENTITY	EVALUE
URI48H	contig_1	18290	17777	513	renamed_GCF_000008685.2	chromosome	18304	17791	513	100.0	1.701e-110
URI48H	contig_1	22724	22130	594	renamed_GCF_000008685.2	chromosome	22739	22145	594	100.0	3.27e-125
URI48H	contig_1	22803	23943	1140	renamed_GCF_000008685.2	chromosome	22818	23958	1140	98.9	3.157e-260
URI48H	contig_1	25608	24681	927	renamed_GCF_000008685.2	chromosome	25623	24696	927	99.3	1.315e-199
URI48H	contig_1	26383	27433	1050	renamed_GCF_000008685.2	chromosome	26398	27448	1050	98.8	9.378e-233
URI48H	contig_1	28475	27839	636	renamed_GCF_000008685.2	chromosome	28490	27854	636	99.5	4.12e-138
URI48H	contig_1	29527	31000	1473	renamed_GCF_000008685.2	chromosome	29542	31015	1473	99.5	0.0
URI48H	contig_1	32074	31534	540	renamed_GCF_000008685.2	chromosome	32089	31549	540	100.0	3.274e-116
URI48H	contig_1	35821	34021	1800	renamed_GCF_000008685.2	chromosome	35836	34036	1800	100.0	0.0
URI48H	contig_1	65279	65741	462	renamed_GCF_000008685.2	chromosome	65290	65752	462	100.0	3.193e-95
URI48H	contig_1	69554	70115	561	renamed_GCF_000008685.2	chromosome	69565	70126	561	100.0	3.775e-118
URI48H	contig_1	80969	81395	426	renamed_GCF_000008685.2	chromosome	80982	81408	426	99.2	2.643e-91
URI48H	contig_1	83907	82956	951	renamed_GCF_000008685.2	chromosome	83920	82969	951	99.3	8.301e-209
URI48H	contig_1	86843	85868	975	renamed_GCF_000008685.2	chromosome	86854	85879	975	99.3	2.15e-219
URI48H	contig_1	89797	89188	609	renamed_GCF_000008685.2	chromosome	89808	89199	609	100.0	1.275e-129
URI48H	contig_1	105419	103751	1668	renamed_GCF_000008685.2	chromosome	105299	103763	1668	99.8	0.0
URI48H	contig_1	106882	105871	1011	renamed_GCF_000008685.2	chromosome	106894	105883	1011	100.0	4.14e-218
URI48H	contig_1	153675	153063	612	renamed_GCF_000008685.2	chromosome	153686	153074	612	100.0	4.712e-141
URI48H	contig_1	156450	157587	1137	renamed_GCF_000008685.2	chromosome	156461	157598	1137	100.0	1.164e-253
URI48H	contig_1	158046	158463	417	renamed_GCF_000008685.2	chromosome	158075	158474	417	100.0	2.72e-81
URI48H	contig_1	171240	171474	234	renamed_GCF_000008685.2	chromosome	171262	171484	234	98.6	1.134e-44
URI48H	contig_1	174106	173518	588	renamed_GCF_000008685.2	chromosome	174116	173528	588	98.4	4.112e-130
URI48H	contig_1	177843	176967	876	renamed_GCF_000008685.2	chromosome	177853	176977	876	100.0	9.427e-195
URI48H	contig_1	179533	178906	627	renamed_GCF_000008685.2	chromosome	179543	178916	627	98.0	3.426e-130
URI48H	contig_1	189266	189065	201	renamed_GCF_000008685.2	chromosome	189276	189075	201	100.0	9.889e-41
URI48H	contig_1	190053	190707	654	renamed_GCF_000008685.2	chromosome	190186	190717	654	99.4	3.12e-110
URI48H	contig_1	238486	237658	828	renamed_GCF_000008685.2	chromosome	239128	238300	828	99.2	1.027e-185
URI48H	contig_1	241647	239640	2007	renamed_GCF_000008685.2	chromosome	242289	240282	2007	99.1	0.0
URI48H	contig_1	244071	243300	771	renamed_GCF_000008685.2	chromosome	244713	243942	771	99.2	1.016e-167
URI48H	contig_1	255819	258342	2523	renamed_GCF_000008685.2	chromosome	256462	258985	2523	99.6	0.0
URI48H	contig_1	263069	260648	2421	renamed_GCF_000008685.2	chromosome	263712	261291	2421	99.8	0.0
URI48H	contig_1	265463	266408	945	renamed_GCF_000008685.2	chromosome	266106	267051	945	100.0	6.277e-211
URI48H	contig_1	272037	269844	2193	renamed_GCF_000008685.2	chromosome	272641	270487	2193	99.3	0.0
URI48H	contig_1	285316	283225	2091	renamed_GCF_000008685.2	chromosome	285962	283868	2091	99.7	0.0
URI48H	contig_1	287234	286445	789	renamed_GCF_000008685.2	chromosome	287877	287088	789	98.8	2.148e-162
URI48H	contig_1	662111	661796	315	renamed_GCF_000008685.2	chromosome	662917	662602	315	99.0	1.26e-64
URI48H	contig_1	664205	662372	1833	renamed_GCF_000008685.2	chromosome	665011	663178	1833	99.8	0.0
URI48H	contig_1	667711	664201	3510	renamed_GCF_000008685.2	chromosome	668517	665007	3510	99.4	0.0
URI48H	contig_1	672405	670959	1446	renamed_GCF_000008685.2	chromosome	673167	671766	1446	98.4	1.191e-305
URI48H	contig_1	672534	673971	1437	renamed_GCF_000008685.2	chromosome	673341	674778	1437	100.0	0.0
URI48H	contig_1	674227	675571	1344	renamed_GCF_000008685.2	chromosome	675034	676378	1344	99.7	1.793e-292
URI48H	contig_1	675669	677058	1389	renamed_GCF_000008685.2	chromosome	676471	677860	1389	100.0	1.442e-302
URI48H	contig_1	678136	677089	1047	renamed_GCF_000008685.2	chromosome	678938	677891	1047	98.8	3.051e-236
URI48H	contig_1	678947	678155	792	renamed_GCF_000008685.2	chromosome	679750	678958	792	99.2	7.656e-166
URI48H	contig_1	679760	678950	810	renamed_GCF_000008685.2	chromosome	680557	679753	810	99.2	5.794e-172
URI48H	contig_1	680803	679759	1044	renamed_GCF_000008685.2	chromosome	681606	680562	1044	100.0	8.539e-233
URI48H	contig_1	681721	680881	840	renamed_GCF_000008685.2	chromosome	682524	681684	840	100.0	1.641e-182
URI48H	contig_1	681875	682574	699	renamed_GCF_000008685.2	chromosome	682678	683377	699	100.0	1.337e-152
URI48H	contig_1	682619	684164	1545	renamed_GCF_000008685.2	chromosome	683422	684967	1545	100.0	0.0
URI48H	contig_1	685178	684194	984	renamed_GCF_000008685.2	chromosome	685980	684996	984	99.6	8.434e-223
URI48H	contig_1	685705	685174	531	renamed_GCF_000008685.2	chromosome	686507	685976	531	100.0	1.053e-118
URI48H	contig_1	704771	705797	1026	renamed_GCF_000008685.2	chromosome	705579	706605	1026	100.0	2.737e-225
URI48H	contig_1	705864	708459	2595	renamed_GCF_000008685.2	chromosome	706672	709267	2595	99.5	0.0
URI48H	contig_1	708465	709866	1401	renamed_GCF_000008685.2	chromosome	709273	710674	1401	99.3	4.513e-309
URI48H	contig_1	709877	710363	486	renamed_GCF_000008685.2	chromosome	710685	711171	486	100.0	5.304e-102
URI48H	contig_1	710402	710843	441	renamed_GCF_000008685.2	chromosome	711210	711651	441	100.0	1.245e-93
URI48H	contig_1	711400	710884	516	renamed_GCF_000008685.2	chromosome	712207	711691	516	99.4	3.605e-111
URI48H	contig_1	712443	711396	1047	renamed_GCF_000008685.2	chromosome	713250	712203	1047	99.7	8.437e-225
URI48H	contig_1	713300	712436	864	renamed_GCF_000008685.2	chromosome	714107	713243	864	99.6	5.599e-190
URI48H	contig_1	713959	713296	663	renamed_GCF_000008685.2	chromosome	714766	714103	663	98.1	7.961e-144
URI48H	contig_1	714201	715812	1611	renamed_GCF_000008685.2	chromosome	715008	716619	1611	99.6	0.0
