#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	144356	144544	-	KBFCPJ_00142	7.3	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
contig_1	157617	158051	+	KBFCPJ_00153	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	174810	175073	-	KBFCPJ_00170	10.5	9.1		
contig_1	272476	273480	-	KBFCPJ_00261	38.8	4.3		SO:0001217, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	329479	329634	-	KBFCPJ_00323	6.0	6.5		
contig_1	368295	368720	+	KBFCPJ_00357	16.5	9.8		SO:0001217, UniParc:UPI00016C4CFD, UniRef:UniRef100_A0A7U8EY71, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
contig_1	416531	416947	+	KBFCPJ_00402	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	535024	535446	-	KBFCPJ_00525	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	564033	565526	-	KBFCPJ_00554	59.3	5.8		RefSeq:WP_002658936.1, SO:0001217, UniParc:UPI00016C5389, UniRef:UniRef100_A0A7U8I8I9, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
contig_1	644609	644977	+	KBFCPJ_00623	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	656463	656738	+	KBFCPJ_00633	10.6	9.4		
