# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	64	627	+	MCMNOK_00001	361.0	4.9e-126	1.011	0.984	0.984	UniRef:UniRef90_O51035
contig_1	cds	745	1773	-	MCMNOK_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D045255
contig_1	cds	1761	3227	-	MCMNOK_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F46ED
contig_1	cds	3373	5166	+	MCMNOK_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3B05
contig_1	cds	5229	6284	-	MCMNOK_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A55
contig_1	cds	6287	7375	-	MCMNOK_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D03AC1D
contig_1	cds	7439	8296	-	MCMNOK_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38B9
contig_1	cds	8408	9178	+	MCMNOK_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9183	10187	+	MCMNOK_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I518
contig_1	cds	10184	10558	+	MCMNOK_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
contig_1	cds	10562	11401	+	MCMNOK_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D03E22F
contig_1	cds	11402	12142	+	MCMNOK_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I7J2
contig_1	cds	12135	12734	+	MCMNOK_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B3774
contig_1	cds	12727	14709	+	MCMNOK_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A52
contig_1	cds	14706	15326	-	MCMNOK_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59190
contig_1	cds	15326	15703	-	MCMNOK_00016	238.0	2.4e-79	1.0	1.0	0.992	UniRef:UniRef90_Q5W610
contig_1	cds	15826	16785	+	MCMNOK_00017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A51
contig_1	cds	16788	17768	-	MCMNOK_00018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C4G5
contig_1	cds	17773	18285	-	MCMNOK_00019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51051
contig_1	cds	18293	19960	-	MCMNOK_00020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A50
contig_1	cds	20036	21067	-	MCMNOK_00021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A4F
contig_1	cds	21042	22085	-	MCMNOK_00022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P70828
contig_1	cds	22130	22723	-	MCMNOK_00023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7U8I676
contig_1	cds	22803	23942	+	MCMNOK_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4A4E
contig_1	cds	23949	24680	-	MCMNOK_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51056
contig_1	cds	24681	25607	-	MCMNOK_00026	580.0	1.2e-208	1.0	1.0	0.977	UniRef:UniRef90_O51057
contig_1	cds	25737	26375	+	MCMNOK_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51058
contig_1	cds	26383	27432	+	MCMNOK_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495D
contig_1	cds	27418	27849	-	MCMNOK_00029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495C
contig_1	cds	27839	28474	-	MCMNOK_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495B
contig_1	cds	28476	29456	-	MCMNOK_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51062
contig_1	cds	29527	31008	+	MCMNOK_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F495A
contig_1	cds	31014	31472	+	MCMNOK_00033	275.0	2.7e-93	0.987	1.0	0.967	UniRef:UniRef90_O51064
contig_1	cds	31543	32082	-	MCMNOK_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7BSC0
contig_1	cds	32150	34030	-	MCMNOK_00035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4959
contig_1	cds	34032	35831	-	MCMNOK_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F4958
contig_1	cds	35852	36604	-	MCMNOK_00037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360E
contig_1	cds	36601	38118	-	MCMNOK_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D0392A2
contig_1	cds	38131	39633	-	MCMNOK_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51068
contig_1	cds	39821	40672	+	MCMNOK_00040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3C2B
contig_1	cds	40756	41427	-	MCMNOK_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51071
contig_1	cds	41438	42478	-	MCMNOK_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3C2A
contig_1	cds	42475	42876	-	MCMNOK_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51073
contig_1	cds	42902	45349	-	MCMNOK_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B360A
contig_1	cds	45441	45986	+	MCMNOK_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7J0Y4
contig_1	cds	46006	46374	-	MCMNOK_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51076
contig_1	tRNA	46525	46596	+	MCMNOK_00047	56.0	-	-	-	-	-
contig_1	cds	47162	47836	+	MCMNOK_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3C28
contig_1	cds	47900	48601	+	MCMNOK_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3C220
contig_1	cds	48598	49254	-	MCMNOK_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3C27
contig_1	cds	49336	50007	+	MCMNOK_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51082
contig_1	cds	50107	50469	-	MCMNOK_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51083
contig_1	cds	50485	51246	-	MCMNOK_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q59182
