#Annotated with Bakta v1.10.0, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	157484	157918	+	JFIHAH_00152	16.9	10.1		RefSeq:WP_014540597.1, SO:0001217, UniParc:UPI0001F23AB0, UniRef:UniRef100_UPI0001F23AB0, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
contig_1	272034	273038	-	JFIHAH_00259	38.6	4.2		RefSeq:WP_014540635.1, SO:0001217, UniParc:UPI0001F2393F, UniRef:UniRef100_UPI0001F2393F, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
contig_1	367847	368272	+	JFIHAH_00354	16.6	9.7		SO:0001217, UniRef:UniRef50_O51335
contig_1	416080	416496	+	JFIHAH_00399	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
contig_1	534573	534995	-	JFIHAH_00522	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
contig_1	563448	564941	-	JFIHAH_00552	59.2	5.7		SO:0001217, UniRef:UniRef50_D6RY37
contig_1	644019	644387	+	JFIHAH_00621	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
contig_1	661851	662165	-	JFIHAH_00636	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
contig_1	689443	689739	+	JFIHAH_00656	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
contig_1	738380	738919	+	JFIHAH_00706	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
contig_1	791548	792822	+	JFIHAH_00757	48.5	4.5		RefSeq:WP_014540793.1, SO:0001217, UniParc:UPI0001F23AD0, UniRef:UniRef100_UPI0001F23AD0, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
contig_1	814078	814512	-	JFIHAH_00781	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
contig_4	27455	27595	-	JFIHAH_00955	5.5	5.2		
contig_6	9117	9803	-	JFIHAH_00988	26.8	6.4		RefSeq:WP_014540128.1, SO:0001217, UniParc:UPI0001F23A08, UniRef:UniRef100_UPI0001F23A08, UniRef:UniRef50_A0A1L8ZAA5, UniRef:UniRef90_A0A1L8ZAA5
contig_6	10294	10434	+	JFIHAH_00990	5.2	10.1		
contig_6	10479	10571	+	JFIHAH_00991	3.6	8.8		
contig_6	18096	18545	+	JFIHAH_01003	17.2	5.9		SO:0001217, UniRef:UniRef50_Q9S052
contig_7	228	446	+	JFIHAH_01022	8.1	5.4		
contig_7	1312	1839	+	JFIHAH_01024	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
contig_8	9854	9976	-	JFIHAH_01066	4.9	9.6		
contig_8	30182	30355	-	JFIHAH_01095	6.4	4.4		
contig_9	2324	2488	-	JFIHAH_01099	6.3	8.6		
contig_10	4967	5290	+	JFIHAH_01109	13.0	9.4		RefSeq:WP_010258250.1, SO:0001217, UniParc:UPI00017F2B75, UniRef:UniRef100_UPI00017F2B75, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
contig_10	7129	7350	+	JFIHAH_01111	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
