# Annotated with Bakta
# Software: v1.10.0
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	112	675	+	JFMAPC_00001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51035
contig_1	cds	794	1822	-	JFMAPC_00002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D02C7E8
contig_1	cds	1810	3279	-	JFMAPC_00003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000D025573
contig_1	cds	3425	5218	+	JFMAPC_00004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003125A08
contig_1	cds	5281	6336	-	JFMAPC_00005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00017F3654
contig_1	cds	6339	7427	-	JFMAPC_00006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51039
contig_1	cds	7488	8345	-	JFMAPC_00007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00016B38B9
contig_1	cds	8457	9227	+	JFMAPC_00008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51041
contig_1	cds	9232	10236	+	JFMAPC_00009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A17
contig_1	cds	10233	10607	+	JFMAPC_00010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51043
contig_1	cds	10611	11450	+	JFMAPC_00011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O51044
contig_1	cds	11451	12191	+	JFMAPC_00012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A18
contig_1	cds	12184	12783	+	JFMAPC_00013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A19
contig_1	cds	12776	14758	+	JFMAPC_00014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F23A1A
contig_1	cds	14755	15375	-	JFMAPC_00015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5W608
