assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
URI46H	contig_1 [gcode=11] [topology=linear]	906762	B379_chromosome_ParA_2	chromosome	B379	906762	380	100.0	0.12097992637538847	1097	365	[(1, 366)]	[(368558, 369655)]	[(1, 366)]
URI46H	contig_1 [gcode=11] [topology=linear]	906762	80a_chromosome_ParA_2	chromosome	80a	906762	380	99.4535519125683	0.12097992637538847	1097	365	[(1, 366)]	[(368558, 369655)]	[(1, 366)]
URI46H	contig_1 [gcode=11] [topology=linear]	906762	NE_5261_chromosome_ParA_2	chromosome	NE_5261	906762	380	99.4535519125683	0.12097992637538847	1097	365	[(1, 366)]	[(368558, 369655)]	[(1, 366)]
URI46H	contig_1 [gcode=11] [topology=linear]	906762	B500_chromosome_ParA_2	chromosome	B500	906762	380	99.45054945054946	0.12031823124480294	1091	363	[(1, 364)]	[(368558, 369649)]	[(1, 364)]
URI46H	contig_1 [gcode=11] [topology=linear]	906762	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	906762	380	99.17582417582418	0.12031823124480294	1091	363	[(1, 364)]	[(368558, 369649)]	[(1, 364)]
URI46H	contig_2 [gcode=11] [topology=linear]	64384	B379_chromosome_ParA_5	chromosome	B379	64384	262	100.0	1.2192470178926442	785	261	[(1, 262)]	[(27495, 28280)]	[(1, 262)]
URI46H	contig_2 [gcode=11] [topology=linear]	64384	U05_B31_lp21_ParA_X	lp21	U05	64384	262	99.61832061068702	1.2192470178926442	785	261	[(1, 262)]	[(27495, 28280)]	[(1, 262)]
URI46H	contig_2 [gcode=11] [topology=linear]	64384	HO14_NovelPFam32_DatabaseShortContig_ParA_X	HO14_NovelPFam32	HO14	64384	250	81.85483870967742	1.1540134194831015	743	247	[(1, 248)]	[(27537, 28280)]	[(1, 248)]
URI46H	contig_2 [gcode=11] [topology=linear]	64384	B379_lp28-5_ParA_1	lp28-5	B379	64384	247	100.0	1.1493538767395626	740	246	[(1, 247)]	[(38521, 39261)]	[(1, 247)]
URI46H	contig_2 [gcode=11] [topology=linear]	64384	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	64384	250	100.0	1.1446943339960238	737	245	[(1, 246)]	[(38524, 39261)]	[(1, 246)]
URI46H	contig_3 [gcode=11] [topology=linear]	53824	A20_B31_lp54_ParA_X	lp54	A20	53824	250	100.0	1.3915725326991677	749	249	[(1, 250)]	[(39473, 40222)]	[(1, 250)]
URI46H	contig_4 [gcode=11] [topology=linear]	52605	H28_B31_lp28-3_ParA_X	lp28-3	H28	52605	251	100.0	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
URI46H	contig_4 [gcode=11] [topology=linear]	52605	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	52605	251	99.60159362549801	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
URI46H	contig_4 [gcode=11] [topology=linear]	52605	RS06760_Bol26_Bol26_lp28-3_ParA_X	lp28-3	RS06760	52605	251	97.60956175298804	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
URI46H	contig_4 [gcode=11] [topology=linear]	52605	K21_B31_lp36_ParA_X	lp36	K21	52605	249	84.34959349593495	2.80201501758388	1474	248	[(1, 249)]	[(16965, 17711), (37814, 38542)]	[(1, 243), (1, 249)]
URI46H	contig_4 [gcode=11] [topology=linear]	52605	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	52605	249	84.14634146341463	2.80201501758388	1474	248	[(1, 249)]	[(16965, 17711), (37814, 38542)]	[(1, 243), (1, 249)]
URI46H	contig_5 [gcode=11] [topology=linear]	30635	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30635	249	100.0	2.435123225069365	746	248	[(1, 249)]	[(20017, 20763)]	[(1, 249)]
URI46H	contig_5 [gcode=11] [topology=linear]	30635	M32_B31_cp32-6_ParA_X	cp32-6	M32	30635	249	99.59839357429718	2.435123225069365	746	248	[(1, 249)]	[(20017, 20763)]	[(1, 249)]
URI46H	contig_5 [gcode=11] [topology=linear]	30635	RS05165_118a_118a_cp32-6_ParA_X	cp32-6	RS05165	30635	249	99.19678714859438	2.435123225069365	746	248	[(1, 249)]	[(20017, 20763)]	[(1, 249)]
URI46H	contig_6 [gcode=11] [topology=linear]	30634	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30634	257	100.0	2.513547039237449	770	256	[(1, 257)]	[(26826, 27596)]	[(1, 257)]
URI46H	contig_6 [gcode=11] [topology=linear]	30634	RS06275_WI91-23_WI91-23_cp32-5_ParA_X	cp32-5	RS06275	30634	257	99.61089494163424	2.513547039237449	770	256	[(1, 257)]	[(26826, 27596)]	[(1, 257)]
URI46H	contig_6 [gcode=11] [topology=linear]	30634	RS05610_72a_72a_cp32-5_ParA_X	cp32-5	RS05610	30634	257	99.61089494163424	2.513547039237449	770	256	[(1, 257)]	[(26826, 27596)]	[(1, 257)]
URI46H	contig_6 [gcode=11] [topology=linear]	30634	B500_cp32-5_ParA_1	cp32-5	B500	30634	257	99.22178988326849	2.513547039237449	770	256	[(1, 257)]	[(26826, 27596)]	[(1, 257)]
URI46H	contig_6 [gcode=11] [topology=linear]	30634	RS06160_118a_118a_cp32-5_ParA_X	cp32-5	RS06160	30634	257	99.22178988326849	2.513547039237449	770	256	[(1, 257)]	[(26826, 27596)]	[(1, 257)]
URI46H	contig_7 [gcode=11] [topology=linear]	30312	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30312	245	100.0	2.4214832409606757	734	244	[(1, 245)]	[(24840, 25574)]	[(1, 245)]
URI46H	contig_7 [gcode=11] [topology=linear]	30312	RS05780_N40_N40_lp38_ParA_X	lp38	RS05780	30312	245	93.06122448979592	2.4214832409606757	734	244	[(1, 245)]	[(24840, 25574)]	[(1, 245)]
URI46H	contig_7 [gcode=11] [topology=linear]	30312	RS04825_29805_29805_lp38_ParA_X	lp38	RS04825	30312	245	92.65306122448979	2.4214832409606757	734	244	[(1, 245)]	[(24840, 25574)]	[(1, 245)]
URI46H	contig_7 [gcode=11] [topology=linear]	30312	RS06690_B331_B331_lp38_ParA_X	lp38	RS06690	30312	245	91.42857142857143	2.4214832409606757	734	244	[(1, 245)]	[(24840, 25574)]	[(1, 245)]
URI46H	contig_7 [gcode=11] [topology=linear]	30312	J17_B31_lp38_ParA_X	lp38	J17	30312	245	91.83673469387756	2.4214832409606757	734	244	[(1, 245)]	[(24840, 25574)]	[(1, 245)]
