contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP077727.1 Borreliella burgdorferi strain B-17/2013 chromosome, complete genome	GCF_019134655.1_ASM1913465v1_genomic	909995	B379_chromosome_ParA_2	chromosome	B379	909995	380	99.72677595628416	0.1205501129127083	1097	365	[(1, 366)]	[(368557, 369654)]	[(1, 366)]		False
NZ_CP077728.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp26, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	26516	MM1_cp26_ParA_1	cp26	MM1	26516	253	100.0	2.8586513802986877	758	252	[(1, 253)]	[(9278, 10036)]	[(1, 253)]		False
NZ_CP077729.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-1, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	31004	O32_B31_cp32-7_ParA_X	cp32-7	O32	31004	249	100.0	2.4061411430783126	746	248	[(1, 249)]	[(1818, 2564)]	[(1, 249)]		False
NZ_CP077730.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-2, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	30868	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30868	251	99.59677419354838	2.4070234547103797	743	247	[(1, 248)]	[(1821, 2564)]	[(1, 248)]		False
NZ_CP077731.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-3, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	29645	Q40_B31_lp56_ParA_X	lp56	Q40	29645	251	99.60159362549801	2.5366840951256537	752	250	[(1, 251)]	[(1817, 2569)]	[(1, 251)]		False
NZ_CP077732.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_cp30-4, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	28639	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	28639	257	100.0	2.6886413631760884	770	256	[(1, 257)]	[(1814, 2584)]	[(1, 257)]		False
NZ_CP077733.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp18, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	18205	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18205	246	100.0	3.9824224114254325	725	241	[(1, 242)]	[(14651, 15376)]	[(1, 242)]		False
NZ_CP077734.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp28, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	28329	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	28329	250	99.6	2.6439337781072396	749	249	[(1, 250)]	[(14687, 15436)]	[(1, 250)]		False
NZ_CP077735.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp30, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	30892	RS210_MM1_plsm_lp28-8_ParA_X	lp28-8	RS210	30892	271	100.0	2.6285122361776514	812	270	[(1, 271)]	[(15343, 16155)]	[(1, 271)]		False
NZ_CP077736.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp31, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	31390	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	31390	249	100.0	2.319209939471169	728	242	[(1, 243)]	[(19645, 20373)]	[(1, 243)]		False
NZ_CP077737.1 Borreliella burgdorferi strain B-17/2013 plasmid pGr-39_lp52, complete sequence	GCF_019134655.1_ASM1913465v1_genomic	51773	A20_B31_lp54_ParA_X	lp54	A20	51773	250	100.0	1.4467000173835782	749	249	[(1, 250)]	[(12655, 13404)]	[(1, 250)]		False
