contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UCT113H	905788	B379_chromosome_ParA_2	chromosome	B379	905788	380	100.0	0.12111001691344994	1097	365	[(1, 366)]	[(368862, 369959)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UCT113H	19970	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	19970	246	100.0	3.630445668502754	725	241	[(1, 242)]	[(5108, 5833)]	[(1, 242)]		False
contig_100 [gcode=11] [topology=linear]	UCT113H	287				287										False
contig_101 [gcode=11] [topology=linear]	UCT113H	286				286										False
contig_102 [gcode=11] [topology=linear]	UCT113H	286				286										False
contig_103 [gcode=11] [topology=linear]	UCT113H	280				280										False
contig_104 [gcode=11] [topology=linear]	UCT113H	276				276										False
contig_105 [gcode=11] [topology=linear]	UCT113H	263				263										False
contig_106 [gcode=11] [topology=linear]	UCT113H	263				263										False
contig_107 [gcode=11] [topology=linear]	UCT113H	261				261										False
contig_108 [gcode=11] [topology=linear]	UCT113H	248				248										False
contig_109 [gcode=11] [topology=linear]	UCT113H	246				246										False
contig_11 [gcode=11] [topology=linear]	UCT113H	19792	I21_B31_lp28-4_ParA_X	lp28-4	I21	19792	250	100.0	3.784357316087308	749	249	[(1, 250)]	[(4548, 5297)]	[(1, 250)]		False
contig_110 [gcode=11] [topology=linear]	UCT113H	244				244										False
contig_111 [gcode=11] [topology=linear]	UCT113H	244				244										False
contig_112 [gcode=11] [topology=linear]	UCT113H	242				242										False
contig_113 [gcode=11] [topology=linear]	UCT113H	240				240										False
contig_114 [gcode=11] [topology=linear]	UCT113H	238				238										False
contig_115 [gcode=11] [topology=linear]	UCT113H	236				236										False
contig_116 [gcode=11] [topology=linear]	UCT113H	234				234										False
contig_117 [gcode=11] [topology=linear]	UCT113H	232				232										False
contig_118 [gcode=11] [topology=linear]	UCT113H	231				231										False
contig_119 [gcode=11] [topology=linear]	UCT113H	222				222										False
contig_12 [gcode=11] [topology=linear]	UCT113H	17358	RS05390_N40_N40_lp28-5_ParA_X	lp28-5	RS05390	17358	245	100.0	4.228597764719438	734	244	[(1, 245)]	[(11711, 12445)]	[(1, 245)]		False
contig_120 [gcode=11] [topology=linear]	UCT113H	216				216										False
contig_121 [gcode=11] [topology=linear]	UCT113H	216				216										False
contig_122 [gcode=11] [topology=linear]	UCT113H	216				216										False
contig_123 [gcode=11] [topology=linear]	UCT113H	209				209										False
contig_124 [gcode=11] [topology=linear]	UCT113H	207				207										False
contig_125 [gcode=11] [topology=linear]	UCT113H	206				206										False
contig_126 [gcode=11] [topology=linear]	UCT113H	204				204										False
contig_127 [gcode=11] [topology=linear]	UCT113H	197				197										False
contig_128 [gcode=11] [topology=linear]	UCT113H	196				196										False
contig_129 [gcode=11] [topology=linear]	UCT113H	196				196										False
contig_13 [gcode=11] [topology=linear]	UCT113H	15131	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	15131	254	100.0	5.029409820897495	761	253	[(1, 254)]	[(4610, 5371)]	[(1, 254)]		False
contig_130 [gcode=11] [topology=linear]	UCT113H	192				192										False
contig_131 [gcode=11] [topology=linear]	UCT113H	189				189										False
contig_132 [gcode=11] [topology=linear]	UCT113H	189				189										False
contig_133 [gcode=11] [topology=linear]	UCT113H	188				188										False
contig_134 [gcode=11] [topology=linear]	UCT113H	188				188										False
contig_135 [gcode=11] [topology=linear]	UCT113H	187				187										False
contig_136 [gcode=11] [topology=linear]	UCT113H	186				186										False
contig_137 [gcode=11] [topology=linear]	UCT113H	186				186										False
contig_138 [gcode=11] [topology=linear]	UCT113H	186				186										False
contig_139 [gcode=11] [topology=linear]	UCT113H	186				186										False
contig_14 [gcode=11] [topology=linear]	UCT113H	8973	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	8973	252	100.0	8.4141312827371	755	251	[(1, 252)]	[(3801, 4556)]	[(1, 252)]		False
contig_140 [gcode=11] [topology=linear]	UCT113H	184				184										False
contig_141 [gcode=11] [topology=linear]	UCT113H	183				183										False
contig_142 [gcode=11] [topology=linear]	UCT113H	182				182										False
contig_143 [gcode=11] [topology=linear]	UCT113H	180				180										False
contig_144 [gcode=11] [topology=linear]	UCT113H	178				178										False
contig_145 [gcode=11] [topology=linear]	UCT113H	175				175										False
