contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI86H	919077	B379_chromosome_ParA_2	chromosome	B379	919077	380	100.0	0.11935887852704398	1097	365	[(1, 366)]	[(368517, 369614)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI86H	24381	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24381	252	100.0	3.0966736393092984	755	251	[(1, 252)]	[(11772, 12527)]	[(1, 252)]		False
contig_11 [gcode=11] [topology=linear]	URI86H	24281	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	24281	251	100.0	3.097071784522878	752	250	[(1, 251)]	[(1255, 2007)]	[(1, 251)]		False
contig_12 [gcode=11] [topology=linear]	URI86H	21563	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	21563	246	100.0	6.7244817511478	1450	241	[(1, 242)]	[(20769, 21494), (14377, 15102)]	[(1, 242), (1, 242)]	lp17*	True
contig_13 [gcode=11] [topology=linear]	URI86H	21172	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	21172	251	100.0	3.4526733421500095	731	243	[(1, 244)]	[(2, 733)]	[(1, 244)]		False
contig_14 [gcode=11] [topology=linear]	URI86H	21094	O32_B31_cp32-7_ParA_X	cp32-7	O32	21094	249	100.0	3.5365506779178912	746	248	[(1, 249)]	[(14748, 15494)]	[(1, 249)]		False
contig_15 [gcode=11] [topology=linear]	URI86H	15286	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	15286	254	100.0	4.978411618474421	761	253	[(1, 254)]	[(9719, 10480)]	[(1, 254)]		False
contig_16 [gcode=11] [topology=linear]	URI86H	8673	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	8673	257	100.0	8.878127522195319	770	256	[(1, 257)]	[(7374, 8144)]	[(1, 257)]		False
contig_17 [gcode=11] [topology=linear]	URI86H	5935	297_cp32-12_ParA_X	cp32-12	297	5935	260	100.0	13.125526537489469	779	259	[(1, 260)]	[(880, 1659)]	[(1, 260)]		False
contig_18 [gcode=11] [topology=linear]	URI86H	1465				1465										False
contig_19 [gcode=11] [topology=linear]	URI86H	1338				1338										False
contig_2 [gcode=11] [topology=linear]	URI86H	86452	I21_B31_lp28-4_ParA_X	lp28-4	I21	86452	250	100.0	0.8663767177161894	749	249	[(1, 250)]	[(12033, 12782)]	[(1, 250)]	lp28-4:::lp28-3	True
contig_20 [gcode=11] [topology=linear]	URI86H	1206				1206										False
contig_21 [gcode=11] [topology=linear]	URI86H	1200				1200										False
contig_22 [gcode=11] [topology=linear]	URI86H	1179				1179										False
