contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY203P	910084	B379_chromosome_ParA_2	chromosome	B379	910084	380	99.72677595628416	0.12053832393493348	1097	365	[(1, 366)]	[(368588, 369685)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY203P	17952	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17952	246	100.0	4.038547237076648	725	241	[(1, 242)]	[(2837, 3562)]	[(1, 242)]		False
contig_11 [gcode=11] [topology=linear]	UNY203P	28827	H28_B31_lp28-3_ParA_X	lp28-3	H28	28827	251	100.0	2.6086654872168453	752	250	[(1, 251)]	[(10096, 10848)]	[(1, 251)]		False
contig_12 [gcode=11] [topology=linear]	UNY203P	23908	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	23908	249	100.0	3.120294462104735	746	248	[(1, 249)]	[(9873, 10619)]	[(1, 249)]		False
contig_13 [gcode=11] [topology=linear]	UNY203P	29288	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29288	251	100.0	2.567604479650369	752	250	[(1, 251)]	[(22964, 23716)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UNY203P	28154	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	28154	249	100.0	2.5857782197911483	728	242	[(1, 243)]	[(8997, 9725)]	[(1, 243)]		False
contig_15 [gcode=11] [topology=linear]	UNY203P	27810	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	27810	245	100.0	2.6393383674937074	734	244	[(1, 245)]	[(22292, 23026)]	[(1, 245)]		False
contig_16 [gcode=11] [topology=linear]	UNY203P	5257				5257										False
contig_17 [gcode=11] [topology=linear]	UNY203P	53766	A20_B31_lp54_ParA_X	lp54	A20	53766	250	100.0	1.3930736896923706	749	249	[(1, 250)]	[(39451, 40200)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UNY203P	26522	94a_cp26_ParA_1	cp26	94a	26522	253	100.0	2.858004675363849	758	252	[(1, 253)]	[(4068, 4826)]	[(1, 253)]		False
contig_3 [gcode=11] [topology=linear]	UNY203P	30323	RS06010_72a_72a_cp32-10_ParA_X	cp32-10	RS06010	30323	251	100.0	2.479965702601985	752	250	[(1, 251)]	[(14658, 15410)]	[(1, 251)]		False
contig_4 [gcode=11] [topology=linear]	UNY203P	27704	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27704	260	100.0	2.811868322263933	779	259	[(1, 260)]	[(23215, 23994)]	[(1, 260)]		False
contig_5 [gcode=11] [topology=linear]	UNY203P	30016	RS06370_72a_72a_cp32-1_ParA_X	cp32-1	RS06370	30016	251	100.0	2.5053304904051172	752	250	[(1, 251)]	[(21215, 21967)]	[(1, 251)]		False
contig_6 [gcode=11] [topology=linear]	UNY203P	17017	RS05610_72a_72a_cp32-5_ParA_X	cp32-5	RS05610	17017	257	100.0	4.524886877828054	770	256	[(1, 257)]	[(16089, 16859)]	[(1, 257)]		False
contig_7 [gcode=11] [topology=linear]	UNY203P	30610	RS05165_118a_118a_cp32-6_ParA_X	cp32-6	RS05165	30610	249	100.0	2.437112054884025	746	248	[(1, 249)]	[(15009, 15755)]	[(1, 249)]		False
contig_8 [gcode=11] [topology=linear]	UNY203P	30141	O32_B31_cp32-7_ParA_X	cp32-7	O32	30141	249	100.0	2.4750340068345444	746	248	[(1, 249)]	[(23452, 24198)]	[(1, 249)]		False
contig_9 [gcode=11] [topology=linear]	UNY203P	8693				8693										False
