contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UWI283P	903355	RS00395_29805_29805_lp54_ParA_X	lp54	RS00395	903355	380	99.72527472527473	0.12077201100342612	1091	363	[(1, 364)]	[(368800, 369891)]	[(1, 364)]		False
contig_10 [gcode=11] [topology=linear]	UWI283P	24135	RS05540_29805_29805_lp25_ParA_X	lp25	RS05540	24135	252	100.0	3.128237000207168	755	251	[(1, 252)]	[(11886, 12641)]	[(1, 252)]		False
contig_11 [gcode=11] [topology=linear]	UWI283P	29897	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29897	255	100.0	2.5554403451851355	764	254	[(1, 255)]	[(23110, 23874)]	[(1, 255)]		False
contig_12 [gcode=11] [topology=linear]	UWI283P	30741	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30741	251	100.0	2.4462444292638494	752	250	[(1, 251)]	[(8628, 9380)]	[(1, 251)]		False
contig_13 [gcode=11] [topology=linear]	UWI283P	29493	I21_B31_lp28-4_ParA_X	lp28-4	I21	29493	250	100.0	2.539585664394941	749	249	[(1, 250)]	[(14057, 14806)]	[(1, 250)]		False
contig_14 [gcode=11] [topology=linear]	UWI283P	26921	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	26921	250	100.0	2.7822146279855873	749	249	[(1, 250)]	[(7363, 8112)]	[(1, 250)]		False
contig_15 [gcode=11] [topology=linear]	UWI283P	35937	RS06330_29805_29805_lp36_ParA_X	lp36	RS06330	35937	249	100.0	2.0758549684169516	746	248	[(1, 249)]	[(14959, 15705)]	[(1, 249)]		False
contig_16 [gcode=11] [topology=linear]	UWI283P	53776	A20_B31_lp54_ParA_X	lp54	A20	53776	250	100.0	1.3928146385004463	749	249	[(1, 250)]	[(13582, 14331)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UWI283P	26531				26531										False
contig_3 [gcode=11] [topology=linear]	UWI283P	21453	P32_B31_cp32-1_ParA_X	cp32-1	P32	21453	246	100.0	3.4354169580012117	737	245	[(1, 246)]	[(2686, 3423)]	[(1, 246)]		False
contig_4 [gcode=11] [topology=linear]	UWI283P	27767	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27767	260	100.0	2.805488529549465	779	259	[(1, 260)]	[(23765, 24544)]	[(1, 260)]		False
contig_5 [gcode=11] [topology=linear]	UWI283P	21711	S35_B31_cp32-3_ParA_X	cp32-3	S35	21711	246	100.0	3.3945926028280593	737	245	[(1, 246)]	[(5666, 6403)]	[(1, 246)]		False
contig_6 [gcode=11] [topology=linear]	UWI283P	30617	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	30617	251	100.0	2.456151811085345	752	250	[(1, 251)]	[(26043, 26795)]	[(1, 251)]		False
contig_7 [gcode=11] [topology=linear]	UWI283P	22532	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	22532	257	100.0	3.417361974081307	770	256	[(1, 257)]	[(14046, 14816)]	[(1, 257)]		False
contig_8 [gcode=11] [topology=linear]	UWI283P	30414	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30414	251	100.0	2.4429539028079175	743	247	[(1, 248)]	[(26281, 27024)]	[(1, 248)]		False
contig_9 [gcode=11] [topology=linear]	UWI283P	17010	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17010	246	100.0	4.262198706643152	725	241	[(1, 242)]	[(13453, 14178)]	[(1, 242)]		False
