contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI41H	914354	NE_5261_chromosome_ParA_2	chromosome	NE_5261	914354	380	100.0	0.11997541433624176	1097	365	[(1, 366)]	[(368887, 369984)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI41H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(5808, 6560)]	[(1, 251)]		False
contig_11 [gcode=11] [topology=linear]	URI41H	30141	B379_chromosome_ParA_5	chromosome	B379	30141	262	100.0	2.6044258651006933	785	261	[(1, 262)]	[(1807, 2592)]	[(1, 262)]		False
contig_12 [gcode=11] [topology=linear]	URI41H	29838	M32_B31_cp32-6_ParA_X	cp32-6	M32	29838	249	100.0	2.500167571553053	746	248	[(1, 249)]	[(16915, 17661)]	[(1, 249)]		False
contig_13 [gcode=11] [topology=linear]	URI41H	29805	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29805	255	100.0	2.5633283006207015	764	254	[(1, 255)]	[(23134, 23898)]	[(1, 255)]		False
contig_14 [gcode=11] [topology=linear]	URI41H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.28319118424032	605	201	[(1, 202)]	[(3, 608)]	[(1, 202)]		False
contig_15 [gcode=11] [topology=linear]	URI41H	25279	I21_B31_lp28-4_ParA_X	lp28-4	I21	25279	250	100.0	2.9629336603504886	749	249	[(1, 250)]	[(12966, 13715)]	[(1, 250)]		False
contig_16 [gcode=11] [topology=linear]	URI41H	24172	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24172	252	100.0	3.1234486182359755	755	251	[(1, 252)]	[(11994, 12749)]	[(1, 252)]		False
contig_17 [gcode=11] [topology=linear]	URI41H	13474				13474										False
contig_18 [gcode=11] [topology=linear]	URI41H	2221	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	2221	252	100.0	33.99369653309321	755	251	[(1, 252)]	[(154, 909)]	[(1, 252)]		False
