assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
B500P	contig_1 [gcode=11] [topology=linear]	903660	B500_chromosome_ParA_2	chromosome	B500	903660	380	100.0	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]
B500P	contig_1 [gcode=11] [topology=linear]	903660	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	903660	380	99.72527472527473	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]
B500P	contig_1 [gcode=11] [topology=linear]	903660	B379_chromosome_ParA_2	chromosome	B379	903660	380	99.45054945054946	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]
B500P	contig_1 [gcode=11] [topology=linear]	903660	NE_5261_chromosome_ParA_2	chromosome	NE_5261	903660	380	99.45054945054946	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]
B500P	contig_1 [gcode=11] [topology=linear]	903660	80a_chromosome_ParA_2	chromosome	80a	903660	380	99.45054945054946	0.12073124847841	1091	363	[(1, 364)]	[(368949, 370040)]	[(1, 364)]
B500P	contig_2 [gcode=11] [topology=linear]	26512	WI91-23_cp26_ParA_1	cp26	WI91-23	26512	253	100.0	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]
B500P	contig_2 [gcode=11] [topology=linear]	26512	RS04350_B331_B331_cp26_ParA_X	cp26	RS04350	26512	253	99.60474308300395	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]
B500P	contig_2 [gcode=11] [topology=linear]	26512	RS05220_29805_29805_cp26_ParA_X	cp26	RS05220	26512	253	99.2094861660079	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]
B500P	contig_2 [gcode=11] [topology=linear]	26512	RS06135_N40_N40_cp26_ParA_X	cp26	RS06135	26512	253	98.02371541501977	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]
B500P	contig_2 [gcode=11] [topology=linear]	26512	N40_cp26_ParA_1	cp26	N40	26512	253	98.41897233201581	2.85908267954134	758	252	[(1, 253)]	[(19688, 20446)]	[(1, 253)]
B500P	contig_3 [gcode=11] [topology=linear]	30189	RS04790_B331_B331_cp32_10_ParA_X	cp32-10	RS04790	30189	246	100.0	2.441286561330286	737	245	[(1, 246)]	[(29082, 29819)]	[(1, 246)]
B500P	contig_3 [gcode=11] [topology=linear]	30189	S35_B31_cp32-3_ParA_X	cp32-3	S35	30189	246	99.59349593495935	2.441286561330286	737	245	[(1, 246)]	[(29082, 29819)]	[(1, 246)]
B500P	contig_3 [gcode=11] [topology=linear]	30189	RS05790_72a_72a_lp32-3_ParA_X	lp32-3	RS05790	30189	246	96.34146341463415	2.441286561330286	737	245	[(1, 246)]	[(29082, 29819)]	[(1, 246)]
B500P	contig_3 [gcode=11] [topology=linear]	30189	RS06375_CA-11.2A_CA-11.2A_cp32-3_ParA_X	cp32-3	RS06375	30189	246	93.08943089430895	2.441286561330286	737	245	[(1, 246)]	[(29082, 29819)]	[(1, 246)]
B500P	contig_4 [gcode=11] [topology=linear]	30176	B500_cp32-11_ParA_1	cp32-11	B500	30176	252	100.0	2.5019883351007426	755	251	[(1, 252)]	[(23339, 24094)]	[(1, 252)]
B500P	contig_4 [gcode=11] [topology=linear]	30176	RS06040_WI91-23_WI91-23_cp32-11_ParA_X	cp32-11	RS06040	30176	252	99.60317460317461	2.5019883351007426	755	251	[(1, 252)]	[(23339, 24094)]	[(1, 252)]
B500P	contig_4 [gcode=11] [topology=linear]	30176	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30176	252	99.20634920634922	2.5019883351007426	755	251	[(1, 252)]	[(23339, 24094)]	[(1, 252)]
