contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP161191.1 Borreliella burgdorferi strain B31 chromosome, complete genome	GCF_040790805.1_ASM4079080v1_genomic	907880	NE_5261_chromosome_ParA_2	chromosome	NE_5261	907880	380	100.0	0.12083094682116578	1097	365	[(1, 366)]	[(368118, 369215)]	[(1, 366)]		False
NZ_CP161192.1 Borreliella burgdorferi strain B31 plasmid lp54, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	53670	A20_B31_lp54_ParA_X	lp54	A20	53670	250	100.0	1.3955654928265326	749	249	[(1, 250)]	[(13557, 14306)]	[(1, 250)]		False
NZ_CP161193.1 Borreliella burgdorferi strain B31 plasmid lp36, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	36921	K21_B31_lp36_ParA_X	lp36	K21	36921	249	100.0	1.9717775791554943	728	242	[(1, 243)]	[(13635, 14363)]	[(1, 243)]		False
NZ_CP161194.1 Borreliella burgdorferi strain B31 plasmid cp32-5, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	30678	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30678	257	100.0	2.5099419779646652	770	256	[(1, 257)]	[(20765, 21535)]	[(1, 257)]		False
NZ_CP161195.1 Borreliella burgdorferi strain B31 plasmid cp32-4, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	30468	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30468	251	100.0	2.4681633188919525	752	250	[(1, 251)]	[(20608, 21360)]	[(1, 251)]		False
NZ_CP161196.1 Borreliella burgdorferi strain B31 plasmid lp28-1, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	30068	F24_B31_lp28-1_ParA_X	lp28-1	F24	30068	254	100.0	2.5309298922442465	761	253	[(1, 254)]	[(13799, 14560)]	[(1, 254)]	lp28-1*	True
NZ_CP161197.1 Borreliella burgdorferi strain B31 plasmid lp28-2, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	29924	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29924	255	100.0	2.5531346076727712	764	254	[(1, 255)]	[(6020, 6784)]	[(1, 255)]		False
NZ_CP161198.1 Borreliella burgdorferi strain B31 plasmid lp28-3, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	28636	H28_B31_lp28-3_ParA_X	lp28-3	H28	28636	251	100.0	2.6260650928900686	752	250	[(1, 251)]	[(17966, 18718)]	[(1, 251)]		False
NZ_CP161199.1 Borreliella burgdorferi strain B31 plasmid cp26, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False
NZ_CP161200.1 Borreliella burgdorferi strain B31 plasmid lp17, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	16930	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16930	246	100.0	4.282339043118724	725	241	[(1, 242)]	[(13369, 14094)]	[(1, 242)]		False
NZ_CP161201.1 Borreliella burgdorferi strain B31 plasmid cp32-3, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	12666	S35_B31_cp32-3_ParA_X	cp32-3	S35	12666	246	100.0	5.818727301436918	737	245	[(1, 246)]	[(5080, 5817)]	[(1, 246)]		False
NZ_CP161202.1 Borreliella burgdorferi strain B31 plasmid cp32-9, complete sequence	GCF_040790805.1_ASM4079080v1_genomic	12294	N32_B31_cp32-9_ParA_X	cp32-9	N32	12294	251	100.0	6.04359850333496	743	247	[(1, 248)]	[(4054, 4797)]	[(1, 248)]		False
