contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UCT109H	910570	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910570	380	100.0	0.12047398882018956	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UCT109H	30866	B500_cp32-5_ParA_1	cp32-5	B500	30866	257	98.83268482490273	2.4946543121881684	770	256	[(1, 257)]	[(10785, 11555)]	[(1, 257)]		False
contig_11 [gcode=11] [topology=linear]	UCT109H	30652	N32_B31_cp32-9_ParA_X	cp32-9	N32	30652	251	100.0	2.4239853843142374	743	247	[(1, 248)]	[(20415, 21158)]	[(1, 248)]		False
contig_12 [gcode=11] [topology=linear]	UCT109H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(14683, 15435)]	[(1, 251)]		False
contig_13 [gcode=11] [topology=linear]	UCT109H	30222	S35_B31_cp32-3_ParA_X	cp32-3	S35	30222	246	100.0	2.438620872212296	737	245	[(1, 246)]	[(14420, 15157)]	[(1, 246)]		False
contig_14 [gcode=11] [topology=linear]	UCT109H	29838	M32_B31_cp32-6_ParA_X	cp32-6	M32	29838	249	100.0	2.500167571553053	746	248	[(1, 249)]	[(14680, 15426)]	[(1, 249)]		False
contig_15 [gcode=11] [topology=linear]	UCT109H	28108	H28_B31_lp28-3_ParA_X	lp28-3	H28	28108	251	100.0	2.6753949053650206	752	250	[(1, 251)]	[(16261, 17013)]	[(1, 251)]		False
contig_16 [gcode=11] [topology=linear]	UCT109H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(7930, 8688)]	[(1, 253)]		False
contig_17 [gcode=11] [topology=linear]	UCT109H	22043	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22043	246	100.0	6.5780519892936535	1450	241	[(1, 242)]	[(71, 796), (6469, 7194)]	[(1, 242), (1, 242)]	lp17*	True
contig_18 [gcode=11] [topology=linear]	UCT109H	876				876										False
contig_19 [gcode=11] [topology=linear]	UCT109H	875				875										False
contig_2 [gcode=11] [topology=linear]	UCT109H	56477	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	56477	255	100.0	1.3527630716929016	764	254	[(1, 255)]	[(5961, 6725)]	[(1, 255)]	lp28-2:::lp28-4	True
contig_20 [gcode=11] [topology=linear]	UCT109H	807				807										False
contig_21 [gcode=11] [topology=linear]	UCT109H	434				434										False
contig_22 [gcode=11] [topology=linear]	UCT109H	304				304										False
contig_23 [gcode=11] [topology=linear]	UCT109H	178				178										False
contig_24 [gcode=11] [topology=linear]	UCT109H	159				159										False
contig_25 [gcode=11] [topology=linear]	UCT109H	151				151										False
contig_26 [gcode=11] [topology=linear]	UCT109H	148				148										False
contig_27 [gcode=11] [topology=linear]	UCT109H	119				119										False
contig_28 [gcode=11] [topology=linear]	UCT109H	101				101										False
contig_3 [gcode=11] [topology=linear]	UCT109H	53602	A20_B31_lp54_ParA_X	lp54	A20	53602	250	100.0	1.3973359203014812	749	249	[(1, 250)]	[(39301, 40050)]	[(1, 250)]		False
contig_4 [gcode=11] [topology=linear]	UCT109H	48783	Q40_B31_lp56_ParA_X	lp56	Q40	48783	251	100.0	1.541520611688498	752	250	[(1, 251)]	[(22070, 22822)]	[(1, 251)]		False
contig_5 [gcode=11] [topology=linear]	UCT109H	44101	J17_B31_lp38_ParA_X	lp38	J17	44101	245	100.0	1.6643613523502867	734	244	[(1, 245)]	[(11156, 11890)]	[(1, 245)]		False
contig_6 [gcode=11] [topology=linear]	UCT109H	34480	K21_B31_lp36_ParA_X	lp36	K21	34480	249	100.0	2.111368909512761	728	242	[(1, 243)]	[(20177, 20905)]	[(1, 243)]		False
contig_7 [gcode=11] [topology=linear]	UCT109H	32634	F24_B31_lp28-1_ParA_X	lp28-1	F24	32634	254	100.0	2.3319237604951892	761	253	[(1, 254)]	[(14151, 14912)]	[(1, 254)]	lp28-1*	True
contig_8 [gcode=11] [topology=linear]	UCT109H	31823	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	31823	252	100.0	2.372497878892625	755	251	[(1, 252)]	[(11435, 12190)]	[(1, 252)]		False
contig_9 [gcode=11] [topology=linear]	UCT109H	31229	O32_B31_cp32-7_ParA_X	cp32-7	O32	31229	249	100.0	2.388805277146242	746	248	[(1, 249)]	[(21546, 22292)]	[(1, 249)]		False
