contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI42H	910587	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910587	380	100.0	0.12047173965804477	1097	365	[(1, 366)]	[(368865, 369962)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI42H	30296	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30296	251	100.0	2.482175864800634	752	250	[(1, 251)]	[(20390, 21142)]	[(1, 251)]		False
contig_11 [gcode=11] [topology=linear]	URI42H	30270	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30270	252	100.0	2.4942186983812356	755	251	[(1, 252)]	[(28867, 29622)]	[(1, 252)]		False
contig_12 [gcode=11] [topology=linear]	URI42H	30223	S35_B31_cp32-3_ParA_X	cp32-3	S35	30223	246	100.0	2.4385401846276014	737	245	[(1, 246)]	[(26130, 26867)]	[(1, 246)]		False
contig_13 [gcode=11] [topology=linear]	URI42H	29948	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29948	255	100.0	2.5510885534927206	764	254	[(1, 255)]	[(6031, 6795)]	[(1, 255)]		False
contig_14 [gcode=11] [topology=linear]	URI42H	28159	H28_B31_lp28-3_ParA_X	lp28-3	H28	28159	251	100.0	2.6705493803046982	752	250	[(1, 251)]	[(11095, 11847)]	[(1, 251)]		False
contig_15 [gcode=11] [topology=linear]	URI42H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(16823, 17581)]	[(1, 253)]		False
contig_16 [gcode=11] [topology=linear]	URI42H	22110	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22110	246	100.0	6.558118498417007	1450	241	[(1, 242)]	[(14910, 15635), (21310, 22035)]	[(1, 242), (1, 242)]	lp17*	True
contig_17 [gcode=11] [topology=linear]	URI42H	15745				15745										False
contig_18 [gcode=11] [topology=linear]	URI42H	7284	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	7284	257	100.0	10.57111477210324	770	256	[(1, 257)]	[(121, 891)]	[(1, 257)]		False
contig_19 [gcode=11] [topology=linear]	URI42H	2070				2070										False
contig_2 [gcode=11] [topology=linear]	URI42H	57475	Q40_B31_lp56_ParA_X	lp56	Q40	57475	251	100.0	1.3083949543279687	752	250	[(1, 251)]	[(4733, 5485)]	[(1, 251)]		False
contig_20 [gcode=11] [topology=linear]	URI42H	1918				1918										False
contig_21 [gcode=11] [topology=linear]	URI42H	1480				1480										False
contig_22 [gcode=11] [topology=linear]	URI42H	1241				1241										False
contig_23 [gcode=11] [topology=linear]	URI42H	1150				1150										False
contig_24 [gcode=11] [topology=linear]	URI42H	1026				1026										False
contig_25 [gcode=11] [topology=linear]	URI42H	1002				1002										False
contig_26 [gcode=11] [topology=linear]	URI42H	912				912										False
contig_27 [gcode=11] [topology=linear]	URI42H	904				904										False
contig_28 [gcode=11] [topology=linear]	URI42H	886				886										False
contig_29 [gcode=11] [topology=linear]	URI42H	788				788										False
contig_3 [gcode=11] [topology=linear]	URI42H	53701	A20_B31_lp54_ParA_X	lp54	A20	53701	250	100.0	1.3947598741178004	749	249	[(1, 250)]	[(13550, 14299)]	[(1, 250)]		False
contig_30 [gcode=11] [topology=linear]	URI42H	767				767										False
contig_31 [gcode=11] [topology=linear]	URI42H	729				729										False
contig_32 [gcode=11] [topology=linear]	URI42H	659				659										False
contig_33 [gcode=11] [topology=linear]	URI42H	605				605										False
contig_34 [gcode=11] [topology=linear]	URI42H	574				574										False
contig_35 [gcode=11] [topology=linear]	URI42H	566				566										False
contig_36 [gcode=11] [topology=linear]	URI42H	564				564										False
contig_37 [gcode=11] [topology=linear]	URI42H	465				465										False
contig_38 [gcode=11] [topology=linear]	URI42H	403				403										False
contig_39 [gcode=11] [topology=linear]	URI42H	400				400										False
contig_4 [gcode=11] [topology=linear]	URI42H	34540	K21_B31_lp36_ParA_X	lp36	K21	34540	249	100.0	2.107701215981471	728	242	[(1, 243)]	[(20177, 20905)]	[(1, 243)]		False
contig_40 [gcode=11] [topology=linear]	URI42H	400				400										False
contig_41 [gcode=11] [topology=linear]	URI42H	400				400										False
contig_42 [gcode=11] [topology=linear]	URI42H	384				384										False
contig_43 [gcode=11] [topology=linear]	URI42H	363				363										False
contig_44 [gcode=11] [topology=linear]	URI42H	304				304										False
contig_45 [gcode=11] [topology=linear]	URI42H	285				285										False
contig_46 [gcode=11] [topology=linear]	URI42H	285				285										False
contig_47 [gcode=11] [topology=linear]	URI42H	285				285										False
contig_48 [gcode=11] [topology=linear]	URI42H	284				284										False
contig_49 [gcode=11] [topology=linear]	URI42H	271				271										False
contig_5 [gcode=11] [topology=linear]	URI42H	33453	F24_B31_lp28-1_ParA_X	lp28-1	F24	33453	254	100.0	2.274833348279676	761	253	[(1, 254)]	[(14748, 15509)]	[(1, 254)]	lp28-1*	True
contig_50 [gcode=11] [topology=linear]	URI42H	237				237										False
contig_51 [gcode=11] [topology=linear]	URI42H	227				227										False
contig_52 [gcode=11] [topology=linear]	URI42H	207				207										False
contig_53 [gcode=11] [topology=linear]	URI42H	206				206										False
contig_54 [gcode=11] [topology=linear]	URI42H	193				193										False
contig_55 [gcode=11] [topology=linear]	URI42H	180				180										False
contig_56 [gcode=11] [topology=linear]	URI42H	174				174										False
contig_57 [gcode=11] [topology=linear]	URI42H	172				172										False
contig_58 [gcode=11] [topology=linear]	URI42H	161				161										False
contig_59 [gcode=11] [topology=linear]	URI42H	161				161										False
contig_6 [gcode=11] [topology=linear]	URI42H	31828	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	31828	252	100.0	2.3721251728038206	755	251	[(1, 252)]	[(19621, 20376)]	[(1, 252)]		False
contig_60 [gcode=11] [topology=linear]	URI42H	158				158										False
contig_61 [gcode=11] [topology=linear]	URI42H	156				156										False
contig_62 [gcode=11] [topology=linear]	URI42H	148				148										False
contig_63 [gcode=11] [topology=linear]	URI42H	147				147										False
contig_64 [gcode=11] [topology=linear]	URI42H	142				142										False
contig_65 [gcode=11] [topology=linear]	URI42H	141				141										False
contig_66 [gcode=11] [topology=linear]	URI42H	130				130										False
contig_67 [gcode=11] [topology=linear]	URI42H	128				128										False
contig_68 [gcode=11] [topology=linear]	URI42H	128				128										False
contig_69 [gcode=11] [topology=linear]	URI42H	122				122										False
contig_7 [gcode=11] [topology=linear]	URI42H	31250	O32_B31_cp32-7_ParA_X	cp32-7	O32	31250	249	100.0	2.3872	746	248	[(1, 249)]	[(27183, 27929)]	[(1, 249)]		False
contig_70 [gcode=11] [topology=linear]	URI42H	114				114										False
contig_71 [gcode=11] [topology=linear]	URI42H	114				114										False
contig_72 [gcode=11] [topology=linear]	URI42H	110				110										False
contig_73 [gcode=11] [topology=linear]	URI42H	105				105										False
contig_74 [gcode=11] [topology=linear]	URI42H	103				103										False
contig_8 [gcode=11] [topology=linear]	URI42H	30746	M32_B31_cp32-6_ParA_X	cp32-6	M32	30746	249	100.0	2.42633188056983	746	248	[(1, 249)]	[(19716, 20462)]	[(1, 249)]		False
contig_9 [gcode=11] [topology=linear]	URI42H	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(26840, 27583)]	[(1, 248)]		False
