assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	B379_chromosome_ParA_2	chromosome	B379	434789	380	99.72677595628416	0.2523062910975209	1097	365	[(1, 366)]	[(368488, 369585)]	[(1, 366)]
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	80a_chromosome_ParA_2	chromosome	80a	434789	380	99.72677595628416	0.2523062910975209	1097	365	[(1, 366)]	[(368488, 369585)]	[(1, 366)]
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	NE_5261_chromosome_ParA_2	chromosome	NE_5261	434789	380	99.72677595628416	0.2523062910975209	1097	365	[(1, 366)]	[(368488, 369585)]	[(1, 366)]
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	B500_chromosome_ParA_2	chromosome	B500	434789	380	99.72527472527473	0.25092631138322263	1091	363	[(1, 364)]	[(368488, 369579)]	[(1, 364)]
ESI425H	contig_1 [gcode=11] [topology=linear]	434789	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	434789	380	99.45054945054946	0.25092631138322263	1091	363	[(1, 364)]	[(368488, 369579)]	[(1, 364)]
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	RS01390_WI91-23_WI91-23_lp56_ParA_X	lp56	RS01390	342816	323	100.0	0.2823672173994212	968	322	[(1, 323)]	[(214282, 215250)]	[(1, 323)]
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	NE_5261_chromosome_ParA_4	chromosome	NE_5261	342816	323	99.69040247678018	0.2823672173994212	968	322	[(1, 323)]	[(214282, 215250)]	[(1, 323)]
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	RS04285_29805_29805_lp54_ParA_X	lp54	RS04285	342816	323	99.69040247678018	0.2823672173994212	968	322	[(1, 323)]	[(214282, 215250)]	[(1, 323)]
ESI425H	contig_2 [gcode=11] [topology=linear]	342816	B379_chromosome_ParA_4	chromosome	B379	342816	323	99.38080495356037	0.2823672173994212	968	322	[(1, 323)]	[(214282, 215250)]	[(1, 323)]
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	RS03465_29805_29805_lp54_ParA_X	lp54	RS03465	108461	250	100.0	0.6905708042522196	749	249	[(1, 250)]	[(99834, 100583)]	[(1, 250)]
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	NE_5248_chromosome_ParA_3	chromosome	NE_5248	108461	250	99.6	0.6905708042522196	749	249	[(1, 250)]	[(99834, 100583)]	[(1, 250)]
ESI425H	contig_3 [gcode=11] [topology=linear]	108461	RS00875_WI91-23_WI91-23_lp56_ParA_X	lp56	RS00875	108461	250	99.2	0.6905708042522196	749	249	[(1, 250)]	[(99834, 100583)]	[(1, 250)]
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	56468	250	99.6	1.326414960685698	749	249	[(1, 250)]	[(41113, 41862)]	[(1, 250)]
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	RS05970_CA-11.2A_CA-11.2A_lp36-28-4_ParA_X	lp36-28-4	RS05970	56468	250	99.2	1.326414960685698	749	249	[(1, 250)]	[(41113, 41862)]	[(1, 250)]
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	I21_B31_lp28-4_ParA_X	lp28-4	I21	56468	250	98.4	1.326414960685698	749	249	[(1, 250)]	[(41113, 41862)]	[(1, 250)]
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	56468	249	100.0	1.2892257561804916	728	242	[(1, 243)]	[(16496, 17224)]	[(1, 243)]
ESI425H	contig_4 [gcode=11] [topology=linear]	56468	K21_B31_lp36_ParA_X	lp36	K21	56468	249	99.58847736625515	1.2892257561804916	728	242	[(1, 243)]	[(16496, 17224)]	[(1, 243)]
ESI425H	contig_5 [gcode=11] [topology=linear]	52616	A20_B31_lp54_ParA_X	lp54	A20	52616	250	100.0	1.4235213623232477	749	249	[(1, 250)]	[(38312, 39061)]	[(1, 250)]
ESI425H	contig_6 [gcode=11] [topology=linear]	30871	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30871	251	99.59677419354838	2.4067895435845936	743	247	[(1, 248)]	[(13407, 14150)]	[(1, 248)]
ESI425H	contig_6 [gcode=11] [topology=linear]	30871	N32_B31_cp32-9_ParA_X	cp32-9	N32	30871	251	99.19354838709677	2.4067895435845936	743	247	[(1, 248)]	[(13407, 14150)]	[(1, 248)]
ESI425H	contig_7 [gcode=11] [topology=linear]	30428	O32_B31_cp32-7_ParA_X	cp32-7	O32	30428	249	100.0	2.4516892336006313	746	248	[(1, 249)]	[(19896, 20642)]	[(1, 249)]
ESI425H	contig_7 [gcode=11] [topology=linear]	30428	RS06545_29805_29805_cp32-7_ParA_X	cp32-7	RS06545	30428	249	100.0	2.441829893519127	743	247	[(1, 248)]	[(19896, 20639)]	[(1, 248)]
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	Q40_B31_lp56_ParA_X	lp56	Q40	29638	251	99.60159362549801	2.537283217491059	752	250	[(1, 251)]	[(13376, 14128)]	[(1, 251)]
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	RS05810_94a_94a_cp32-10_ParA_X	cp32-10	RS05810	29638	251	99.20318725099602	2.537283217491059	752	250	[(1, 251)]	[(13376, 14128)]	[(1, 251)]
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	29638	251	99.20318725099602	2.537283217491059	752	250	[(1, 251)]	[(13376, 14128)]	[(1, 251)]
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	RS06010_72a_72a_cp32-10_ParA_X	cp32-10	RS06010	29638	251	98.80478087649402	2.537283217491059	752	250	[(1, 251)]	[(13376, 14128)]	[(1, 251)]
ESI425H	contig_8 [gcode=11] [topology=linear]	29638	RS05285_CA-11.2A_CA-11.2A_cp32-10_ParA_X	cp32-10	RS05285	29638	251	98.40637450199203	2.537283217491059	752	250	[(1, 251)]	[(13376, 14128)]	[(1, 251)]
