contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY1038P	915733	B379_chromosome_ParA_2	chromosome	B379	915733	380	100.0	0.11979474366436504	1097	365	[(1, 366)]	[(368566, 369663)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY1038P	17987	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17987	246	100.0	4.03068883082226	725	241	[(1, 242)]	[(2834, 3559)]	[(1, 242)]		False
contig_11 [gcode=11] [topology=linear]	UNY1038P	24963	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24963	252	100.0	3.024476224812723	755	251	[(1, 252)]	[(11839, 12594)]	[(1, 252)]		False
contig_12 [gcode=11] [topology=linear]	UNY1038P	26726	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	26726	254	100.0	2.847414502731423	761	253	[(1, 254)]	[(9770, 10531)]	[(1, 254)]		False
contig_13 [gcode=11] [topology=linear]	UNY1038P	28867	H28_B31_lp28-3_ParA_X	lp28-3	H28	28867	251	100.0	2.6050507499913396	752	250	[(1, 251)]	[(18026, 18778)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UNY1038P	29870	I21_B31_lp28-4_ParA_X	lp28-4	I21	29870	250	100.0	2.507532641446267	749	249	[(1, 250)]	[(14439, 15188)]	[(1, 250)]		False
contig_15 [gcode=11] [topology=linear]	UNY1038P	27873	B379_lp28-5_ParA_1	lp28-5	B379	27873	247	100.0	2.6548990062067235	740	246	[(1, 247)]	[(19792, 20532)]	[(1, 247)]		False
contig_16 [gcode=11] [topology=linear]	UNY1038P	26814	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	26814	251	100.0	2.8045051092712763	752	250	[(1, 251)]	[(2967, 3719)]	[(1, 251)]		False
contig_17 [gcode=11] [topology=linear]	UNY1038P	20343	K21_B31_lp36_ParA_X	lp36	K21	20343	249	100.0	3.578626554588802	728	242	[(1, 243)]	[(11053, 11781)]	[(1, 243)]		False
contig_18 [gcode=11] [topology=linear]	UNY1038P	30317	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30317	245	100.0	2.4210838803311674	734	244	[(1, 245)]	[(4741, 5475)]	[(1, 245)]		False
contig_19 [gcode=11] [topology=linear]	UNY1038P	53834	A20_B31_lp54_ParA_X	lp54	A20	53834	250	100.0	1.3913140394546197	749	249	[(1, 250)]	[(13604, 14353)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UNY1038P	26514	JD1_cp26_ParA_1	cp26	JD1	26514	253	100.0	2.8588670136531644	758	252	[(1, 253)]	[(23645, 24403)]	[(1, 253)]		False
contig_3 [gcode=11] [topology=linear]	UNY1038P	30286	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30286	252	100.0	2.492901010367827	755	251	[(1, 252)]	[(15259, 16014)]	[(1, 252)]		False
contig_4 [gcode=11] [topology=linear]	UNY1038P	30795	297_cp32-12_ParA_X	cp32-12	297	30795	260	100.0	2.5296314336742975	779	259	[(1, 260)]	[(16411, 17190)]	[(1, 260)]		False
contig_5 [gcode=11] [topology=linear]	UNY1038P	30301	B379_cp32-2_ParA_1	cp32-2	B379	30301	251	100.0	2.481766278340649	752	250	[(1, 251)]	[(16410, 17162)]	[(1, 251)]		False
contig_6 [gcode=11] [topology=linear]	UNY1038P	30641	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30641	249	100.0	2.43464638882543	746	248	[(1, 249)]	[(3686, 4432)]	[(1, 249)]		False
contig_7 [gcode=11] [topology=linear]	UNY1038P	21165	O32_B31_cp32-7_ParA_X	cp32-7	O32	21165	249	100.0	3.524686983227026	746	248	[(1, 249)]	[(11871, 12617)]	[(1, 249)]		False
contig_8 [gcode=11] [topology=linear]	UNY1038P	21172	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	21172	251	100.0	3.509351974305687	743	247	[(1, 248)]	[(15115, 15858)]	[(1, 248)]		False
contig_9 [gcode=11] [topology=linear]	UNY1038P	9394				9394										False
