assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
UNY1032P	contig_1 [gcode=11] [topology=linear]	910572	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910572	380	100.0	0.12047372420851948	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]
UNY1032P	contig_1 [gcode=11] [topology=linear]	910572	B379_chromosome_ParA_2	chromosome	B379	910572	380	99.4535519125683	0.12047372420851948	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]
UNY1032P	contig_1 [gcode=11] [topology=linear]	910572	80a_chromosome_ParA_2	chromosome	80a	910572	380	99.4535519125683	0.12047372420851948	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]
UNY1032P	contig_1 [gcode=11] [topology=linear]	910572	B500_chromosome_ParA_2	chromosome	B500	910572	380	99.45054945054946	0.11981479773153579	1091	363	[(1, 364)]	[(368726, 369817)]	[(1, 364)]
UNY1032P	contig_1 [gcode=11] [topology=linear]	910572	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	910572	380	99.17582417582418	0.11981479773153579	1091	363	[(1, 364)]	[(368726, 369817)]	[(1, 364)]
UNY1032P	contig_2 [gcode=11] [topology=linear]	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]
UNY1032P	contig_2 [gcode=11] [topology=linear]	26498	B12_B31_cp26_ParA_X	cp26	B12	26498	253	99.60474308300395	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]
UNY1032P	contig_2 [gcode=11] [topology=linear]	26498	MM1_cp26_ParA_1	cp26	MM1	26498	253	99.60474308300395	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]
UNY1032P	contig_2 [gcode=11] [topology=linear]	26498	RS00680_MM1_plsm_cp26_ParA_X	cp26	RS00680	26498	253	99.2094861660079	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]
UNY1032P	contig_2 [gcode=11] [topology=linear]	26498	N40_cp26_ParA_1	cp26	N40	26498	253	99.2094861660079	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]
UNY1032P	contig_3 [gcode=11] [topology=linear]	30870	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30870	252	100.0	2.4457402008422413	755	251	[(1, 252)]	[(14006, 14761)]	[(1, 252)]
UNY1032P	contig_3 [gcode=11] [topology=linear]	30870	RS06040_WI91-23_WI91-23_cp32-11_ParA_X	cp32-11	RS06040	30870	252	99.60317460317461	2.4457402008422413	755	251	[(1, 252)]	[(14006, 14761)]	[(1, 252)]
UNY1032P	contig_3 [gcode=11] [topology=linear]	30870	B500_cp32-11_ParA_1	cp32-11	B500	30870	252	99.20634920634922	2.4457402008422413	755	251	[(1, 252)]	[(14006, 14761)]	[(1, 252)]
UNY1032P	contig_4 [gcode=11] [topology=linear]	30223	S35_B31_cp32-3_ParA_X	cp32-3	S35	30223	246	100.0	2.4385401846276014	737	245	[(1, 246)]	[(22504, 23241)]	[(1, 246)]
UNY1032P	contig_4 [gcode=11] [topology=linear]	30223	RS04790_B331_B331_cp32_10_ParA_X	cp32-10	RS04790	30223	246	99.59349593495935	2.4385401846276014	737	245	[(1, 246)]	[(22504, 23241)]	[(1, 246)]
UNY1032P	contig_4 [gcode=11] [topology=linear]	30223	RS05790_72a_72a_lp32-3_ParA_X	lp32-3	RS05790	30223	246	96.7479674796748	2.4385401846276014	737	245	[(1, 246)]	[(22504, 23241)]	[(1, 246)]
UNY1032P	contig_4 [gcode=11] [topology=linear]	30223	RS06375_CA-11.2A_CA-11.2A_cp32-3_ParA_X	cp32-3	RS06375	30223	246	93.4959349593496	2.4385401846276014	737	245	[(1, 246)]	[(22504, 23241)]	[(1, 246)]
UNY1032P	contig_5 [gcode=11] [topology=linear]	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]
UNY1032P	contig_5 [gcode=11] [topology=linear]	30299	RS06370_72a_72a_cp32-1_ParA_X	cp32-1	RS06370	30299	251	99.60159362549801	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]
UNY1032P	contig_5 [gcode=11] [topology=linear]	30299	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	30299	251	99.20318725099602	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]
UNY1032P	contig_5 [gcode=11] [topology=linear]	30299	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	30299	251	99.20318725099602	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]
UNY1032P	contig_5 [gcode=11] [topology=linear]	30299	B379_cp32-2_ParA_1	cp32-2	B379	30299	251	98.80478087649402	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]
UNY1032P	contig_6 [gcode=11] [topology=linear]	30748	B500_cp32-5_ParA_1	cp32-5	B500	30748	257	98.83268482490273	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]
UNY1032P	contig_6 [gcode=11] [topology=linear]	30748	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30748	257	98.83268482490273	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]
UNY1032P	contig_6 [gcode=11] [topology=linear]	30748	RS06275_WI91-23_WI91-23_cp32-5_ParA_X	cp32-5	RS06275	30748	257	98.44357976653697	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]
UNY1032P	contig_6 [gcode=11] [topology=linear]	30748	RS05610_72a_72a_cp32-5_ParA_X	cp32-5	RS05610	30748	257	98.44357976653697	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]
UNY1032P	contig_6 [gcode=11] [topology=linear]	30748	RS06160_118a_118a_cp32-5_ParA_X	cp32-5	RS06160	30748	257	98.0544747081712	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]
UNY1032P	contig_7 [gcode=11] [topology=linear]	29838	M32_B31_cp32-6_ParA_X	cp32-6	M32	29838	249	100.0	2.500167571553053	746	248	[(1, 249)]	[(26431, 27177)]	[(1, 249)]
UNY1032P	contig_7 [gcode=11] [topology=linear]	29838	RS05165_118a_118a_cp32-6_ParA_X	cp32-6	RS05165	29838	249	99.59839357429718	2.500167571553053	746	248	[(1, 249)]	[(26431, 27177)]	[(1, 249)]
UNY1032P	contig_7 [gcode=11] [topology=linear]	29838	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	29838	249	99.59839357429718	2.500167571553053	746	248	[(1, 249)]	[(26431, 27177)]	[(1, 249)]
UNY1032P	contig_8 [gcode=11] [topology=linear]	30650	N32_B31_cp32-9_ParA_X	cp32-9	N32	30650	251	100.0	2.4241435562805873	743	247	[(1, 248)]	[(17066, 17809)]	[(1, 248)]
UNY1032P	contig_8 [gcode=11] [topology=linear]	30650	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30650	251	99.59677419354838	2.4241435562805873	743	247	[(1, 248)]	[(17066, 17809)]	[(1, 248)]
