contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP161091.1 Borreliella burgdorferi strain Bb16-134 chromosome, complete genome	GCF_040790755.1_ASM4079075v1_genomic	902698	B379_chromosome_ParA_2	chromosome	B379	902698	380	99.4535519125683	0.12152458518795876	1097	365	[(1, 366)]	[(368271, 369368)]	[(1, 366)]		False
NZ_CP161092.1 Borreliella burgdorferi strain Bb16-134 plasmid lp54, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	54723	A20_B31_lp54_ParA_X	lp54	A20	54723	250	100.0	1.3687115106993404	749	249	[(1, 250)]	[(13556, 14305)]	[(1, 250)]		False
NZ_CP161093.1 Borreliella burgdorferi strain Bb16-134 plasmid lp38, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	39050	RS04825_29805_29805_lp38_ParA_X	lp38	RS04825	39050	245	100.0	1.8796414852752878	734	244	[(1, 245)]	[(11389, 12123)]	[(1, 245)]		False
NZ_CP161094.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-9, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30666	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30666	251	100.0	2.4228787582338747	743	247	[(1, 248)]	[(20805, 21548)]	[(1, 248)]		False
NZ_CP161095.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-13, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30312	RS04795_72a_72a_cp32-13_ParA_X	cp32-13	RS04795	30312	254	100.0	2.510556875164951	761	253	[(1, 254)]	[(20735, 21496)]	[(1, 254)]		False
NZ_CP161096.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-1, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30221	P32_B31_cp32-1_ParA_X	cp32-1	P32	30221	246	100.0	2.4387015651368253	737	245	[(1, 246)]	[(21041, 21778)]	[(1, 246)]		False
NZ_CP161097.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-10, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	30167	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	30167	251	100.0	2.4927901349156363	752	250	[(1, 251)]	[(20941, 21693)]	[(1, 251)]		False
NZ_CP161098.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-2, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29775	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29775	255	100.0	2.5659109991603692	764	254	[(1, 255)]	[(6013, 6777)]	[(1, 255)]		False
NZ_CP161099.1 Borreliella burgdorferi strain Bb16-134 plasmid cp32-8, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29617	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	29617	246	100.0	2.4681770604720263	731	243	[(1, 244)]	[(20703, 21434)]	[(1, 244)]		False
NZ_CP161100.1 Borreliella burgdorferi strain Bb16-134 plasmid lp28-4, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	29570	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	29570	250	100.0	2.532972607372337	749	249	[(1, 250)]	[(14138, 14887)]	[(1, 250)]		False
NZ_CP161101.1 Borreliella burgdorferi strain Bb16-134 plasmid lp36, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	28949	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	28949	249	100.0	2.514767349476666	728	242	[(1, 243)]	[(11209, 11937)]	[(1, 243)]		False
NZ_CP161102.1 Borreliella burgdorferi strain Bb16-134 plasmid cp26, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	26515	N40_cp26_ParA_1	cp26	N40	26515	253	100.0	2.8587591929096736	758	252	[(1, 253)]	[(9286, 10044)]	[(1, 253)]		False
NZ_CP161103.1 Borreliella burgdorferi strain Bb16-134 plasmid lp25, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	24220	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24220	252	100.0	3.1172584640792733	755	251	[(1, 252)]	[(11904, 12659)]	[(1, 252)]		False
NZ_CP161104.1 Borreliella burgdorferi strain Bb16-134 plasmid lp17, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	20583	RS06485_N40_N40_lp17_ParA_X	lp17	RS06485	20583	246	100.0	3.5223242481659622	725	241	[(1, 242)]	[(17027, 17752)]	[(1, 242)]		False
NZ_CP161105.1 Borreliella burgdorferi strain Bb16-134 plasmid cp9, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	8831				8831										False
NZ_CP161106.1 Borreliella burgdorferi strain Bb16-134 plasmid lp5, complete sequence	GCF_040790755.1_ASM4079075v1_genomic	5259				5259										False
