contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY1128P	709546	B379_chromosome_ParA_2	chromosome	B379	709546	380	99.72677595628416	0.15460590292947884	1097	365	[(1, 366)]	[(154796, 155893)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY1128P	27055	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	27055	251	100.0	2.779523193494733	752	250	[(1, 251)]	[(2960, 3712)]	[(1, 251)]		False
contig_100 [gcode=11] [topology=linear]	UNY1128P	244				244										False
contig_101 [gcode=11] [topology=linear]	UNY1128P	240				240										False
contig_102 [gcode=11] [topology=linear]	UNY1128P	240				240										False
contig_103 [gcode=11] [topology=linear]	UNY1128P	234				234										False
contig_104 [gcode=11] [topology=linear]	UNY1128P	232				232										False
contig_105 [gcode=11] [topology=linear]	UNY1128P	228				228										False
contig_106 [gcode=11] [topology=linear]	UNY1128P	228				228										False
contig_107 [gcode=11] [topology=linear]	UNY1128P	225				225										False
contig_108 [gcode=11] [topology=linear]	UNY1128P	225				225										False
contig_109 [gcode=11] [topology=linear]	UNY1128P	222				222										False
contig_11 [gcode=11] [topology=linear]	UNY1128P	25158	JD1_cp26_ParA_1	cp26	JD1	25158	253	100.0	3.0129581047778045	758	252	[(1, 253)]	[(15587, 16345)]	[(1, 253)]		False
contig_110 [gcode=11] [topology=linear]	UNY1128P	221				221										False
contig_111 [gcode=11] [topology=linear]	UNY1128P	221				221										False
contig_112 [gcode=11] [topology=linear]	UNY1128P	221				221										False
contig_113 [gcode=11] [topology=linear]	UNY1128P	220				220										False
contig_114 [gcode=11] [topology=linear]	UNY1128P	216				216										False
contig_115 [gcode=11] [topology=linear]	UNY1128P	216				216										False
contig_116 [gcode=11] [topology=linear]	UNY1128P	216				216										False
contig_117 [gcode=11] [topology=linear]	UNY1128P	214				214										False
contig_118 [gcode=11] [topology=linear]	UNY1128P	214				214										False
contig_119 [gcode=11] [topology=linear]	UNY1128P	213				213										False
