contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI40H	910602	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910602	380	100.0	0.12046975517295151	1097	365	[(1, 366)]	[(368879, 369976)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI40H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(19611, 20363)]	[(1, 251)]		False
contig_11 [gcode=11] [topology=linear]	URI40H	30270	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30270	252	100.0	2.4942186983812356	755	251	[(1, 252)]	[(28866, 29621)]	[(1, 252)]		False
contig_12 [gcode=11] [topology=linear]	URI40H	30232	S35_B31_cp32-3_ParA_X	cp32-3	S35	30232	246	100.0	2.4378142365705213	737	245	[(1, 246)]	[(26139, 26876)]	[(1, 246)]		False
contig_13 [gcode=11] [topology=linear]	URI40H	29740	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29740	255	100.0	2.5689307330195024	764	254	[(1, 255)]	[(5867, 6631)]	[(1, 255)]		False
contig_14 [gcode=11] [topology=linear]	URI40H	28159	H28_B31_lp28-3_ParA_X	lp28-3	H28	28159	251	100.0	2.6705493803046982	752	250	[(1, 251)]	[(11095, 11847)]	[(1, 251)]		False
contig_15 [gcode=11] [topology=linear]	URI40H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(12316, 13074)]	[(1, 253)]		False
contig_16 [gcode=11] [topology=linear]	URI40H	26259	I21_B31_lp28-4_ParA_X	lp28-4	I21	26259	250	100.0	2.8523553829163335	749	249	[(1, 250)]	[(12966, 13715)]	[(1, 250)]		False
contig_17 [gcode=11] [topology=linear]	URI40H	25083	Q40_B31_lp56_ParA_X	lp56	Q40	25083	251	100.0	2.9980464856675835	752	250	[(1, 251)]	[(2174, 2926)]	[(1, 251)]		False
contig_18 [gcode=11] [topology=linear]	URI40H	22212	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	22212	246	100.0	6.528002881325409	1450	241	[(1, 242)]	[(15012, 15737), (21412, 22137)]	[(1, 242), (1, 242)]	lp17*	True
contig_19 [gcode=11] [topology=linear]	URI40H	15745				15745										False
contig_2 [gcode=11] [topology=linear]	URI40H	53625	A20_B31_lp54_ParA_X	lp54	A20	53625	250	100.0	1.3967365967365968	749	249	[(1, 250)]	[(13523, 14272)]	[(1, 250)]		False
contig_20 [gcode=11] [topology=linear]	URI40H	7284	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	7284	257	100.0	10.57111477210324	770	256	[(1, 257)]	[(6394, 7164)]	[(1, 257)]		False
contig_21 [gcode=11] [topology=linear]	URI40H	6295				6295										False
contig_22 [gcode=11] [topology=linear]	URI40H	2070				2070										False
contig_23 [gcode=11] [topology=linear]	URI40H	1918				1918										False
contig_24 [gcode=11] [topology=linear]	URI40H	1517				1517										False
contig_25 [gcode=11] [topology=linear]	URI40H	1150				1150										False
contig_26 [gcode=11] [topology=linear]	URI40H	1002				1002										False
contig_27 [gcode=11] [topology=linear]	URI40H	955				955										False
contig_28 [gcode=11] [topology=linear]	URI40H	912				912										False
contig_29 [gcode=11] [topology=linear]	URI40H	904				904										False
contig_3 [gcode=11] [topology=linear]	URI40H	44091	J17_B31_lp38_ParA_X	lp38	J17	44091	245	100.0	1.6647388355900299	734	244	[(1, 245)]	[(32212, 32946)]	[(1, 245)]		False
contig_30 [gcode=11] [topology=linear]	URI40H	886				886										False
contig_31 [gcode=11] [topology=linear]	URI40H	807				807										False
contig_32 [gcode=11] [topology=linear]	URI40H	788				788										False
contig_33 [gcode=11] [topology=linear]	URI40H	768				768										False
contig_34 [gcode=11] [topology=linear]	URI40H	767				767										False
contig_35 [gcode=11] [topology=linear]	URI40H	729				729										False
contig_36 [gcode=11] [topology=linear]	URI40H	659				659										False
contig_37 [gcode=11] [topology=linear]	URI40H	605				605										False
contig_38 [gcode=11] [topology=linear]	URI40H	574				574										False
