contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UCT110H	906810	B379_chromosome_ParA_2	chromosome	B379	906810	380	100.0	0.12097352256812344	1097	365	[(1, 366)]	[(368573, 369670)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UCT110H	26514	pdb|156a|cp26_ParA_1	cp26	pdb|156a|cp26	26514	253	100.0	2.6552010258731236	704	234	[(19, 253)]	[(3, 707)]	[(19, 253)]		False
contig_100 [gcode=11] [topology=linear]	UCT110H	129				129										False
contig_101 [gcode=11] [topology=linear]	UCT110H	127				127										False
contig_102 [gcode=11] [topology=linear]	UCT110H	125				125										False
contig_103 [gcode=11] [topology=linear]	UCT110H	122				122										False
contig_104 [gcode=11] [topology=linear]	UCT110H	120				120										False
contig_105 [gcode=11] [topology=linear]	UCT110H	120				120										False
contig_106 [gcode=11] [topology=linear]	UCT110H	119				119										False
contig_107 [gcode=11] [topology=linear]	UCT110H	115				115										False
contig_108 [gcode=11] [topology=linear]	UCT110H	112				112										False
contig_109 [gcode=11] [topology=linear]	UCT110H	112				112										False
contig_11 [gcode=11] [topology=linear]	UCT110H	24912	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24912	252	100.0	3.0306679511881827	755	251	[(1, 252)]	[(11772, 12527)]	[(1, 252)]		False
contig_110 [gcode=11] [topology=linear]	UCT110H	111				111										False
contig_111 [gcode=11] [topology=linear]	UCT110H	111				111										False
contig_112 [gcode=11] [topology=linear]	UCT110H	106				106										False
contig_113 [gcode=11] [topology=linear]	UCT110H	104				104										False
contig_114 [gcode=11] [topology=linear]	UCT110H	102				102										False
contig_12 [gcode=11] [topology=linear]	UCT110H	24648	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	24648	254	100.0	3.087471600129828	761	253	[(1, 254)]	[(14195, 14956)]	[(1, 254)]		False
contig_13 [gcode=11] [topology=linear]	UCT110H	24335	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	24335	251	100.0	3.090199301417711	752	250	[(1, 251)]	[(22294, 23046)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UCT110H	21482	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	21482	246	100.0	6.749837072898241	1450	241	[(1, 242)]	[(20691, 21416), (14299, 15024)]	[(1, 242), (1, 242)]	lp17*	True
contig_15 [gcode=11] [topology=linear]	UCT110H	21164	O32_B31_cp32-7_ParA_X	cp32-7	O32	21164	249	100.0	3.5248535248535244	746	248	[(1, 249)]	[(14818, 15564)]	[(1, 249)]		False
contig_16 [gcode=11] [topology=linear]	UCT110H	21160	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	21160	251	100.0	3.511342155009452	743	247	[(1, 248)]	[(1, 744)]	[(1, 248)]		False
contig_17 [gcode=11] [topology=linear]	UCT110H	7678	S35_B31_cp32-3_ParA_X	cp32-3	S35	7678	246	100.0	9.598853868194842	737	245	[(1, 246)]	[(402, 1139)]	[(1, 246)]		False
contig_18 [gcode=11] [topology=linear]	UCT110H	6008	297_cp32-12_ParA_X	cp32-12	297	6008	260	100.0	12.966045272969373	779	259	[(1, 260)]	[(4335, 5114)]	[(1, 260)]		False
contig_19 [gcode=11] [topology=linear]	UCT110H	4449				4449										False
contig_2 [gcode=11] [topology=linear]	UCT110H	53776	A20_B31_lp54_ParA_X	lp54	A20	53776	250	100.0	1.3928146385004463	749	249	[(1, 250)]	[(39417, 40166)]	[(1, 250)]		False
