contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UCT50H	902761	B379_chromosome_ParA_2	chromosome	B379	902761	380	99.4535519125683	0.12151610448391102	1097	365	[(1, 366)]	[(368264, 369361)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UCT50H	22570	RS06485_N40_N40_lp17_ParA_X	lp17	RS06485	22570	246	100.0	3.2122286220646874	725	241	[(1, 242)]	[(2769, 3494)]	[(1, 242)]		False
contig_11 [gcode=11] [topology=linear]	UCT50H	21081	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	21081	251	100.0	3.5671932071533607	752	250	[(1, 251)]	[(19654, 20406)]	[(1, 251)]		False
contig_12 [gcode=11] [topology=linear]	UCT50H	19532	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	19532	251	100.0	3.804013925865247	743	247	[(1, 248)]	[(7348, 8091)]	[(1, 248)]		False
contig_13 [gcode=11] [topology=linear]	UCT50H	18296	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	18296	251	100.0	4.110188019239177	752	250	[(1, 251)]	[(5963, 6715)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UCT50H	8722				8722										False
contig_15 [gcode=11] [topology=linear]	UCT50H	7013	O32_B31_cp32-7_ParA_X	cp32-7	O32	7013	249	100.0	10.637387708541281	746	248	[(1, 249)]	[(121, 867)]	[(1, 249)]		False
contig_16 [gcode=11] [topology=linear]	UCT50H	2216				2216										False
contig_17 [gcode=11] [topology=linear]	UCT50H	1632	RS04795_72a_72a_cp32-13_ParA_X	cp32-13	RS04795	1632	254	100.0	46.629901960784316	761	253	[(1, 254)]	[(668, 1429)]	[(1, 254)]		False
contig_18 [gcode=11] [topology=linear]	UCT50H	1548				1548										False
contig_19 [gcode=11] [topology=linear]	UCT50H	1516				1516										False
contig_2 [gcode=11] [topology=linear]	UCT50H	66334	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	66334	255	100.0	1.1517472186209183	764	254	[(1, 255)]	[(59584, 60348)]	[(1, 255)]	lp28-4:::lp28-2	True
contig_20 [gcode=11] [topology=linear]	UCT50H	1330				1330										False
contig_21 [gcode=11] [topology=linear]	UCT50H	1113				1113										False
contig_22 [gcode=11] [topology=linear]	UCT50H	1040				1040										False
contig_23 [gcode=11] [topology=linear]	UCT50H	885				885										False
contig_24 [gcode=11] [topology=linear]	UCT50H	885				885										False
contig_25 [gcode=11] [topology=linear]	UCT50H	864				864										False
contig_26 [gcode=11] [topology=linear]	UCT50H	802				802										False
contig_27 [gcode=11] [topology=linear]	UCT50H	771				771										False
contig_28 [gcode=11] [topology=linear]	UCT50H	750				750										False
contig_29 [gcode=11] [topology=linear]	UCT50H	744				744										False
contig_3 [gcode=11] [topology=linear]	UCT50H	53749	A20_B31_lp54_ParA_X	lp54	A20	53749	250	100.0	1.393514297940427	749	249	[(1, 250)]	[(39404, 40153)]	[(1, 250)]		False
contig_30 [gcode=11] [topology=linear]	UCT50H	737				737										False
contig_31 [gcode=11] [topology=linear]	UCT50H	703				703										False
contig_32 [gcode=11] [topology=linear]	UCT50H	689				689										False
contig_33 [gcode=11] [topology=linear]	UCT50H	686				686										False
contig_34 [gcode=11] [topology=linear]	UCT50H	649				649										False
contig_35 [gcode=11] [topology=linear]	UCT50H	587				587										False
contig_36 [gcode=11] [topology=linear]	UCT50H	555				555										False
contig_37 [gcode=11] [topology=linear]	UCT50H	544				544										False
contig_38 [gcode=11] [topology=linear]	UCT50H	543				543										False
contig_39 [gcode=11] [topology=linear]	UCT50H	521				521										False
contig_4 [gcode=11] [topology=linear]	UCT50H	42962	RS05780_N40_N40_lp38_ParA_X	lp38	RS05780	42962	245	100.0	1.7084865695265583	734	244	[(1, 245)]	[(11006, 11740)]	[(1, 245)]		False
contig_40 [gcode=11] [topology=linear]	UCT50H	521				521										False
contig_41 [gcode=11] [topology=linear]	UCT50H	501				501										False
contig_42 [gcode=11] [topology=linear]	UCT50H	470				470										False
contig_43 [gcode=11] [topology=linear]	UCT50H	454				454										False
contig_44 [gcode=11] [topology=linear]	UCT50H	447				447										False
contig_45 [gcode=11] [topology=linear]	UCT50H	445				445										False
contig_46 [gcode=11] [topology=linear]	UCT50H	444				444										False
contig_47 [gcode=11] [topology=linear]	UCT50H	382				382										False
