contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP094561.1 Borreliella burgdorferi strain B408 chromosome 1	GCF_024662155.1_ASM2466215v1_genomic	903249	B500_chromosome_ParA_2	chromosome	B500	903249	380	100.0	0.12078618409762978	1091	363	[(1, 364)]	[(368755, 369846)]	[(1, 364)]		False
NZ_CP094562.1 Borreliella burgdorferi strain B408 plasmid p26, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	26507	WI91-23_cp26_ParA_1	cp26	WI91-23	26507	253	100.0	2.8596219866450374	758	252	[(1, 253)]	[(9276, 10034)]	[(1, 253)]		False
NZ_CP094563.1 Borreliella burgdorferi strain B408 plasmid p32-1, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30177	B500_cp32-11_ParA_1	cp32-11	B500	30177	252	100.0	2.5019054246611656	755	251	[(1, 252)]	[(20776, 21531)]	[(1, 252)]		False
NZ_CP094564.1 Borreliella burgdorferi strain B408 plasmid p32-3, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30193	RS04790_B331_B331_cp32_10_ParA_X	cp32-10	RS04790	30193	246	100.0	2.4409631371509954	737	245	[(1, 246)]	[(20972, 21709)]	[(1, 246)]		False
NZ_CP094565.1 Borreliella burgdorferi strain B408 plasmid p32-5, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	18341	B500_cp32-5_ParA_1	cp32-5	B500	18341	257	100.0	4.198244370535957	770	256	[(1, 257)]	[(9693, 10463)]	[(1, 257)]		False
NZ_CP094566.1 Borreliella burgdorferi strain B408 plasmid p32-6, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30019	M32_B31_cp32-6_ParA_X	cp32-6	M32	30019	249	100.0	2.485092774576102	746	248	[(1, 249)]	[(20677, 21423)]	[(1, 249)]		False
NZ_CP094567.1 Borreliella burgdorferi strain B408 plasmid p32-7, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30055	O32_B31_cp32-7_ParA_X	cp32-7	O32	30055	249	100.0	2.4821161204458493	746	248	[(1, 249)]	[(20778, 21524)]	[(1, 249)]		False
NZ_CP094568.1 Borreliella burgdorferi strain B408 plasmid p32-8, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	29893	RS01500_JD1_JD1_cp32-8_ParA_X	cp32-8	RS01500	29893	246	100.0	2.4453885525039305	731	243	[(1, 244)]	[(20973, 21704)]	[(1, 244)]		False
NZ_CP094569.1 Borreliella burgdorferi strain B408 plasmid p17, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	15444	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	15444	246	100.0	4.694379694379695	725	241	[(1, 242)]	[(11866, 12591)]	[(1, 242)]		False
NZ_CP094570.1 Borreliella burgdorferi strain B408 plasmid p25, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	21301	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	21301	252	100.0	3.544434533589972	755	251	[(1, 252)]	[(11600, 12355)]	[(1, 252)]		False
NZ_CP094571.1 Borreliella burgdorferi strain B408 plasmid p28-1, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	22481	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	22481	249	100.0	3.3183577243005207	746	248	[(1, 249)]	[(13943, 14689)]	[(1, 249)]		False
NZ_CP094572.1 Borreliella burgdorferi strain B408 plasmid p28-3, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	27525	H28_B31_lp28-3_ParA_X	lp28-3	H28	27525	251	100.0	2.732061762034514	752	250	[(1, 251)]	[(16689, 17441)]	[(1, 251)]		False
NZ_CP094573.1 Borreliella burgdorferi strain B408 plasmid p28-4, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	27922	RS05930_ZS7_ZS7_lp28-4_ParA_X	lp28-4	RS05930	27922	250	100.0	2.6824726022491223	749	249	[(1, 250)]	[(12617, 13366)]	[(1, 250)]		False
NZ_CP094574.1 Borreliella burgdorferi strain B408 plasmid p28-6, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	29294	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29294	251	100.0	2.56707858264491	752	250	[(1, 251)]	[(5575, 6327)]	[(1, 251)]		False
NZ_CP094575.1 Borreliella burgdorferi strain B408 plasmid p36, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	30028	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	30028	249	100.0	2.424403889702944	728	242	[(1, 243)]	[(11074, 11802)]	[(1, 243)]		False
NZ_CP094576.1 Borreliella burgdorferi strain B408 plasmid p38, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	38839	RS06690_B331_B331_lp38_ParA_X	lp38	RS06690	38839	245	100.0	1.8898529828265405	734	244	[(1, 245)]	[(11232, 11966)]	[(1, 245)]		False
NZ_CP094577.1 Borreliella burgdorferi strain B408 plasmid p54, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	53561	A20_B31_lp54_ParA_X	lp54	A20	53561	250	100.0	1.3984055562816229	749	249	[(1, 250)]	[(13497, 14246)]	[(1, 250)]		False
NZ_CP094578.1 Borreliella burgdorferi strain B408 plasmid p56, complete sequence	GCF_024662155.1_ASM2466215v1_genomic	27231	RS07175_B331_B331_lp56_ParA_X	lp56	RS07175	27231	253	100.0	2.739524806286952	746	248	[(5, 253)]	[(2755, 3501)]	[(5, 253)]		False
