contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP031397.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp54, complete sequence	GCF_003367295.1_ASM336729v1_genomic	53798	A20_B31_lp54_ParA_X	lp54	A20	53798	250	100.0	1.3922450648723	749	249	[(1, 250)]	[(13708, 14457)]	[(1, 250)]		False
NZ_CP031398.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp26, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26507	MM1_cp26_ParA_1	cp26	MM1	26507	253	100.0	2.8596219866450374	758	252	[(1, 253)]	[(9232, 9990)]	[(1, 253)]		False
NZ_CP031399.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	11401				11401										False
NZ_CP031400.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp17, complete sequence	GCF_003367295.1_ASM336729v1_genomic	14437	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	14437	246	100.0	5.021818937452379	725	241	[(1, 242)]	[(11849, 12574)]	[(1, 242)]		False
NZ_CP031401.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp25, complete sequence	GCF_003367295.1_ASM336729v1_genomic	24154	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24154	252	100.0	3.125776268940962	755	251	[(1, 252)]	[(11603, 12358)]	[(1, 252)]		False
NZ_CP031402.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-3, complete sequence	GCF_003367295.1_ASM336729v1_genomic	26768	H28_B31_lp28-3_ParA_X	lp28-3	H28	26768	251	100.0	2.809324566646742	752	250	[(1, 251)]	[(17346, 18098)]	[(1, 251)]		False
NZ_CP031403.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-4, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27467	I21_B31_lp28-4_ParA_X	lp28-4	I21	27467	250	100.0	2.726908654021189	749	249	[(1, 250)]	[(12524, 13273)]	[(1, 250)]		False
NZ_CP031404.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp36, complete sequence	GCF_003367295.1_ASM336729v1_genomic	27951	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	27951	249	100.0	2.604557976458803	728	242	[(1, 243)]	[(8840, 9568)]	[(1, 243)]		False
NZ_CP031405.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-6, complete sequence	GCF_003367295.1_ASM336729v1_genomic	19997	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	19997	249	100.0	3.7305595839375907	746	248	[(1, 249)]	[(9161, 9907)]	[(1, 249)]		False
NZ_CP031406.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-9, complete sequence	GCF_003367295.1_ASM336729v1_genomic	30606	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30606	251	100.0	2.4276285695615236	743	247	[(1, 248)]	[(20701, 21444)]	[(1, 248)]		False
NZ_CP031407.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-7, complete sequence	GCF_003367295.1_ASM336729v1_genomic	14018	O32_B31_cp32-7_ParA_X	cp32-7	O32	14018	249	100.0	5.321729205307462	746	248	[(1, 249)]	[(5826, 6572)]	[(1, 249)]		False
NZ_CP031408.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-1, complete sequence	GCF_003367295.1_ASM336729v1_genomic	30883	MM1_cp32-1_ParA_1	cp32-1	MM1	30883	246	100.0	2.3864261891655603	737	245	[(1, 246)]	[(10191, 10928)]	[(1, 246)]		False
NZ_CP031409.1 Borreliella burgdorferi strain MM1 plasmid plsm_lp28-8, complete sequence	GCF_003367295.1_ASM336729v1_genomic	28515	RS210_MM1_plsm_lp28-8_ParA_X	lp28-8	RS210	28515	271	100.0	2.847624057513589	812	270	[(1, 271)]	[(14989, 15801)]	[(1, 271)]		False
NZ_CP031410.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-4, complete sequence	GCF_003367295.1_ASM336729v1_genomic	13328	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	13328	251	100.0	5.642256902761105	752	250	[(1, 251)]	[(6661, 7413)]	[(1, 251)]		False
NZ_CP031411.1 Borreliella burgdorferi strain MM1 plasmid plsm_cp32-5, complete sequence	GCF_003367295.1_ASM336729v1_genomic	21898	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	21898	257	100.0	3.516302858708558	770	256	[(1, 257)]	[(8652, 9422)]	[(1, 257)]		False
NZ_CP031412.1 Borreliella burgdorferi strain MM1 chromosome main, complete sequence	GCF_003367295.1_ASM336729v1_genomic	908512	B379_chromosome_ParA_2	chromosome	B379	908512	380	99.72677595628416	0.12074689162058398	1097	365	[(1, 366)]	[(368593, 369690)]	[(1, 366)]		False
