contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY169P	902773	B379_chromosome_ParA_2	chromosome	B379	902773	380	99.4535519125683	0.12151448924591231	1097	365	[(1, 366)]	[(368276, 369373)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY169P	20637	RS06485_N40_N40_lp17_ParA_X	lp17	RS06485	20637	246	100.0	3.5131075253186026	725	241	[(1, 242)]	[(17079, 17804)]	[(1, 242)]		False
contig_11 [gcode=11] [topology=linear]	UNY169P	24215	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24215	252	100.0	3.117902126780921	755	251	[(1, 252)]	[(11910, 12665)]	[(1, 252)]		False
contig_12 [gcode=11] [topology=linear]	UNY169P	29777	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29777	255	100.0	2.5657386573529903	764	254	[(1, 255)]	[(6052, 6816)]	[(1, 255)]		False
contig_13 [gcode=11] [topology=linear]	UNY169P	30920	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30920	251	100.0	2.4320827943078913	752	250	[(1, 251)]	[(21521, 22273)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UNY169P	29321	I21_B31_lp28-4_ParA_X	lp28-4	I21	29321	250	100.0	2.5544831349544697	749	249	[(1, 250)]	[(13890, 14639)]	[(1, 250)]		False
contig_15 [gcode=11] [topology=linear]	UNY169P	30683	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	30683	249	100.0	2.3726493498028223	728	242	[(1, 243)]	[(10968, 11696)]	[(1, 243)]		False
contig_16 [gcode=11] [topology=linear]	UNY169P	37791	RS05780_N40_N40_lp38_ParA_X	lp38	RS05780	37791	245	100.0	1.9422613849858432	734	244	[(1, 245)]	[(11197, 11931)]	[(1, 245)]		False
contig_17 [gcode=11] [topology=linear]	UNY169P	53808	A20_B31_lp54_ParA_X	lp54	A20	53808	250	100.0	1.3919863217365447	749	249	[(1, 250)]	[(13582, 14331)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	UNY169P	26498	N40_cp26_ParA_1	cp26	N40	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(22196, 22954)]	[(1, 253)]		False
contig_3 [gcode=11] [topology=linear]	UNY169P	30154	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	30154	251	100.0	2.493864827220269	752	250	[(1, 251)]	[(15183, 15935)]	[(1, 251)]		False
contig_4 [gcode=11] [topology=linear]	UNY169P	27768				27768										False
contig_5 [gcode=11] [topology=linear]	UNY169P	15938				15938										False
contig_6 [gcode=11] [topology=linear]	UNY169P	29615	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	29615	257	100.0	2.600033766672295	770	256	[(1, 257)]	[(3032, 3802)]	[(1, 257)]		False
contig_7 [gcode=11] [topology=linear]	UNY169P	17483	O32_B31_cp32-7_ParA_X	cp32-7	O32	17483	249	100.0	4.267002230738432	746	248	[(1, 249)]	[(12029, 12775)]	[(1, 249)]		False
contig_8 [gcode=11] [topology=linear]	UNY169P	30658	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30658	251	100.0	2.4235109922369364	743	247	[(1, 248)]	[(16459, 17202)]	[(1, 248)]		False
contig_9 [gcode=11] [topology=linear]	UNY169P	8722				8722										False
