contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP019755.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp26, complete sequence	GCF_002151505.1_ASM215150v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False
NZ_CP019756.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-1_1, complete sequence	GCF_002151505.1_ASM215150v1_genomic	61418	P32_B31_cp32-1_ParA_X	cp32-1	P32	61418	246	100.0	1.1999739490051775	737	245	[(1, 246)]	[(51434, 52171)]	[(1, 246)]	cp32-1+5:::cp32-1	True
NZ_CP019757.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-2, complete sequence	GCF_002151505.1_ASM215150v1_genomic	31245	O32_B31_cp32-7_ParA_X	cp32-7	O32	31245	249	100.0	2.3875820131220995	746	248	[(1, 249)]	[(21443, 22189)]	[(1, 249)]		False
NZ_CP019758.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-3, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30222	S35_B31_cp32-3_ParA_X	cp32-3	S35	30222	246	100.0	2.438620872212296	737	245	[(1, 246)]	[(21256, 21993)]	[(1, 246)]		False
NZ_CP019759.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-4, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30300	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30300	251	100.0	2.4818481848184817	752	250	[(1, 251)]	[(20610, 21362)]	[(1, 251)]		False
NZ_CP019760.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_cp32-9, complete sequence	GCF_002151505.1_ASM215150v1_genomic	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(20817, 21560)]	[(1, 248)]		False
NZ_CP019761.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp17, complete sequence	GCF_002151505.1_ASM215150v1_genomic	16821	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16821	246	100.0	4.310088579751501	725	241	[(1, 242)]	[(2758, 3483)]	[(1, 242)]		False
NZ_CP019762.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp28-1	GCF_002151505.1_ASM215150v1_genomic	21891	F24_B31_lp28-1_ParA_X	lp28-1	F24	21891	254	100.0	3.4763144671326116	761	253	[(1, 254)]	[(12500, 13261)]	[(1, 254)]	lp28-1*	True
NZ_CP019763.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp36, complete sequence	GCF_002151505.1_ASM215150v1_genomic	36780	K21_B31_lp36_ParA_X	lp36	K21	36780	249	100.0	1.979336595976074	728	242	[(1, 243)]	[(13532, 14260)]	[(1, 243)]		False
NZ_CP019764.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp38, complete sequence	GCF_002151505.1_ASM215150v1_genomic	38834	J17_B31_lp38_ParA_X	lp38	J17	38834	245	100.0	1.8900963073595303	734	244	[(1, 245)]	[(11162, 11896)]	[(1, 245)]		False
NZ_CP019765.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp54, complete sequence	GCF_002151505.1_ASM215150v1_genomic	53650	A20_B31_lp54_ParA_X	lp54	A20	53650	250	100.0	1.3960857409133272	749	249	[(1, 250)]	[(13555, 14304)]	[(1, 250)]		False
NZ_CP019766.1 Borreliella burgdorferi strain B31_NRZ isolate B31 plasmid p_lp56, complete sequence	GCF_002151505.1_ASM215150v1_genomic	52951	Q40_B31_lp56_ParA_X	lp56	Q40	52951	251	100.0	1.420180921984476	752	250	[(1, 251)]	[(24498, 25250)]	[(1, 251)]		False
NZ_CP019767.1 Borreliella burgdorferi strain B31_NRZ isolate B31 chromosome, complete genome	GCF_002151505.1_ASM215150v1_genomic	909921	NE_5261_chromosome_ParA_2	chromosome	NE_5261	909921	380	100.0	0.12055991674002468	1097	365	[(1, 366)]	[(368075, 369172)]	[(1, 366)]		False
