contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY1032P	910572	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910572	380	100.0	0.12047372420851948	1097	365	[(1, 366)]	[(368726, 369823)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY1032P	24412	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24412	252	100.0	3.0927412747828935	755	251	[(1, 252)]	[(12166, 12921)]	[(1, 252)]		False
contig_11 [gcode=11] [topology=linear]	UNY1032P	30086	F24_B31_lp28-1_ParA_X	lp28-1	F24	30086	254	100.0	2.5294156750648145	761	253	[(1, 254)]	[(15528, 16289)]	[(1, 254)]	lp28-1*	True
contig_12 [gcode=11] [topology=linear]	UNY1032P	29923	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29923	255	100.0	2.5532199311566353	764	254	[(1, 255)]	[(6019, 6783)]	[(1, 255)]		False
contig_13 [gcode=11] [topology=linear]	UNY1032P	28638	H28_B31_lp28-3_ParA_X	lp28-3	H28	28638	251	100.0	2.6258816956491375	752	250	[(1, 251)]	[(17968, 18720)]	[(1, 251)]		False
contig_14 [gcode=11] [topology=linear]	UNY1032P	27414	I21_B31_lp28-4_ParA_X	lp28-4	I21	27414	250	100.0	2.732180637630408	749	249	[(1, 250)]	[(12489, 13238)]	[(1, 250)]		False
contig_15 [gcode=11] [topology=linear]	UNY1032P	36920	K21_B31_lp36_ParA_X	lp36	K21	36920	249	100.0	1.971830985915493	728	242	[(1, 243)]	[(13634, 14362)]	[(1, 243)]		False
contig_16 [gcode=11] [topology=linear]	UNY1032P	38870	J17_B31_lp38_ParA_X	lp38	J17	38870	245	100.0	1.8883457679444302	734	244	[(1, 245)]	[(11177, 11911)]	[(1, 245)]		False
contig_17 [gcode=11] [topology=linear]	UNY1032P	53666	A20_B31_lp54_ParA_X	lp54	A20	53666	250	100.0	1.3956695114225022	749	249	[(1, 250)]	[(13557, 14306)]	[(1, 250)]		False
contig_18 [gcode=11] [topology=linear]	UNY1032P	52899	Q40_B31_lp56_ParA_X	lp56	Q40	52899	251	100.0	1.4215769674284957	752	250	[(1, 251)]	[(24550, 25302)]	[(1, 251)]		False
contig_2 [gcode=11] [topology=linear]	UNY1032P	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(291, 1049)]	[(1, 253)]		False
contig_3 [gcode=11] [topology=linear]	UNY1032P	30870	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30870	252	100.0	2.4457402008422413	755	251	[(1, 252)]	[(14006, 14761)]	[(1, 252)]		False
contig_4 [gcode=11] [topology=linear]	UNY1032P	30223	S35_B31_cp32-3_ParA_X	cp32-3	S35	30223	246	100.0	2.4385401846276014	737	245	[(1, 246)]	[(22504, 23241)]	[(1, 246)]		False
contig_5 [gcode=11] [topology=linear]	UNY1032P	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(16907, 17659)]	[(1, 251)]		False
contig_6 [gcode=11] [topology=linear]	UNY1032P	30748	B500_cp32-5_ParA_1	cp32-5	B500	30748	257	98.83268482490273	2.504227917262911	770	256	[(1, 257)]	[(14121, 14891)]	[(1, 257)]		False
contig_7 [gcode=11] [topology=linear]	UNY1032P	29838	M32_B31_cp32-6_ParA_X	cp32-6	M32	29838	249	100.0	2.500167571553053	746	248	[(1, 249)]	[(26431, 27177)]	[(1, 249)]		False
contig_8 [gcode=11] [topology=linear]	UNY1032P	30650	N32_B31_cp32-9_ParA_X	cp32-9	N32	30650	251	100.0	2.4241435562805873	743	247	[(1, 248)]	[(17066, 17809)]	[(1, 248)]		False
contig_9 [gcode=11] [topology=linear]	UNY1032P	16909	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16909	246	100.0	4.287657460523981	725	241	[(1, 242)]	[(13348, 14073)]	[(1, 242)]		False
