assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	902797	B379_chromosome_ParA_2	chromosome	B379	902797	380	99.4535519125683	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	902797	NE_5261_chromosome_ParA_2	chromosome	NE_5261	902797	380	99.4535519125683	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	902797	80a_chromosome_ParA_2	chromosome	80a	902797	380	99.4535519125683	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	902797	B500_chromosome_ParA_2	chromosome	B500	902797	380	99.4535519125683	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	902797	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	902797	380	99.18032786885246	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	26498	N40_cp26_ParA_1	cp26	N40	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	26498	RS06135_N40_N40_cp26_ParA_X	cp26	RS06135	26498	253	99.60474308300395	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	99.2094861660079	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	26498	B12_B31_cp26_ParA_X	cp26	B12	26498	253	98.81422924901186	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	26498	RS05220_29805_29805_cp26_ParA_X	cp26	RS05220	26498	253	98.41897233201581	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	30154	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	30154	251	100.0	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	30154	Q40_B31_lp56_ParA_X	lp56	Q40	30154	251	99.60159362549801	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	30154	RS05285_CA-11.2A_CA-11.2A_cp32-10_ParA_X	cp32-10	RS05285	30154	251	99.20318725099602	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	30154	RS05810_94a_94a_cp32-10_ParA_X	cp32-10	RS05810	30154	251	99.20318725099602	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	30154	RS06010_72a_72a_cp32-10_ParA_X	cp32-10	RS06010	30154	251	98.80478087649402	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	27767	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27767	260	100.0	2.805488529549465	779	259	[(1, 260)]	[(19565, 20344)]	[(1, 260)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	27767	RS00580_ZS7_ZS7_cp32-12_ParA_X	cp32-12	RS00580	27767	260	91.92307692307692	2.805488529549465	779	259	[(1, 260)]	[(19565, 20344)]	[(1, 260)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	27767	RS07125_JD1_JD1_cp32-12_ParA_X	cp32-12	RS07125	27767	260	92.66409266409266	2.773075953469946	770	258	[(1, 259)]	[(19565, 20335)]	[(1, 259)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	27767	297_cp32-12_ParA_X	cp32-12	297	27767	260	93.7007874015748	2.7406633773904274	761	253	[(1, 254)]	[(19565, 20326)]	[(1, 254)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	27767	RS04445_118a_118a_cp32-8_ParA_X	cp32-8	RS04445	27767	246	81.30081300813008	2.654229841178377	737	245	[(1, 246)]	[(19565, 20302)]	[(1, 246)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	15914	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	15914	251	100.0	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	15914	RS06370_72a_72a_cp32-1_ParA_X	cp32-1	RS06370	15914	251	99.60159362549801	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	15914	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	15914	251	99.20318725099602	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	15914	B379_cp32-2_ParA_1	cp32-2	B379	15914	251	99.60159362549801	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	15914	RS05205_B331_B331_cp32_4_ParA_X	cp32-4	RS05205	15914	251	99.20318725099602	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	29615	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	29615	257	100.0	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	29615	RS06275_WI91-23_WI91-23_cp32-5_ParA_X	cp32-5	RS06275	29615	257	99.61089494163424	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	29615	RS05610_72a_72a_cp32-5_ParA_X	cp32-5	RS05610	29615	257	99.61089494163424	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	29615	B500_cp32-5_ParA_1	cp32-5	B500	29615	257	99.22178988326849	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]
GCF_040790745.1_ASM4079074v1_genomic	NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	29615	RS06160_118a_118a_cp32-5_ParA_X	cp32-5	RS06160	29615	257	99.22178988326849	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]
