contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	UNY1083P	923130	B379_chromosome_ParA_2	chromosome	B379	923130	380	99.72677595628416	0.11883483366373099	1097	365	[(1, 366)]	[(553595, 554692)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	UNY1083P	22766	K21_B31_lp36_ParA_X	lp36	K21	22766	249	100.0	3.197751032241061	728	242	[(1, 243)]	[(10938, 11666)]	[(1, 243)]		False
contig_100 [gcode=11] [topology=linear]	UNY1083P	396				396										False
contig_101 [gcode=11] [topology=linear]	UNY1083P	396				396										False
contig_102 [gcode=11] [topology=linear]	UNY1083P	394				394										False
contig_103 [gcode=11] [topology=linear]	UNY1083P	393				393										False
contig_104 [gcode=11] [topology=linear]	UNY1083P	392				392										False
contig_105 [gcode=11] [topology=linear]	UNY1083P	392				392										False
contig_106 [gcode=11] [topology=linear]	UNY1083P	391				391										False
contig_107 [gcode=11] [topology=linear]	UNY1083P	390				390										False
contig_108 [gcode=11] [topology=linear]	UNY1083P	389				389										False
contig_109 [gcode=11] [topology=linear]	UNY1083P	389				389										False
contig_11 [gcode=11] [topology=linear]	UNY1083P	22014	RS07125_JD1_JD1_cp32-12_ParA_X	cp32-12	RS07125	22014	260	100.0	3.538657218133915	779	259	[(1, 260)]	[(4237, 5016)]	[(1, 260)]		False
contig_110 [gcode=11] [topology=linear]	UNY1083P	388				388										False
contig_111 [gcode=11] [topology=linear]	UNY1083P	388				388										False
contig_112 [gcode=11] [topology=linear]	UNY1083P	387				387										False
contig_113 [gcode=11] [topology=linear]	UNY1083P	386				386										False
contig_114 [gcode=11] [topology=linear]	UNY1083P	384				384										False
contig_115 [gcode=11] [topology=linear]	UNY1083P	382				382										False
contig_116 [gcode=11] [topology=linear]	UNY1083P	381				381										False
contig_117 [gcode=11] [topology=linear]	UNY1083P	379				379										False
