contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP094579.1 Borreliella burgdorferi strain B379 chromosome 1	GCF_024662175.1_ASM2466217v1_genomic	920773	B379_chromosome_ParA_2	chromosome	B379	920773	380	100.0	0.11913902775168256	1097	365	[(1, 366)]	[(368230, 369327)]	[(1, 366)]		False
NZ_CP094580.1 Borreliella burgdorferi strain B379 plasmid p26, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	26515	JD1_cp26_ParA_1	cp26	JD1	26515	253	100.0	2.7531585894776542	730	242	[(206, 253), (1, 196)]	[(9273, 9860), (9889, 10032)]	[(1, 196), (206, 253)]	cp26*	True
NZ_CP094581.1 Borreliella burgdorferi strain B379 plasmid p32-11, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30287	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30287	252	100.0	2.492818701092878	755	251	[(1, 252)]	[(20914, 21669)]	[(1, 252)]		False
NZ_CP094582.1 Borreliella burgdorferi strain B379 plasmid p32-12, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30796	297_cp32-12_ParA_X	cp32-12	297	30796	260	100.0	2.5295492921158593	779	259	[(1, 260)]	[(20742, 21521)]	[(1, 260)]		False
NZ_CP094583.1 Borreliella burgdorferi strain B379 plasmid p32-2, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30302	B379_cp32-2_ParA_1	cp32-2	B379	30302	251	100.0	2.4816843772688273	752	250	[(1, 251)]	[(21184, 21936)]	[(1, 251)]		False
NZ_CP094584.1 Borreliella burgdorferi strain B379 plasmid p32-3, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30263	S35_B31_cp32-3_ParA_X	cp32-3	S35	30263	246	100.0	2.435317053828107	737	245	[(1, 246)]	[(21421, 22158)]	[(1, 246)]		False
NZ_CP094585.1 Borreliella burgdorferi strain B379 plasmid p32-5, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30637	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	30637	257	100.0	2.5133009106635766	770	256	[(1, 257)]	[(20753, 21523)]	[(1, 257)]		False
NZ_CP094586.1 Borreliella burgdorferi strain B379 plasmid p32-6, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	30642	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30642	249	100.0	2.43456693427322	746	248	[(1, 249)]	[(20917, 21663)]	[(1, 249)]		False
NZ_CP094587.1 Borreliella burgdorferi strain B379 plasmid p32-7, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	21166	O32_B31_cp32-7_ParA_X	cp32-7	O32	21166	249	100.0	3.5245204573372386	746	248	[(1, 249)]	[(12211, 12957)]	[(1, 249)]		False
NZ_CP094588.1 Borreliella burgdorferi strain B379 plasmid p32-9, complete sequence	GCF_024662175.1_ASM2466217v1_genomic	21173	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	21173	251	100.0	3.5091862277428802	743	247	[(1, 248)]	[(12597, 13340)]	[(1, 248)]		False
