contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
contig_1 [gcode=11] [topology=linear]	URI101H	910549	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910549	380	100.0	0.12047676731290684	1097	365	[(1, 366)]	[(368706, 369803)]	[(1, 366)]		False
contig_10 [gcode=11] [topology=linear]	URI101H	30651	N32_B31_cp32-9_ParA_X	cp32-9	N32	30651	251	100.0	2.424064467717203	743	247	[(1, 248)]	[(15039, 15782)]	[(1, 248)]		False
contig_11 [gcode=11] [topology=linear]	URI101H	30307	S35_B31_cp32-3_ParA_X	cp32-3	S35	30307	246	100.0	2.431781436631801	737	245	[(1, 246)]	[(20258, 20995)]	[(1, 246)]		False
contig_12 [gcode=11] [topology=linear]	URI101H	30299	RS01165_B31_NRZ_p_cp32-4_ParA_X	cp32-4	RS01165	30299	251	100.0	2.4819300967028615	752	250	[(1, 251)]	[(14683, 15435)]	[(1, 251)]		False
contig_13 [gcode=11] [topology=linear]	URI101H	30260	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	30260	252	100.0	2.4950429610046267	755	251	[(1, 252)]	[(19344, 20099)]	[(1, 252)]		False
contig_14 [gcode=11] [topology=linear]	URI101H	29790	M32_B31_cp32-6_ParA_X	cp32-6	M32	29790	249	100.0	2.5041960389392415	746	248	[(1, 249)]	[(19090, 19836)]	[(1, 249)]		False
contig_15 [gcode=11] [topology=linear]	URI101H	29785	RS06245_ZS7_ZS7_lp28-2_ParA_X	lp28-2	RS06245	29785	255	100.0	2.5650495215712605	764	254	[(1, 255)]	[(23074, 23838)]	[(1, 255)]		False
contig_16 [gcode=11] [topology=linear]	URI101H	29020	B379_chromosome_ParA_5	chromosome	B379	29020	262	100.0	2.7050310130944175	785	261	[(1, 262)]	[(1255, 2040)]	[(1, 262)]		False
contig_17 [gcode=11] [topology=linear]	URI101H	28162	H28_B31_lp28-3_ParA_X	lp28-3	H28	28162	251	100.0	2.6702648959590936	752	250	[(1, 251)]	[(16315, 17067)]	[(1, 251)]		False
contig_18 [gcode=11] [topology=linear]	URI101H	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(757, 1515)]	[(1, 253)]		False
contig_19 [gcode=11] [topology=linear]	URI101H	25084	I21_B31_lp28-4_ParA_X	lp28-4	I21	25084	250	100.0	2.9859671503747407	749	249	[(1, 250)]	[(12966, 13715)]	[(1, 250)]		False
contig_2 [gcode=11] [topology=linear]	URI101H	53597	A20_B31_lp54_ParA_X	lp54	A20	53597	250	100.0	1.3974662760975427	749	249	[(1, 250)]	[(39296, 40045)]	[(1, 250)]		False
contig_20 [gcode=11] [topology=linear]	URI101H	24202	RS06415_JD1_JD1_lp28-5_ParA_X	lp28-5	RS06415	24202	250	100.0	3.094785554912817	749	249	[(1, 250)]	[(18327, 19076)]	[(1, 250)]		False
contig_21 [gcode=11] [topology=linear]	URI101H	18429	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	18429	246	100.0	3.9340170383634487	725	241	[(1, 242)]	[(14868, 15593)]	[(1, 242)]		False
contig_22 [gcode=11] [topology=linear]	URI101H	1025				1025										False
contig_23 [gcode=11] [topology=linear]	URI101H	1007				1007										False
contig_24 [gcode=11] [topology=linear]	URI101H	807				807										False
contig_25 [gcode=11] [topology=linear]	URI101H	713				713										False
contig_26 [gcode=11] [topology=linear]	URI101H	434				434										False
contig_27 [gcode=11] [topology=linear]	URI101H	304				304										False
contig_28 [gcode=11] [topology=linear]	URI101H	178				178										False
contig_29 [gcode=11] [topology=linear]	URI101H	162				162										False
contig_3 [gcode=11] [topology=linear]	URI101H	47767	Q40_B31_lp56_ParA_X	lp56	Q40	47767	251	100.0	1.5743086231080032	752	250	[(1, 251)]	[(24946, 25698)]	[(1, 251)]		False
contig_30 [gcode=11] [topology=linear]	URI101H	151				151										False
contig_31 [gcode=11] [topology=linear]	URI101H	148				148										False
contig_32 [gcode=11] [topology=linear]	URI101H	118				118										False
contig_4 [gcode=11] [topology=linear]	URI101H	44226	J17_B31_lp38_ParA_X	lp38	J17	44226	245	100.0	1.6596572152127707	734	244	[(1, 245)]	[(32212, 32946)]	[(1, 245)]		False
contig_5 [gcode=11] [topology=linear]	URI101H	34467	K21_B31_lp36_ParA_X	lp36	K21	34467	249	100.0	2.1121652595236022	728	242	[(1, 243)]	[(20177, 20905)]	[(1, 243)]		False
contig_6 [gcode=11] [topology=linear]	URI101H	32342	F24_B31_lp28-1_ParA_X	lp28-1	F24	32342	254	100.0	2.3529775524086327	761	253	[(1, 254)]	[(13637, 14398)]	[(1, 254)]	lp28-1*	True
contig_7 [gcode=11] [topology=linear]	URI101H	31881	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	31881	252	100.0	2.36818167560616	755	251	[(1, 252)]	[(11494, 12249)]	[(1, 252)]		False
contig_8 [gcode=11] [topology=linear]	URI101H	31246	O32_B31_cp32-7_ParA_X	cp32-7	O32	31246	249	100.0	2.3875056007168918	746	248	[(1, 249)]	[(21557, 22303)]	[(1, 249)]		False
contig_9 [gcode=11] [topology=linear]	URI101H	30866	B500_cp32-5_ParA_1	cp32-5	B500	30866	257	98.83268482490273	2.4946543121881684	770	256	[(1, 257)]	[(21912, 22682)]	[(1, 257)]		False
