assembly_id	contig_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords
UCT32H	contig_1 [gcode=11] [topology=linear]	921072	B379_chromosome_ParA_2	chromosome	B379	921072	380	100.0	0.11910035263258463	1097	365	[(1, 366)]	[(368583, 369680)]	[(1, 366)]
UCT32H	contig_1 [gcode=11] [topology=linear]	921072	80a_chromosome_ParA_2	chromosome	80a	921072	380	99.4535519125683	0.11910035263258463	1097	365	[(1, 366)]	[(368583, 369680)]	[(1, 366)]
UCT32H	contig_1 [gcode=11] [topology=linear]	921072	NE_5261_chromosome_ParA_2	chromosome	NE_5261	921072	380	99.4535519125683	0.11910035263258463	1097	365	[(1, 366)]	[(368583, 369680)]	[(1, 366)]
UCT32H	contig_1 [gcode=11] [topology=linear]	921072	B500_chromosome_ParA_2	chromosome	B500	921072	380	99.45054945054946	0.11844893775948026	1091	363	[(1, 364)]	[(368583, 369674)]	[(1, 364)]
UCT32H	contig_1 [gcode=11] [topology=linear]	921072	RS04200_WI91-23_WI91-23_lp56_ParA_X	lp56	RS04200	921072	380	99.17582417582418	0.11844893775948026	1091	363	[(1, 364)]	[(368583, 369674)]	[(1, 364)]
UCT32H	contig_2 [gcode=11] [topology=linear]	53834	A20_B31_lp54_ParA_X	lp54	A20	53834	250	100.0	1.3913140394546197	749	249	[(1, 250)]	[(13605, 14354)]	[(1, 250)]
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	H28_B31_lp28-3_ParA_X	lp28-3	H28	52605	251	100.0	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	52605	251	99.60159362549801	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	RS06760_Bol26_Bol26_lp28-3_ParA_X	lp28-3	RS06760	52605	251	97.60956175298804	1.4295219085638249	752	250	[(1, 251)]	[(16965, 17717)]	[(1, 251)]
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	K21_B31_lp36_ParA_X	lp36	K21	52605	249	84.34959349593495	2.80201501758388	1474	248	[(1, 249)]	[(16965, 17711), (37814, 38542)]	[(1, 243), (1, 249)]
UCT32H	contig_3 [gcode=11] [topology=linear]	52605	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	52605	249	84.14634146341463	2.80201501758388	1474	248	[(1, 249)]	[(16965, 17711), (37814, 38542)]	[(1, 243), (1, 249)]
