contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP161158.1 Borreliella burgdorferi 297 chromosome, complete genome	GCF_040790795.1_ASM4079079v1_genomic	916773	B379_chromosome_ParA_2	chromosome	B379	916773	380	100.0	0.11965884684649308	1097	365	[(1, 366)]	[(368581, 369678)]	[(1, 366)]		False
NZ_CP161159.1 Borreliella burgdorferi 297 plasmid lp54, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	53850	A20_B31_lp54_ParA_X	lp54	A20	53850	250	100.0	1.3909006499535748	749	249	[(1, 250)]	[(13620, 14369)]	[(1, 250)]		False
NZ_CP161160.1 Borreliella burgdorferi 297 plasmid lp38, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	30318	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30318	245	100.0	2.421004024012138	734	244	[(1, 245)]	[(24844, 25578)]	[(1, 245)]		False
NZ_CP161161.1 Borreliella burgdorferi 297 plasmid cp32-4, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	30306	B379_cp32-2_ParA_1	cp32-2	B379	30306	251	100.0	2.4813568270309507	752	250	[(1, 251)]	[(21184, 21936)]	[(1, 251)]		False
NZ_CP161162.1 Borreliella burgdorferi 297 plasmid cp32-3, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	29914	S35_B31_cp32-3_ParA_X	cp32-3	S35	29914	246	100.0	2.4637293574914754	737	245	[(1, 246)]	[(21417, 22154)]	[(1, 246)]		False
NZ_CP161163.1 Borreliella burgdorferi 297 plasmid lp28-4, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	29837	I21_B31_lp28-4_ParA_X	lp28-4	I21	29837	250	100.0	2.510305995911117	749	249	[(1, 250)]	[(14407, 15156)]	[(1, 250)]		False
NZ_CP161164.1 Borreliella burgdorferi 297 plasmid lp28-3, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	28868	H28_B31_lp28-3_ParA_X	lp28-3	H28	28868	251	100.0	2.6049605099071638	752	250	[(1, 251)]	[(18027, 18779)]	[(1, 251)]		False
NZ_CP161165.1 Borreliella burgdorferi 297 plasmid lp28-5, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	27879	B379_lp28-5_ParA_1	lp28-5	B379	27879	247	100.0	2.654327630115858	740	246	[(1, 247)]	[(19798, 20538)]	[(1, 247)]		False
NZ_CP161166.1 Borreliella burgdorferi 297 plasmid lp28-6, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	26823	RS07610_JD1_JD1_lp28-6_ParA_X	lp28-6	RS07610	26823	251	100.0	2.8035641054319056	752	250	[(1, 251)]	[(2979, 3731)]	[(1, 251)]		False
NZ_CP161167.1 Borreliella burgdorferi 297 plasmid cp26, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	26512	JD1_cp26_ParA_1	cp26	JD1	26512	253	100.0	2.85908267954134	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]		False
NZ_CP161168.1 Borreliella burgdorferi 297 plasmid lp28-1, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	25270	RS00365_JD1_JD1_lp28-1_ParA_X	lp28-1	RS00365	25270	254	100.0	3.0114760585674714	761	253	[(1, 254)]	[(9770, 10531)]	[(1, 254)]		False
NZ_CP161169.1 Borreliella burgdorferi 297 plasmid lp25, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	24977	RS00670_JD1_JD1_lp25_ParA_X	lp25	RS00670	24977	252	100.0	3.0227809584818033	755	251	[(1, 252)]	[(11848, 12603)]	[(1, 252)]		False
NZ_CP161170.1 Borreliella burgdorferi 297 plasmid lp36, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	23696	K21_B31_lp36_ParA_X	lp36	K21	23696	249	100.0	3.072248480756246	728	242	[(1, 243)]	[(11053, 11781)]	[(1, 243)]		False
NZ_CP161171.1 Borreliella burgdorferi 297 plasmid cp32-7, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	21164	O32_B31_cp32-7_ParA_X	cp32-7	O32	21164	249	100.0	3.5248535248535244	746	248	[(1, 249)]	[(12210, 12956)]	[(1, 249)]		False
NZ_CP161172.1 Borreliella burgdorferi 297 plasmid lp17, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	17973	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	17973	246	100.0	4.0338285205586155	725	241	[(1, 242)]	[(14409, 15134)]	[(1, 242)]		False
NZ_CP161173.1 Borreliella burgdorferi 297 plasmid cp32-11, complete sequence	GCF_040790795.1_ASM4079079v1_genomic	11448	RS00880_JD1_JD1_cp32-11_ParA_X	cp32-11	RS00880	11448	252	100.0	6.595038434661076	755	251	[(1, 252)]	[(4018, 4773)]	[(1, 252)]		False
