contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP019916.1 Borreliella burgdorferi strain PAbe chromosome, complete genome	GCF_002151485.1_ASM215148v1_genomic	910728	NE_5261_chromosome_ParA_2	chromosome	NE_5261	910728	380	100.0	0.12045308807898736	1097	365	[(1, 366)]	[(368883, 369980)]	[(1, 366)]		False
NZ_CP019917.1 Borreliella burgdorferi strain PAbe plasmid p_cp26, complete sequence	GCF_002151485.1_ASM215148v1_genomic	26498	NE_5261_cp26_ParA_1	cp26	NE_5261	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9275, 10033)]	[(1, 253)]		False
NZ_CP019918.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-5-1, complete sequence	GCF_002151485.1_ASM215148v1_genomic	56632	P32_B31_cp32-1_ParA_X	cp32-1	P32	56632	246	100.0	1.3013843763243396	737	245	[(1, 246)]	[(44718, 45455)]	[(1, 246)]	cp32-1+5:::cp32-1	True
NZ_CP019919.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-2, complete sequence	GCF_002151485.1_ASM215148v1_genomic	31245	O32_B31_cp32-7_ParA_X	cp32-7	O32	31245	249	100.0	2.3875820131220995	746	248	[(1, 249)]	[(21443, 22189)]	[(1, 249)]		False
NZ_CP019920.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-3, complete sequence	GCF_002151485.1_ASM215148v1_genomic	25789	S35_B31_cp32-3_ParA_X	cp32-3	S35	25789	246	100.0	2.85780759238435	737	245	[(1, 246)]	[(16823, 17560)]	[(1, 246)]		False
NZ_CP019921.1 Borreliella burgdorferi strain PAbe plasmid p_cp32-9-4, complete sequence	GCF_002151485.1_ASM215148v1_genomic	62238	N32_B31_cp32-9_ParA_X	cp32-9	N32	62238	251	100.0	1.1938044281628586	743	247	[(1, 248)]	[(20817, 21560)]	[(1, 248)]	cp32-9:::cp32-4	True
NZ_CP019922.1 Borreliella burgdorferi strain PAbe plasmid p_lp17, complete sequence	GCF_002151485.1_ASM215148v1_genomic	16800	RS00875_MM1_plsm_lp17_ParA_X	lp17	RS00875	16800	246	100.0	4.315476190476191	725	241	[(1, 242)]	[(2758, 3483)]	[(1, 242)]		False
NZ_CP019923.1 Borreliella burgdorferi strain PAbe plasmid p_lp28-1, complete sequence	GCF_002151485.1_ASM215148v1_genomic	28157	F24_B31_lp28-1_ParA_X	lp28-1	F24	28157	254	100.0	2.7027027027027026	761	253	[(1, 254)]	[(14365, 15126)]	[(1, 254)]	lp28-1*	True
NZ_CP019924.1 Borreliella burgdorferi strain PAbe plasmid p_lp36, complete sequence	GCF_002151485.1_ASM215148v1_genomic	36846	K21_B31_lp36_ParA_X	lp36	K21	36846	249	100.0	1.9757911306519025	728	242	[(1, 243)]	[(13598, 14326)]	[(1, 243)]		False
NZ_CP019925.1 Borreliella burgdorferi strain PAbe plasmid p_lp54, complete sequence	GCF_002151485.1_ASM215148v1_genomic	53650	A20_B31_lp54_ParA_X	lp54	A20	53650	250	100.0	1.3960857409133272	749	249	[(1, 250)]	[(13555, 14304)]	[(1, 250)]		False
NZ_CP019926.1 Borreliella burgdorferi strain PAbe plasmid p_lp56, complete sequence	GCF_002151485.1_ASM215148v1_genomic	52971	Q40_B31_lp56_ParA_X	lp56	Q40	52971	251	100.0	1.419644711257103	752	250	[(1, 251)]	[(24518, 25270)]	[(1, 251)]		False
