contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP161073.1 Borreliella burgdorferi strain Bb16-150 chromosome, complete genome	GCF_040790745.1_ASM4079074v1_genomic	902797	B379_chromosome_ParA_2	chromosome	B379	902797	380	99.4535519125683	0.12151125889873361	1097	365	[(1, 366)]	[(368287, 369384)]	[(1, 366)]		False
NZ_CP161074.1 Borreliella burgdorferi strain Bb16-150 plasmid lp54, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	53841	A20_B31_lp54_ParA_X	lp54	A20	53841	250	100.0	1.3911331513159118	749	249	[(1, 250)]	[(13616, 14365)]	[(1, 250)]		False
NZ_CP161075.1 Borreliella burgdorferi strain Bb16-150 plasmid lp38, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	37880	RS05780_N40_N40_lp38_ParA_X	lp38	RS05780	37880	245	100.0	1.9376979936642027	734	244	[(1, 245)]	[(11286, 12020)]	[(1, 245)]		False
NZ_CP161076.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-3, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30909	RS04755_29805_29805_lp28-3_ParA_X	lp28-3	RS04755	30909	251	100.0	2.432948332200977	752	250	[(1, 251)]	[(21509, 22261)]	[(1, 251)]		False
NZ_CP161077.1 Borreliella burgdorferi strain Bb16-150 plasmid lp36, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30842	RS01335_MM1_plsm_lp36_ParA_X	lp36	RS01335	30842	249	100.0	2.3604176123468	728	242	[(1, 243)]	[(10968, 11696)]	[(1, 243)]		False
NZ_CP161078.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-9, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30665	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30665	251	100.0	2.4229577694439914	743	247	[(1, 248)]	[(20799, 21542)]	[(1, 248)]		False
NZ_CP161079.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-10, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	30154	RS06365_N40_N40_cp32-10_ParA_X	cp32-10	RS06365	30154	251	100.0	2.493864827220269	752	250	[(1, 251)]	[(20940, 21692)]	[(1, 251)]		False
NZ_CP161080.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-4, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29824	I21_B31_lp28-4_ParA_X	lp28-4	I21	29824	250	100.0	2.5114002145922747	749	249	[(1, 250)]	[(14394, 15143)]	[(1, 250)]		False
NZ_CP161081.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-2, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29776	RS05185_N40_N40_lp28-2_ParA_X	lp28-2	RS05185	29776	255	100.0	2.565824825362708	764	254	[(1, 255)]	[(6050, 6814)]	[(1, 255)]		False
NZ_CP161082.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-5, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	29615	RS01295_JD1_JD1_cp32-1+5_ParA_X	cp32-1+5	RS01295	29615	257	100.0	2.600033766672295	770	256	[(1, 257)]	[(20727, 21497)]	[(1, 257)]		False
NZ_CP161083.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-12, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	27767	RS06035_N40_N40_cp32-12_ParA_X	cp32-12	RS06035	27767	260	100.0	2.805488529549465	779	259	[(1, 260)]	[(19565, 20344)]	[(1, 260)]		False
NZ_CP161084.1 Borreliella burgdorferi strain Bb16-150 plasmid cp26, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	26498	N40_cp26_ParA_1	cp26	N40	26498	253	100.0	2.86059325232093	758	252	[(1, 253)]	[(9273, 10031)]	[(1, 253)]		False
NZ_CP161085.1 Borreliella burgdorferi strain Bb16-150 plasmid lp25, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	24216	RS00040_ZS7_ZS7_lp25_ParA_X	lp25	RS00040	24216	252	100.0	3.1177733729765444	755	251	[(1, 252)]	[(11910, 12665)]	[(1, 252)]		False
NZ_CP161086.1 Borreliella burgdorferi strain Bb16-150 plasmid lp28-1, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	23907	RS01665_B31_NRZ_p_lp28-1_ParA_X	lp28-1	RS01665	23907	249	100.0	3.120424980131342	746	248	[(1, 249)]	[(9872, 10618)]	[(1, 249)]		False
NZ_CP161087.1 Borreliella burgdorferi strain Bb16-150 plasmid lp17, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	20658	RS06485_N40_N40_lp17_ParA_X	lp17	RS06485	20658	246	100.0	3.509536257140091	725	241	[(1, 242)]	[(17100, 17825)]	[(1, 242)]		False
NZ_CP161088.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-7, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	17483	O32_B31_cp32-7_ParA_X	cp32-7	O32	17483	249	100.0	4.267002230738432	746	248	[(1, 249)]	[(543, 1289)]	[(1, 249)]		False
NZ_CP161089.1 Borreliella burgdorferi strain Bb16-150 plasmid cp32-4, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	15914	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	15914	251	100.0	4.7253990197310545	752	250	[(1, 251)]	[(6580, 7332)]	[(1, 251)]		False
NZ_CP161090.1 Borreliella burgdorferi strain Bb16-150 plasmid cp9, complete sequence	GCF_040790745.1_ASM4079074v1_genomic	8722				8722										False
