contig_id	assembly_id	contig_len	plasmid_id	plasmid_name	strain	query_length	ref_length	overall_percent_identity	query_coverage_percent	query_covered_length	ref_covered_length	covered_intervals	query_intervals	subject_hit_coords	concat_call	multiple_loci
NZ_CP161107.1 Borreliella burgdorferi strain Bb16-23-2 chromosome, complete genome	GCF_040790765.1_ASM4079076v1_genomic	910079	B379_chromosome_ParA_2	chromosome	B379	910079	380	99.72677595628416	0.12053898617592539	1097	365	[(1, 366)]	[(368595, 369692)]	[(1, 366)]		False
NZ_CP161108.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp54, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	53667	A20_B31_lp54_ParA_X	lp54	A20	53667	250	100.0	1.3956435053198428	749	249	[(1, 250)]	[(13543, 14292)]	[(1, 250)]		False
NZ_CP161109.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-6, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30826	RS01520_MM1_plsm_cp32-6_ParA_X	cp32-6	RS01520	30826	249	100.0	2.4200350353597613	746	248	[(1, 249)]	[(20692, 21438)]	[(1, 249)]		False
NZ_CP161110.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-13, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30784	RS04795_72a_72a_cp32-13_ParA_X	cp32-13	RS04795	30784	254	100.0	2.4720634095634098	761	253	[(1, 254)]	[(21082, 21843)]	[(1, 254)]		False
NZ_CP161111.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-1, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30380	MM1_cp32-1_ParA_1	cp32-1	MM1	30380	246	100.0	2.425938117182357	737	245	[(1, 246)]	[(21114, 21851)]	[(1, 246)]		False
NZ_CP161112.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp38, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30320	RS07790_JD1_JD1_lp38_ParA_X	lp38	RS07790	30320	245	100.0	2.420844327176781	734	244	[(1, 245)]	[(4741, 5475)]	[(1, 245)]		False
NZ_CP161113.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-9, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30180	RS01730_MM1_plsm_cp32-9_ParA_X	cp32-9	RS01730	30180	251	100.0	2.461895294897283	743	247	[(1, 248)]	[(20788, 21531)]	[(1, 248)]		False
NZ_CP161114.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-10, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30140	RS05810_94a_94a_cp32-10_ParA_X	cp32-10	RS05810	30140	251	100.0	2.495023224950232	752	250	[(1, 251)]	[(20829, 21581)]	[(1, 251)]		False
NZ_CP161115.1 Borreliella burgdorferi strain Bb16-23-2 plasmid cp32-4, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	30037	RS02205_MM1_plsm_cp32-4_ParA_X	cp32-4	RS02205	30037	251	100.0	2.503578919332823	752	250	[(1, 251)]	[(21079, 21831)]	[(1, 251)]		False
NZ_CP161116.1 Borreliella burgdorferi strain Bb16-23-2 plasmid lp28-6, complete sequence	GCF_040790765.1_ASM4079076v1_genomic	29370	RS06425_B331_B331_lp28_6_ParA_X	lp28-6	RS06425	29370	251	100.0	2.560435818862785	752	250	[(1, 251)]	[(5591, 6343)]	[(1, 251)]		False
